FY,Area,Legend,Rate
2019/2020,06489,CITY-BELL GARDEN,0.0000
2019/2020,06489,COMMNTY COLLEGE,0.0272
2019/2020,06489,COUNTY,0.0000
2019/2020,06489,GENERAL,1.0000
2019/2020,06489,METRO WATER DIST,0.0035
2019/2020,06489,UNIFIED SCHOOLS,0.0931
2019/2020,06490,CITY-BELL GARDEN,0.0000
2019/2020,06490,COMMNTY COLLEGE,0.0272
2019/2020,06490,COUNTY,0.0000
2019/2020,06490,GENERAL,1.0000
2019/2020,06490,METRO WATER DIST,0.0035
2019/2020,06490,UNIFIED SCHOOLS,0.0931
2019/2020,06491,CITY-BELL GARDEN,0.0000
2019/2020,06491,COMMNTY COLLEGE,0.0272
2019/2020,06491,COUNTY,0.0000
2019/2020,06491,GENERAL,1.0000
2019/2020,06491,METRO WATER DIST,0.0035
2019/2020,06491,UNIFIED SCHOOLS,0.0931
2019/2020,06492,CITY-BELL GARDEN,0.0000
2019/2020,06492,COMMNTY COLLEGE,0.0272
2019/2020,06492,COUNTY,0.0000
2019/2020,06492,GENERAL,1.0000
2019/2020,06492,METRO WATER DIST,0.0035
2019/2020,06492,UNIFIED SCHOOLS,0.0931
2019/2020,06493,CITY-BELL GARDEN,0.0000
2019/2020,06493,COMMNTY COLLEGE,0.0272
2019/2020,06493,COUNTY,0.0000
2019/2020,06493,GENERAL,1.0000
2019/2020,06493,METRO WATER DIST,0.0035
2019/2020,06493,UNIFIED SCHOOLS,0.0931
2019/2020,06494,CITY-BELL GARDEN,0.0000
2019/2020,06494,COMMNTY COLLEGE,0.0272
2019/2020,06494,COUNTY,0.0000
2019/2020,06494,GENERAL,1.0000
2019/2020,06494,METRO WATER DIST,0.0035
2019/2020,06494,UNIFIED SCHOOLS,0.0931
2019/2020,06495,CITY-BELL GARDEN,0.0000
2019/2020,06495,COMMNTY COLLEGE,0.0272
2019/2020,06495,COUNTY,0.0000
2019/2020,06495,GENERAL,1.0000
2019/2020,06495,METRO WATER DIST,0.0035
2019/2020,06495,UNIFIED SCHOOLS,0.0931
2019/2020,06496,CITY-BELL GARDEN,0.0000
2019/2020,06496,COMMNTY COLLEGE,0.0272
2019/2020,06496,COUNTY,0.0000
2019/2020,06496,GENERAL,1.0000
2019/2020,06496,METRO WATER DIST,0.0035
2019/2020,06496,UNIFIED SCHOOLS,0.0931
2019/2020,06497,CITY-BELL GARDEN,0.0000
2019/2020,06497,COMMNTY COLLEGE,0.0272
2019/2020,06497,COUNTY,0.0000
2019/2020,06497,GENERAL,1.0000
2019/2020,06497,METRO WATER DIST,0.0035
2019/2020,06497,UNIFIED SCHOOLS,0.0931
2019/2020,06498,CITY-BELL GARDEN,0.0000
2019/2020,06498,COMMNTY COLLEGE,0.0272
2019/2020,06498,COUNTY,0.0000
2019/2020,06498,GENERAL,1.0000
2019/2020,06498,METRO WATER DIST,0.0035
2019/2020,06498,UNIFIED SCHOOLS,0.0931
2019/2020,00065,CITY-LOS ANGELES,0.0181
2019/2020,00065,COMMNTY COLLEGE,0.0272
2019/2020,00065,COUNTY,0.0000
2019/2020,00065,GENERAL,1.0000
2019/2020,00065,METRO WATER DIST,0.0035
2019/2020,00065,UNIFIED SCHOOLS,0.1255
2019/2020,06500,CITY-DOWNEY,0.0000
2019/2020,06500,COMMNTY COLLEGE,0.0272
2019/2020,06500,COUNTY,0.0000
2019/2020,06500,GENERAL,1.0000
2019/2020,06500,METRO WATER DIST,0.0035
2019/2020,06500,UNIFIED SCHOOLS,0.0931
2019/2020,06501,CITY-CARSON,0.0000
2019/2020,06501,COMMNTY COLLEGE,0.0272
2019/2020,06501,COUNTY,0.0000
2019/2020,06501,GENERAL,1.0000
2019/2020,06501,METRO WATER DIST,0.0035
2019/2020,06501,UNIFIED SCHOOLS,0.1255
2019/2020,06502,CITY-DOWNEY,0.0000
2019/2020,06502,COMMNTY COLLEGE,0.0272
2019/2020,06502,COUNTY,0.0000
2019/2020,06502,GENERAL,1.0000
2019/2020,06502,METRO WATER DIST,0.0035
2019/2020,06502,UNIFIED SCHOOLS,0.0931
2019/2020,00660,COMMNTY COLLEGE,0.0272
2019/2020,00660,COUNTY,0.0000
2019/2020,00660,GENERAL,1.0000
2019/2020,00660,METRO WATER DIST,0.0035
2019/2020,00660,UNIFIED SCHOOLS,0.1255
2019/2020,06600,COMMNTY COLLEGE,0.0257
2019/2020,06600,COUNTY,0.0000
2019/2020,06600,ELEM SCHOOLS,0.0514
2019/2020,06600,GENERAL,1.0000
2019/2020,06600,HIGH SCHOOLS,0.1097
2019/2020,06600,METRO WATER DIST,0.0035
2019/2020,06602,CITY-PALMDALE,0.0000
2019/2020,06602,COMMNTY COLLEGE,0.0472
2019/2020,06602,COUNTY,0.0000
2019/2020,06602,ELEM SCHOOLS,0.0706
2019/2020,06602,GENERAL,1.0000
2019/2020,06602,HIGH SCHOOLS,0.0219
2019/2020,06602,WATER DISTRICT,0.2182
2019/2020,06606,COMMNTY COLLEGE,0.0295
2019/2020,06606,COUNTY,0.0000
2019/2020,06606,ELEM SCHOOLS,0.0112
2019/2020,06606,GENERAL,1.0000
2019/2020,06606,HIGH SCHOOLS,0.0549
2019/2020,06606,SPECIAL WATER,0.0706
2019/2020,06607,CITY-GARDENA,0.0000
2019/2020,06607,COMMNTY COLLEGE,0.0272
2019/2020,06607,COUNTY,0.0000
2019/2020,06607,GENERAL,1.0000
2019/2020,06607,METRO WATER DIST,0.0035
2019/2020,06607,UNIFIED SCHOOLS,0.1255
2019/2020,06608,CITY-CARSON MERG,0.0000
2019/2020,06608,COMMNTY COLLEGE,0.0272
2019/2020,06608,COUNTY,0.0000
2019/2020,06608,GENERAL,1.0000
2019/2020,06608,METRO WATER DIST,0.0035
2019/2020,06608,UNIFIED SCHOOLS,0.1255
2019/2020,06609,COMMNTY COLLEGE,0.0295
2019/2020,06609,COUNTY,0.0000
2019/2020,06609,ELEM SCHOOLS,0.0112
2019/2020,06609,GENERAL,1.0000
2019/2020,06609,HIGH SCHOOLS,0.0549
2019/2020,00661,CITY-S FERNANDO,0.2121
2019/2020,00661,COMMNTY COLLEGE,0.0272
2019/2020,00661,COUNTY,0.0000
2019/2020,00661,GENERAL,1.0000
2019/2020,00661,METRO WATER DIST,0.0035
2019/2020,00661,UNIFIED SCHOOLS,0.1255
2019/2020,06610,CITY-GARDENA,0.0000
2019/2020,06610,COMMNTY COLLEGE,0.0272
2019/2020,06610,COUNTY,0.0000
2019/2020,06610,GENERAL,1.0000
2019/2020,06610,METRO WATER DIST,0.0035
2019/2020,06610,UNIFIED SCHOOLS,0.1255
2019/2020,06612,CITY-LOS ANGELES,0.0181
2019/2020,06612,COMMNTY COLLEGE,0.0272
2019/2020,06612,COUNTY,0.0000
2019/2020,06612,GENERAL,1.0000
2019/2020,06612,METRO WATER DIST,0.0035
2019/2020,06612,UNIFIED SCHOOLS,0.1255
2019/2020,06614,COMMNTY COLLEGE,0.0295
2019/2020,06614,COUNTY,0.0000
2019/2020,06614,ELEM SCHOOLS,0.0112
2019/2020,06614,GENERAL,1.0000
2019/2020,06614,HIGH SCHOOLS,0.0549
2019/2020,06614,SPECIAL WATER,0.0706
2019/2020,06615,COMMNTY COLLEGE,0.0295
2019/2020,06615,COUNTY,0.0000
2019/2020,06615,ELEM SCHOOLS,0.0112
2019/2020,06615,GENERAL,1.0000
2019/2020,06615,HIGH SCHOOLS,0.0549
2019/2020,06615,SPECIAL WATER,0.0706
2019/2020,06616,COMMNTY COLLEGE,0.0295
2019/2020,06616,COUNTY,0.0000
2019/2020,06616,ELEM SCHOOLS,0.0112
2019/2020,06616,GENERAL,1.0000
2019/2020,06616,HIGH SCHOOLS,0.0549
2019/2020,06618,COMMNTY COLLEGE,0.0472
2019/2020,06618,COUNTY,0.0000
2019/2020,06618,ELEM SCHOOLS,0.0706
2019/2020,06618,GENERAL,1.0000
2019/2020,06618,HIGH SCHOOLS,0.0219
2019/2020,06618,WATER DISTRICT,0.2182
2019/2020,06619,COMMNTY COLLEGE,0.0295
2019/2020,06619,COUNTY,0.0000
2019/2020,06619,ELEM SCHOOLS,0.0112
2019/2020,06619,GENERAL,1.0000
2019/2020,06619,HIGH SCHOOLS,0.0549
2019/2020,06619,SPECIAL WATER,0.0706
2019/2020,00662,CITY-SOUTH GATE,0.0000
2019/2020,00662,COMMNTY COLLEGE,0.0272
2019/2020,00662,COUNTY,0.0000
2019/2020,00662,GENERAL,1.0000
2019/2020,00662,METRO WATER DIST,0.0035
2019/2020,00662,UNIFIED SCHOOLS,0.1255
2019/2020,06620,COMMNTY COLLEGE,0.0295
2019/2020,06620,COUNTY,0.0000
2019/2020,06620,ELEM SCHOOLS,0.0388
2019/2020,06620,GENERAL,1.0000
2019/2020,06620,HIGH SCHOOLS,0.0549
2019/2020,06620,SPECIAL WATER,0.0706
2019/2020,06732,ELEM SCHOOLS,0.0706
2019/2020,06732,GENERAL,1.0000
2019/2020,06732,HIGH SCHOOLS,0.0219
2019/2020,06732,SPECIAL WATER,0.0705
2019/2020,06734,CITY-PALMDALE,0.0000
2019/2020,06734,COMMNTY COLLEGE,0.0472
2019/2020,06734,COUNTY,0.0000
2019/2020,06734,ELEM SCHOOLS,0.0706
2019/2020,06734,GENERAL,1.0000
2019/2020,06734,HIGH SCHOOLS,0.0219
2019/2020,06734,WATER DISTRICT,0.2182
2019/2020,00674,CITY-SOUTH GATE,0.0000
2019/2020,00674,COMMNTY COLLEGE,0.0272
2019/2020,00674,COUNTY,0.0000
2019/2020,00674,GENERAL,1.0000
2019/2020,00674,METRO WATER DIST,0.0035
2019/2020,00674,UNIFIED SCHOOLS,0.1255
2019/2020,06741,CITY PALMDALE,0.0000
2019/2020,06741,COMMNTY COLLEGE,0.0472
2019/2020,06741,COUNTY,0.0000
2019/2020,06741,ELEM SCHOOLS,0.0586
2019/2020,06741,GENERAL,1.0000
2019/2020,06741,HIGH SCHOOLS,0.0219
2019/2020,06741,SPECIAL WATER,0.0705
2019/2020,06747,CITY-PALMDALE,0.0000
2019/2020,06747,COMMNTY COLLEGE,0.0472
2019/2020,06747,COUNTY,0.0000
2019/2020,06747,ELEM SCHOOLS,0.0706
2019/2020,06747,GENERAL,1.0000
2019/2020,06747,HIGH SCHOOLS,0.0219
2019/2020,06747,WATER DISTRICT,0.2182
2019/2020,00675,CITY-S FERNANDO,0.2121
2019/2020,00675,COMMNTY COLLEGE,0.0272
2019/2020,00675,COUNTY,0.0000
2019/2020,00675,GENERAL,1.0000
2019/2020,00675,METRO WATER DIST,0.0035
2019/2020,00675,UNIFIED SCHOOLS,0.1255
2019/2020,06750,CITY-PALMDALE,0.0000
2019/2020,06750,COMMNTY COLLEGE,0.0472
2019/2020,06750,COUNTY,0.0000
2019/2020,06750,ELEM SCHOOLS,0.0706
2019/2020,06750,GENERAL,1.0000
2019/2020,06750,HIGH SCHOOLS,0.0219
2019/2020,06750,WATER DISTRICT,0.2182
2019/2020,06752,CITY-PALMDALE,0.0000
2019/2020,06752,COMMNTY COLLEGE,0.0472
2019/2020,06752,COUNTY,0.0000
2019/2020,06752,ELEM SCHOOLS,0.0706
2019/2020,06752,GENERAL,1.0000
2019/2020,06752,HIGH SCHOOLS,0.0219
2019/2020,06752,WATER DISTRICT,0.2182
2019/2020,06755,COMMNTY COLLEGE,0.0472
2019/2020,06755,COUNTY,0.0000
2019/2020,06755,GENERAL,1.0000
2019/2020,06755,SPECIAL WATER,0.0705
2019/2020,06755,UNIFIED SCHOOLS,0.0402
2019/2020,06756,CITY-PALMDALE,0.0000
2019/2020,06756,COMMNTY COLLEGE,0.0472
2019/2020,06756,COUNTY,0.0000
2019/2020,06756,ELEM SCHOOLS,0.0706
2019/2020,06756,GENERAL,1.0000
2019/2020,06756,HIGH SCHOOLS,0.0219
2019/2020,06756,WATER DISTRICT,0.2182
2019/2020,06757,COMMNTY COLLEGE,0.0469
2019/2020,06757,COUNTY,0.0000
2019/2020,06757,GENERAL,1.0000
2019/2020,06757,METRO WATER DIST,0.0035
2019/2020,06757,UNIFIED SCHOOLS,0.1113
2019/2020,06758,CITY-NORWALK,0.0000
2019/2020,06758,COMMNTY COLLEGE,0.0445
2019/2020,06758,COUNTY,0.0000
2019/2020,06758,GENERAL,1.0000
2019/2020,06758,METRO WATER DIST,0.0035
2019/2020,06758,UNIFIED SCHOOLS,0.1402
2019/2020,06759,CITY-LA MIRADA,0.0000
2019/2020,06759,COMMNTY COLLEGE,0.0445
2019/2020,06759,COUNTY,0.0000
2019/2020,06759,GENERAL,1.0000
2019/2020,06759,METRO WATER DIST,0.0035
2019/2020,06759,UNIFIED SCHOOLS,0.1402
2019/2020,06760,CITY-NORWALK,0.0000
2019/2020,06760,COMMNTY COLLEGE,0.0445
2019/2020,06760,COUNTY,0.0000
2019/2020,06760,GENERAL,1.0000
2019/2020,06760,METRO WATER DIST,0.0035
2019/2020,06760,UNIFIED SCHOOLS,0.1402
2019/2020,06761,CITY-NORWALK,0.0000
2019/2020,06761,COMMNTY COLLEGE,0.0445
2019/2020,06761,COUNTY,0.0000
2019/2020,06761,GENERAL,1.0000
2019/2020,06761,METRO WATER DIST,0.0035
2019/2020,06761,UNIFIED SCHOOLS,0.1402
2019/2020,06762,CITY-NORWALK,0.0000
2019/2020,06762,COMMNTY COLLEGE,0.0445
2019/2020,06762,COUNTY,0.0000
2019/2020,06762,GENERAL,1.0000
2019/2020,06762,METRO WATER DIST,0.0035
2019/2020,06762,UNIFIED SCHOOLS,0.1402
2019/2020,06763,CITY-NORWALK,0.0000
2019/2020,06763,COMMNTY COLLEGE,0.0445
2019/2020,06864,COMMNTY COLLEGE,0.0257
2019/2020,06864,COUNTY,0.0000
2019/2020,06864,ELEM SCHOOLS,0.0510
2019/2020,06864,GENERAL,1.0000
2019/2020,06864,HIGH SCHOOLS,0.0550
2019/2020,06864,METRO WATER DIST,0.0035
2019/2020,06866,CITY-LA MIRADA,0.0000
2019/2020,06866,COMMNTY COLLEGE,0.0445
2019/2020,06866,COUNTY,0.0000
2019/2020,06866,GENERAL,1.0000
2019/2020,06866,METRO WATER DIST,0.0035
2019/2020,06866,UNIFIED SCHOOLS,0.1402
2019/2020,06867,CITY-LA MIRADA,0.0000
2019/2020,06867,COMMNTY COLLEGE,0.0445
2019/2020,06867,COUNTY,0.0000
2019/2020,06867,GENERAL,1.0000
2019/2020,06867,METRO WATER DIST,0.0035
2019/2020,06867,UNIFIED SCHOOLS,0.1402
2019/2020,06868,CITY-LONG BEACH,0.0000
2019/2020,06868,COMMNTY COLLEGE,0.0631
2019/2020,06868,COUNTY,0.0000
2019/2020,06868,GENERAL,1.0000
2019/2020,06868,METRO WATER DIST,0.0035
2019/2020,06868,UNIFIED SCHOOLS,0.1433
2019/2020,06870,CITY NORWALK TD,0.0000
2019/2020,06870,COMMNTY COLLEGE,0.0445
2019/2020,06870,COUNTY,0.0000
2019/2020,06870,GENERAL,1.0000
2019/2020,06870,METRO WATER DIST,0.0035
2019/2020,06870,UNIFIED SCHOOLS,0.1402
2019/2020,06871,CITY-LA MIRADA,0.0000
2019/2020,06871,COMMNTY COLLEGE,0.0445
2019/2020,06871,COUNTY,0.0000
2019/2020,06871,GENERAL,1.0000
2019/2020,06871,METRO WATER DIST,0.0035
2019/2020,06871,UNIFIED SCHOOLS,0.1402
2019/2020,06872,CITY-LA MIRADA,0.0000
2019/2020,06872,COMMNTY COLLEGE,0.0445
2019/2020,06872,COUNTY,0.0000
2019/2020,06872,GENERAL,1.0000
2019/2020,06872,METRO WATER DIST,0.0035
2019/2020,06872,UNIFIED SCHOOLS,0.1402
2019/2020,06873,CITY-LA MIRADA,0.0000
2019/2020,06873,COMMNTY COLLEGE,0.0445
2019/2020,06873,COUNTY,0.0000
2019/2020,06873,GENERAL,1.0000
2019/2020,06873,METRO WATER DIST,0.0035
2019/2020,06873,UNIFIED SCHOOLS,0.1402
2019/2020,06874,CITY-NORWALK,0.0000
2019/2020,06874,COMMNTY COLLEGE,0.0445
2019/2020,06874,COUNTY,0.0000
2019/2020,06874,GENERAL,1.0000
2019/2020,06874,METRO WATER DIST,0.0035
2019/2020,06874,UNIFIED SCHOOLS,0.1402
2019/2020,06875,CITY-LA MIRADA,0.0000
2019/2020,06875,COMMNTY COLLEGE,0.0445
2019/2020,06875,COUNTY,0.0000
2019/2020,06875,GENERAL,1.0000
2019/2020,06875,METRO WATER DIST,0.0035
2019/2020,06875,UNIFIED SCHOOLS,0.1402
2019/2020,06876,CITY-LA MIRADA,0.0000
2019/2020,06876,COMMNTY COLLEGE,0.0445
2019/2020,06876,COUNTY,0.0000
2019/2020,06876,GENERAL,1.0000
2019/2020,06876,METRO WATER DIST,0.0035
2019/2020,06876,UNIFIED SCHOOLS,0.1402
2019/2020,06877,CITY-LA MIRADA,0.0000
2019/2020,06877,COMMNTY COLLEGE,0.0445
2019/2020,06877,COUNTY,0.0000
2019/2020,06877,GENERAL,1.0000
2019/2020,06877,METRO WATER DIST,0.0035
2019/2020,06877,UNIFIED SCHOOLS,0.1402
2019/2020,06878,CITY-LA MIRADA,0.0000
2019/2020,06878,COMMNTY COLLEGE,0.0445
2019/2020,06878,COUNTY,0.0000
2019/2020,06878,GENERAL,1.0000
2019/2020,06878,METRO WATER DIST,0.0035
2019/2020,06878,UNIFIED SCHOOLS,0.1402
2019/2020,06879,CITY-LA MIRADA,0.0000
2019/2020,06879,COMMNTY COLLEGE,0.0445
2019/2020,06879,COUNTY,0.0000
2019/2020,06879,GENERAL,1.0000
2019/2020,06879,METRO WATER DIST,0.0035
2019/2020,06879,UNIFIED SCHOOLS,0.1402
2019/2020,06880,CITY-LA MIRADA,0.0000
2019/2020,06880,COMMNTY COLLEGE,0.0445
2019/2020,06880,COUNTY,0.0000
2019/2020,06880,GENERAL,1.0000
2019/2020,06880,METRO WATER DIST,0.0035
2019/2020,06880,UNIFIED SCHOOLS,0.1402
2019/2020,06881,CITY-LA MIRADA,0.0000
2019/2020,06881,COMMNTY COLLEGE,0.0445
2019/2020,06881,COUNTY,0.0000
2019/2020,06881,GENERAL,1.0000
2019/2020,06881,METRO WATER DIST,0.0035
2019/2020,06881,UNIFIED SCHOOLS,0.1402
2019/2020,06882,CITY-LA MIRADA,0.0000
2019/2020,06882,COMMNTY COLLEGE,0.0445
2019/2020,06882,COUNTY,0.0000
2019/2020,06882,GENERAL,1.0000
2019/2020,06976,HIGH SCHOOLS,0.0219
2019/2020,06976,WATER DISTRICT,0.2182
2019/2020,06977,CITY PALMDALE,0.0000
2019/2020,06977,COMMNTY COLLEGE,0.0472
2019/2020,06977,COUNTY,0.0000
2019/2020,06977,ELEM SCHOOLS,0.0706
2019/2020,06977,GENERAL,1.0000
2019/2020,06977,HIGH SCHOOLS,0.0219
2019/2020,06977,WATER DISTRICT,0.2182
2019/2020,06980,COMMNTY COLLEGE,0.0472
2019/2020,06980,COUNTY,0.0000
2019/2020,06980,ELEM SCHOOLS,0.0706
2019/2020,06980,GENERAL,1.0000
2019/2020,06980,HIGH SCHOOLS,0.0219
2019/2020,06980,SPECIAL WATER,0.0705
2019/2020,06983,COMMNTY COLLEGE,0.0472
2019/2020,06983,COUNTY,0.0000
2019/2020,06983,ELEM SCHOOLS,0.0706
2019/2020,06983,GENERAL,1.0000
2019/2020,06983,HIGH SCHOOLS,0.0219
2019/2020,06983,SPECIAL WATER,0.0705
2019/2020,06984,COMMNTY COLLEGE,0.0472
2019/2020,06984,COUNTY,0.0000
2019/2020,06984,ELEM SCHOOLS,0.0706
2019/2020,06984,GENERAL,1.0000
2019/2020,06984,HIGH SCHOOLS,0.0219
2019/2020,06984,SPECIAL WATER,0.0705
2019/2020,06987,COMMNTY COLLEGE,0.0472
2019/2020,06987,COUNTY,0.0000
2019/2020,06987,ELEM SCHOOLS,0.0706
2019/2020,06987,GENERAL,1.0000
2019/2020,06987,HIGH SCHOOLS,0.0219
2019/2020,06987,WATER DISTRICT,0.2182
2019/2020,06988,COMMNTY COLLEGE,0.0472
2019/2020,06988,COUNTY,0.0000
2019/2020,06988,ELEM SCHOOLS,0.0706
2019/2020,06988,GENERAL,1.0000
2019/2020,06988,HIGH SCHOOLS,0.0219
2019/2020,06988,WATER DISTRICT,0.2182
2019/2020,00699,CITY-SANTA CLARI,0.0000
2019/2020,00699,COMMNTY COLLEGE,0.0295
2019/2020,00699,COUNTY,0.0000
2019/2020,00699,ELEM SCHOOLS,0.0544
2019/2020,00699,GENERAL,1.0000
2019/2020,00699,HIGH SCHOOLS,0.0549
2019/2020,00699,SPECIAL WATER,0.0706
2019/2020,06992,COMMNTY COLLEGE,0.0472
2019/2020,06992,COUNTY,0.0000
2019/2020,06992,ELEM SCHOOLS,0.0706
2019/2020,06992,GENERAL,1.0000
2019/2020,06992,HIGH SCHOOLS,0.0219
2019/2020,06992,WATER DISTRICT,0.2182
2019/2020,06993,COMMNTY COLLEGE,0.0472
2019/2020,06993,COUNTY,0.0000
2019/2020,06993,ELEM SCHOOLS,0.0706
2019/2020,06993,GENERAL,1.0000
2019/2020,06993,HIGH SCHOOLS,0.0219
2019/2020,06993,WATER DISTRICT,0.2182
2019/2020,06994,COMMNTY COLLEGE,0.0472
2019/2020,06994,COUNTY,0.0000
2019/2020,06994,ELEM SCHOOLS,0.0706
2019/2020,06994,GENERAL,1.0000
2019/2020,06994,HIGH SCHOOLS,0.0219
2019/2020,06994,WATER DISTRICT,0.2182
2019/2020,06995,COMMNTY COLLEGE,0.0472
2019/2020,06995,COUNTY,0.0000
2019/2020,06995,ELEM SCHOOLS,0.0706
2019/2020,06995,GENERAL,1.0000
2019/2020,06995,HIGH SCHOOLS,0.0219
2019/2020,06995,WATER DISTRICT,0.2182
2019/2020,06996,CITY-PALMDALE,0.0000
2019/2020,06996,COMMNTY COLLEGE,0.0472
2019/2020,06996,COUNTY,0.0000
2019/2020,06996,ELEM SCHOOLS,0.0706
2019/2020,06996,GENERAL,1.0000
2019/2020,06996,HIGH SCHOOLS,0.0219
2019/2020,06996,WATER DISTRICT,0.2182
2019/2020,06997,COMMNTY COLLEGE,0.0472
2019/2020,06997,COUNTY,0.0000
2019/2020,06997,ELEM SCHOOLS,0.0706
2019/2020,06997,GENERAL,1.0000
2019/2020,06997,HIGH SCHOOLS,0.0219
2019/2020,06997,WATER DISTRICT,0.2182
2019/2020,06998,COMMNTY COLLEGE,0.0472
2019/2020,06998,COUNTY,0.0000
2019/2020,06998,ELEM SCHOOLS,0.0706
2019/2020,06998,GENERAL,1.0000
2019/2020,06998,HIGH SCHOOLS,0.0219
2019/2020,06999,CITY-LONG BEACH,0.0000
2019/2020,06999,COMMNTY COLLEGE,0.0631
2019/2020,06999,COUNTY,0.0000
2019/2020,06999,GENERAL,1.0000
2019/2020,06999,METRO WATER DIST,0.0035
2019/2020,06999,UNIFIED SCHOOLS,0.1433
2019/2020,00007,CITY-LOS ANGELES,0.0181
2019/2020,00007,COMMNTY COLLEGE,0.0272
2019/2020,00007,COUNTY,0.0000
2019/2020,00007,GENERAL,1.0000
2019/2020,00007,METRO WATER DIST,0.0035
2019/2020,00007,UNIFIED SCHOOLS,0.1255
2019/2020,07102,CITY-ROLL HLS ES,0.0000
2019/2020,07102,COMMNTY COLLEGE,0.0272
2019/2020,07102,COUNTY,0.0000
2019/2020,07102,GENERAL,1.0000
2019/2020,07102,METRO WATER DIST,0.0035
2019/2020,07102,UNIFIED SCHOOLS,0.0236
2019/2020,07103,CITY-ROLL HLS ES,0.0000
2019/2020,07103,COMMNTY COLLEGE,0.0272
2019/2020,07103,COUNTY,0.0000
2019/2020,07103,GENERAL,1.0000
2019/2020,07103,METRO WATER DIST,0.0035
2019/2020,07103,UNIFIED SCHOOLS,0.0236
2019/2020,07104,CITY-ROLL HLS ES,0.0000
2019/2020,07104,COMMNTY COLLEGE,0.0272
2019/2020,07104,COUNTY,0.0000
2019/2020,07104,GENERAL,1.0000
2019/2020,07104,METRO WATER DIST,0.0035
2019/2020,07104,UNIFIED SCHOOLS,0.0236
2019/2020,07105,CITY-ROLL HLS ES,0.0000
2019/2020,07105,COMMNTY COLLEGE,0.0272
2019/2020,07105,COUNTY,0.0000
2019/2020,07105,GENERAL,1.0000
2019/2020,07105,METRO WATER DIST,0.0035
2019/2020,07105,UNIFIED SCHOOLS,0.0236
2019/2020,07106,CITY-RANCHO P V,0.0000
2019/2020,07106,COMMNTY COLLEGE,0.0272
2019/2020,07106,COUNTY,0.0000
2019/2020,07106,GENERAL,1.0000
2019/2020,07106,METRO WATER DIST,0.0035
2019/2020,07106,UNIFIED SCHOOLS,0.0236
2019/2020,07107,CITY-RANCHO P V,0.0000
2019/2020,07107,COMMNTY COLLEGE,0.0272
2019/2020,07107,COUNTY,0.0000
2019/2020,07107,GENERAL,1.0000
2019/2020,07107,METRO WATER DIST,0.0035
2019/2020,07107,UNIFIED SCHOOLS,0.0236
2019/2020,07108,CITY-ROLL HLS ES,0.0000
2019/2020,07108,COMMNTY COLLEGE,0.0272
2019/2020,07108,COUNTY,0.0000
2019/2020,07108,GENERAL,1.0000
2019/2020,07108,METRO WATER DIST,0.0035
2019/2020,07108,UNIFIED SCHOOLS,0.0236
2019/2020,07109,CITY-RANCHO P V,0.0000
2019/2020,07109,COMMNTY COLLEGE,0.0272
2019/2020,07109,COUNTY,0.0000
2019/2020,07109,GENERAL,1.0000
2019/2020,07109,METRO WATER DIST,0.0035
2019/2020,07109,UNIFIED SCHOOLS,0.0236
2019/2020,07110,CITY-PALOS VRD E,0.0000
2019/2020,07110,COMMNTY COLLEGE,0.0272
2019/2020,07110,COUNTY,0.0000
2019/2020,07110,GENERAL,1.0000
2019/2020,07110,METRO WATER DIST,0.0035
2019/2020,07110,UNIFIED SCHOOLS,0.0236
2019/2020,07111,CITY-PALOS VRD E,0.0000
2019/2020,07111,COMMNTY COLLEGE,0.0272
2019/2020,07111,COUNTY,0.0000
2019/2020,07111,GENERAL,1.0000
2019/2020,07111,METRO WATER DIST,0.0035
2019/2020,07111,UNIFIED SCHOOLS,0.0236
2019/2020,07112,CITY-PALOS VRD E,0.0000
2019/2020,07112,COMMNTY COLLEGE,0.0272
2019/2020,07112,COUNTY,0.0000
2019/2020,07112,GENERAL,1.0000
2019/2020,07112,METRO WATER DIST,0.0035
2019/2020,07112,UNIFIED SCHOOLS,0.0236
2019/2020,07113,CITY-RANCHO P V,0.0000
2019/2020,07113,COMMNTY COLLEGE,0.0272
2019/2020,07113,COUNTY,0.0000
2019/2020,07113,GENERAL,1.0000
2019/2020,07113,METRO WATER DIST,0.0035
2019/2020,07113,UNIFIED SCHOOLS,0.0236
2019/2020,07114,CITY-RANCHO P V,0.0000
2019/2020,07114,COMMNTY COLLEGE,0.0272
2019/2020,07114,COUNTY,0.0000
2019/2020,07114,GENERAL,1.0000
2019/2020,07114,METRO WATER DIST,0.0035
2019/2020,07114,UNIFIED SCHOOLS,0.0236
2019/2020,07115,CITY-RANCHO P V,0.0000
2019/2020,07115,COMMNTY COLLEGE,0.0272
2019/2020,07115,COUNTY,0.0000
2019/2020,07115,GENERAL,1.0000
2019/2020,07115,METRO WATER DIST,0.0035
2019/2020,07115,UNIFIED SCHOOLS,0.0236
2019/2020,07116,CITY-RANCHO P V,0.0000
2019/2020,07116,COMMNTY COLLEGE,0.0272
2019/2020,07116,COUNTY,0.0000
2019/2020,07116,GENERAL,1.0000
2019/2020,07116,METRO WATER DIST,0.0035
2019/2020,07116,UNIFIED SCHOOLS,0.0236
2019/2020,07117,CITY-PALOS VRD E,0.0000
2019/2020,07117,COMMNTY COLLEGE,0.0272
2019/2020,07117,COUNTY,0.0000
2019/2020,07117,GENERAL,1.0000
2019/2020,07117,UNIFIED SCHOOLS,0.0236
2019/2020,07118,COMMNTY COLLEGE,0.0272
