doc_seq_no,expenditure_type,gub_account_type,gub_elec_type,page_no,expense_id,detail_id,doc_stmnt_year,doc_type_desc,com_legal_name,common_name,cfr_com_id,com_type,schedule_desc,exp_desc,purpose,extra_desc,f_name,lname_or_org,address,city,state,zip,exp_date,amount,state_loc,supp_opp,can_or_ballot,,county,debt_payment,vend_name,vend_addr,vend_city,vend_state,vend_zip,gotv_ink_ind,fundraiser,RUNTIME: 04-07-2022 07:37:39
519231,1B, , ,0,9064,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,OFFICE FURNITURE,,,NARDIN PARK UNITED METHODIST        ,29887 W 11 MILE,FARMINGTON HILLS    ,MI,48336-0000,11/18/21,500,,,,,,,,,,,,,,
519231,1B, , ,0,9066,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,9/21/21,4500,,,,,,,,,,,,,,
519231,1B, , ,0,9067,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"CONSULTATION, RESEARCH",CONSULTING,,,PULSE COMMUNICATION                 ,3514 FOLEY GLEN DR.,FENTON              ,MI,48430-0000,10/9/21,2231.65,,,,,,,,,,,,,,
519231,1B, , ,0,9069,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,11/1/21,3300,,,,,,,,,,,,,,
519231,1B, , ,0,9075,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,ENTERTAINMENT COSTS,ENTERTAINMENT FOR EVENT,,,STEELE                              ,14011 48TH AVE,COOPERSVILLE        ,MI,49404-0000,11/9/21,500,,,,,,,,,,,,,,
519231,1B, , ,0,9077,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,ENTERTAINMENT COSTS,PHOTOGRAPHY,,,NICHOLAS SZEWC PHOTOGRAPHY          ,35555 CANYON DR.,WESTLAND            ,MI,48186-0000,11/13/21,225,,,,,,,,,,,,,,
519231,1B, , ,0,9079,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,FOOD EXPENSES,LINCOLN DAY DINNER,,,BOCO ENTERPRISES                    ,46100 GRAND RIVER AVE,NOVI                ,MI,48374-0000,11/16/21,22087.45,,,,,,,,,,,,,,
519231,1B, , ,0,9080,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"CONSULTATION, RESEARCH",CONSULTING,,,PULSE COMMUNICATION                 ,3514 FOLEY GLEN DR.,FENTON              ,MI,48430-0000,11/5/21,7360.41,,,,,,,,,,,,,,
519231,1B, , ,0,9081,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CAMPAIGN CONSULTING,,,HARRIS & HARRIS CR                  ,8322 COOLEY LAKE RD.,COMMERCE TWP        ,MI,48382-0000,12/1/21,3300,,,,,,,,,,,,,,
519231,1B, , ,0,9083,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,12/1/21,2250,,,,,,,,,,,,,,
519231,1B, , ,0,9084,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,LINCOLN DAY DINNER REIMB,,,VISUAL AUTHORITY                    ,630 NEFF ROAD,GROSSE POINTE       ,MI,48230-0000,12/27/21,5088,,,,,,,,,,,,,,
519231,1B, , ,0,9084,9085,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,OFFICE SUPPLIES,,,MICHAELS                            ,334 JOHN R,TROY                ,MI,48083-0000,12/20/21,19.98,,,,,,,,,,,,,,
519231,1B, , ,0,9084,9139,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,MICROPHONES AND OFFICE,,,MICRO CENTER                        ,32800 CONCORD DR.,MADISON HEIGHTS     ,MI,48071-0000,12/20/21,262.73,,,,,,,,,,,,,,
519231,1B, , ,0,9084,9140,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,WEB,,,MEDIA AUTHORITY                     ,18601 ASH RD. STE 8,WIXOM               ,MI,48328-0000,12/23/21,927.2,,,,,,,,,,,,,,
519231,1B, , ,0,9084,9141,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,CUPS,,,CVS                                 ,42934 WOODWARD,BLOOMFIELD          ,MI,48302-0000,12/11/21,66.09,,,,,,,,,,,,,,
519231,1B, , ,0,9084,9142,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,ENTERTAINMENT COSTS,LDD DECOR,,,AMERICAN CLASSICS                   ,PO BOX 8007 HOT SPRINGS,AR                  ,MI,71910-0000,12/2/21,3812,,,,,,,,,,,,,,
519231,1B, , ,0,9095,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,11/1/21,2250,,,,,,,,,,,,,,
519231,1B, , ,0,9096,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,COUNTER CHECK FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,12/27/21,1.5,,,,,,,,,,,,,,
519231,1B, , ,0,9097,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,12/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9099,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,CREDIT CARD,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,8/23/21,383.2,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9143,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,INTERNET,,,COMCAST                             ,COMCAST TOWER CENTERR CITY,PHILADELPHIA        ,PA,19103-0000,7/30/21,283.82,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9144,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,SOFTWARE,,,MICROSOFT                           ,ONE MICROSOFT WAY,REDMOND             ,WA,98052-0000,8/1/21,30,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9145,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,7/1/21,23.34,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9147,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,8/11/21,16.78,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9148,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,6/25/21,6.69,,,,,,,,,,,,,,
519231,1B, , ,0,9099,9149,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,8/7/21,22.57,,,,,,,,,,,,,,
519231,1B, , ,0,9100,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,CREDIT CARD,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,7/6/21,769.15,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9115,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,LICENSE,,,MICROSOFT                           ,ONE MICROSOFT WAY,REDMOND             ,WA,98052-0000,6/8/21,30,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9128,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,SOFTWARE,,,AMAZON                              ,2021 7TH AVE,SEATTLE             ,WA,98101-0000,6/3/21,19.5,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9129,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,INTERNET,,,COMCAST                             ,COMCAST TOWER CENTERR CITY,PHILADELPHIA        ,PA,19103-0000,5/30/21,286.06,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9130,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,INTERNET,,,COMCAST                             ,COMCAST TOWER CENTERR CITY,PHILADELPHIA        ,PA,19103-0000,6/30/21,286.06,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9131,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,5/12/21,23.56,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9132,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,5/17/21,23.54,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9133,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,5/21/21,23.5,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9134,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,5/26/21,23.48,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9136,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,5/27/21,23.45,,,,,,,,,,,,,,
519231,1B, , ,0,9100,9138,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,SOFTWARE,,,MICROSOFT                           ,ONE MICROSOFT WAY,REDMOND             ,WA,98052-0000,7/1/21,30,,,,,,,,,,,,,,
519231,1B, , ,0,9103,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,CREDIT CARD,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,10/21/21,812.96,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9150,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,INTERNET,,,COMCAST                             ,COMCAST TOWER CENTERR CITY,PHILADELPHIA        ,PA,19103-0000,8/30/21,283.82,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9152,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,8/31/21,23.71,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9153,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,SOFTWARE,,,MICROSOFT                           ,ONE MICROSOFT WAY,REDMOND             ,WA,98052-0000,9/5/21,30,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9154,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,10/11/21,45.04,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9155,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,9/29/21,23.05,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9157,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,INTERNET,,,COMCAST                             ,COMCAST TOWER CENTERR CITY,PHILADELPHIA        ,PA,19103-0000,9/30/21,283.82,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9158,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,10/4/21,23.08,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9159,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,SOFTWARE,,,MICROSOFT                           ,ONE MICROSOFT WAY,REDMOND             ,WA,98052-0000,10/6/21,30,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9160,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,9/6/21,23.22,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9162,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,9/9/21,23.61,,,,,,,,,,,,,,
519231,1B, , ,0,9103,9163,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,COMPUTER COSTS,EMAILS,,,RIGHT STRATEGIES                    ,2153 WEALTHY ST STE 166,EAST GRAND RAPIDS   ,MI,49506-0000,9/9/21,23.61,,,,,,,,,,,,,,
519231,1B, , ,0,9104,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,6/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9105,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,7/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9106,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,8/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9107,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,9/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9108,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,10/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9109,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,11/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9111,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONTRACTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,9/1/21,3150,,,,,,,,,,,,,,
519231,1B, , ,0,9112,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,CHECKS,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,12/3/20,93.52,,,,,,,,,,,,,,
519231,1B, , ,0,9113,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,1/4/21,3,,,,,,,,,,,,,,
519231,1B, , ,0,9165,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,12/1/21,3300,,,,,,,,,,,,,,
519231,1B, , ,0,9219,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,PRINT ADVERTISING,MAILERS,,,MEDIA AUTHORITY                     ,700 E BIG BEAVER RD,TROY                ,MI,48083-0000,11/25/20,25711.4,,,,,,,,,,,,,,
519231,1B, , ,0,9220,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"CONSULTATION, RESEARCH",WEB / TEXT,,,PULSE COMMUNICATION                 ,3514 FOLEY GLEN DR.,FENTON              ,MI,48430-0000,11/28/20,16399.5,,,,,,,,,,,,,,
519231,1B, , ,0,9229,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,FOOD EXPENSES,CATERING FOR VOLUNTEERS,,,TRAVELING CHEF CATERER              ,7 LAFAYETTE ST,PONTIAC             ,MI,48342-0000,11/27/20,1130,,,,,,,,,,,,,,
519231,1B, , ,0,9230,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,11/27/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,9231,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,11/30/20,12,,,,,,,,,,,,,,
519231,1B, , ,0,9232,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,OFFICE PLATES,,,WALGREENS                           ,7380 ORCHARD LAKE RD,W BLOOMFIELD        ,MI,48322-0000,11/30/20,54.54,,,,,,,,,,,,,,
519231,1B, , ,0,9238,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,REFUND FOR CC PAY,,DONNA               ,RITTER                              ,236 GUNDER CT.,ROCHESTER           ,MI,48309-0000,5/21/21,100,,,,,,,,,,,,,,
519232,1B, , ,0,311274303,0,2022,JANUARY QUARTERLY CS,DGA VICTORY FUND,DGA VICTORY FUND,518169,IND,DIRECT,,CONTRIBUTION,,,MICHIGAN DEMOCRATIC STATE CENTRAL CO,606 TOWNSEND ST,LANSING             ,MI,48933-2313,11/15/21,24219.96,,,,,,,,,,,,,,
519232,IK, , ,0,311274322,0,2022,JANUARY QUARTERLY CS,DGA VICTORY FUND,DGA VICTORY FUND,518169,IND,INKIND,GOODS OR SERVICES PURCHASED,IN-KINDED DIGITAL SERVICES,,,MICHIGAN DEMOCRATIC STATE CENTRAL CO,606 TOWNSEND ST,LANSING             ,MI,48933-2313,11/10/21,487.5,,,,,,,DEMOCRATIC GOVERNORS ASSOCIATI,1225 I ST NW STE 1100,WASHINGTON,DC,20005-3914,,,
519232,IK, , ,0,311274323,0,2022,JANUARY QUARTERLY CS,DGA VICTORY FUND,DGA VICTORY FUND,518169,IND,INKIND,GOODS OR SERVICES PURCHASED,IN-KINDED RESEARCH SERVICES,,,MICHIGAN DEMOCRATIC STATE CENTRAL CO,606 TOWNSEND ST,LANSING             ,MI,48933-2313,11/15/21,2769.23,,,,,,,DEMOCRATIC GOVERNORS ASSOCIATI,1225 I ST NW STE 1100,WASHINGTON,DC,20005-3914,,,
519234,1B, , ,0,4577,0,2022,JANUARY QUARTERLY CS,FRIENDS OF KENT COUNTY SCHOOLS,FRIENDS OF KENT COUNTY SCHOOLS,512596,IND,DIRECT,"CONSULTATION, RESEARCH",EMAIL MARKETING,,,CONSTANT CONTACT INC.               ,1601 TRAPELO ROAD SUITE 329,WALTHAM             ,MA,02451-0000,11/9/21,50,,,,,,,,,,,,,,
519234,1B, , ,0,4578,0,2022,JANUARY QUARTERLY CS,FRIENDS OF KENT COUNTY SCHOOLS,FRIENDS OF KENT COUNTY SCHOOLS,512596,IND,DIRECT,"CONSULTATION, RESEARCH",EMAIL MARKETING,,,CONSTANT CONTACT INC.               ,1601 TRAPELO ROAD SUITE 329,WALTHAM             ,MA,02451-0000,12/9/21,50,,,,,,,,,,,,,,
519234,1B, , ,0,4580,0,2022,JANUARY QUARTERLY CS,FRIENDS OF KENT COUNTY SCHOOLS,FRIENDS OF KENT COUNTY SCHOOLS,512596,IND,DIRECT,,CONTRIBUTION,,,CTE WINNIE BRINKS                   ,2060 OSCEOLA DR SE,GRAND RAPIDS        ,MI,49506-0000,12/21/21,100,,,WINNIE BRINKS,STATE SENATE,.                   ,,,,,,,,,
519234,1B, , ,0,4588,0,2022,JANUARY QUARTERLY CS,FRIENDS OF KENT COUNTY SCHOOLS,FRIENDS OF KENT COUNTY SCHOOLS,512596,IND,DIRECT,"CONSULTATION, RESEARCH",EMAIL MARKING FOR JULY AND SEPTEMBER 202,,,CONSTANT CONTACT INC.               ,1601 TRAPELO ROAD SUITE 329,WALTHAM             ,MA,02451-0000,11/1/21,100,,,,,,,,,,,,,,
519235,1B, , ,0,5227,0,2022,ANNUAL CS,JASON MORGAN FOR STATE REPRESENTATIVE,JASON MORGAN FOR STATE REPRESENTATIV,520072,CAN,DIRECT,"MAILING,POSTAGE,BULK RATE",PO BOX RENTAL,,,US POSTAL SERVICE                   ,2075 W. STADIUM,ANN ARBOR           ,MI,48103-0000,12/29/21,166,,,,,,,,,,,,,,
