dish,phonetic,korean,slug,thumbnail,image_url
Kimchi stew,Kimchi-jjigae,김치찌개,kimchi-jjigae,2007/11/kimchijjigae1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-oyI9V7kXSyA0DrdWDHvUeECI.png?st=2024-10-14T17%3A00%3A29Z&se=2024-10-14T19%3A00%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A47%3A46Z&ske=2024-10-15T00%3A47%3A46Z&sks=b&skv=2024-08-04&sig=s2uST%2BlKb3nUxwwvJ33KX7N2EH5xDeII08f4zt9TaCU%3D
Spicy beef and vegetable soup,Yukgaejang,육개장,yukgaejang,2007/11/yukgaejang-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-VjJkzJvq1ziOHE0llGAWHe4d.png?st=2024-10-14T17%3A00%3A48Z&se=2024-10-14T19%3A00%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A16%3A54Z&ske=2024-10-14T23%3A16%3A54Z&sks=b&skv=2024-08-04&sig=PHCyqec24TC1JgLqCQ9lKNgzwIYi4KsaUKTKZJ92QmM%3D
Spinach side dish,Sigeumchi-namul,시금치나물,sigumchi-namul,2007/09/spinach-side-dish-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-wJ62M1xpoYCBITz2d2st7d2i.png?st=2024-10-14T17%3A01%3A07Z&se=2024-10-14T19%3A01%3A07Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A20%3A37Z&ske=2024-10-14T23%3A20%3A37Z&sks=b&skv=2024-08-04&sig=2/Fcb2RolkAdkmpqZCZYb941d9gu3eHuTt6Mqxa1ePg%3D
Vegetable pancake,Yachaejeon,야채전,yachaejeon,2007/08/yachaejeon-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ftvJ6K9ZyoX3hEboUwK9gnv9.png?st=2024-10-14T17%3A01%3A24Z&se=2024-10-14T19%3A01%3A24Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A40%3A26Z&ske=2024-10-14T23%3A40%3A26Z&sks=b&skv=2024-08-04&sig=USDvu914dT9XkZB6hrrxEttPCkt0avySP4N21CgbqgE%3D
Sweet potato starch noodles stir fried with vegetables,Japchae,잡채,japchae,2007/07/japchae_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-uPhOtSrejFZq2sABDEpJDOHm.png?st=2024-10-14T17%3A01%3A49Z&se=2024-10-14T19%3A01%3A49Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A38%3A31Z&ske=2024-10-14T23%3A38%3A31Z&sks=b&skv=2024-08-04&sig=DM9rMnbD5nk9oynBtM20WHwSEYFPXpbwsXAKYcJ4eLw%3D
Napa cabbage kimchi and radish kimchi,"Baechu-kimchi, kkakdugi","배추김치, 깍두기",napa-cabbage-kimchi,2013/03/baechukimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-2RFpYRsPMUlo9tdZBS9bDfLB.png?st=2024-10-14T17%3A02%3A10Z&se=2024-10-14T19%3A02%3A10Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A39%3A34Z&ske=2024-10-15T00%3A39%3A34Z&sks=b&skv=2024-08-04&sig=eq1Q5VMKGWvOv8mfHC2oA8kOlU88/4wnGER%2BY/9s17k%3D
Breaded cod fillets,Daegujeon,대구전,daegu-jeon,2007/07/codjeonweb-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-1q5pEnA0OsPpb2SM7OY3AjBX.png?st=2024-10-14T17%3A02%3A29Z&se=2024-10-14T19%3A02%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A40%3A38Z&ske=2024-10-14T23%3A40%3A38Z&sks=b&skv=2024-08-04&sig=oOkIMg%2BJ5F%2BZdlvNTjhH59HikZ4NgTDiJ59nW82LJEI%3D
Mixed green salad,Gutjuli,겉절이,gutjuli,,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Pr9e6rkuB8Cpv4QdW2MOW6yw.png?st=2024-10-14T17%3A02%3A47Z&se=2024-10-14T19%3A02%3A47Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A50%3A04Z&ske=2024-10-14T23%3A50%3A04Z&sks=b&skv=2024-08-04&sig=C/yAucHsKO5gmk7nEn4sNfOI2GDVaQ%2Bc38KtAtrDJfk%3D
Fermented soybean paste stew mixed with fresh salad,Doenjang-jjigae geotjeori bibimbap,된장찌개 겉절이 비빔밥,doenjang-jjigae-geotjeori-bibimbap,2007/07/doenjangjjigaepot-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-9QskQfoErLUr1V4Q8Dxrkrld.png?st=2024-10-14T17%3A03%3A05Z&se=2024-10-14T19%3A03%3A05Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A10%3A39Z&ske=2024-10-15T00%3A10%3A39Z&sks=b&skv=2024-08-04&sig=wRw221cpILUPRGospaZYkp1FBI4zwYgTDjzamPdXobg%3D
Spicy stir fried squid,Ojingeo-bokkeum,오징어볶음,ojingeo-bokkeum,2007/04/ojingeo-bokkeum-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-5Cnkjx9x2V1Cxyo01QZ3T6im.png?st=2024-10-14T17%3A03%3A22Z&se=2024-10-14T19%3A03%3A22Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A15%3A24Z&ske=2024-10-14T23%3A15%3A24Z&sks=b&skv=2024-08-04&sig=ZuTHJZK0Q%2Bu23OL/%2BKyLwUmUj9TlmDP87kS7U1%2B6ePs%3D
