hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
Sutter Santa Rosa Regional Hospital,Short Term,050291,2020-12-25,Sonoma,097,95.0,12.0,6.0,0.0,1.0,14.0,77.0,0.18,Bay Area
Providence Santa Rosa Memorial Hospital,Short Term,050174,2020-12-25,Sonoma,097,277.0,38.0,8.0,16.0,0.58,32.0,235.0,0.14,Bay Area
Kaiser Foundation Hospital-Santa Rosa,Short Term,050690,2020-12-25,Sonoma,097,128.0,9.0,4.0,1.0,0.89,27.0,117.0,0.23,Bay Area
Petaluma Valley Hospital,Short Term,050136,2020-12-25,Sonoma,097,52.0,3.0,2.0,0.0,1.0,4.0,25.0,0.16,Bay Area
Sonoma Specialty Hospital,Long Term,052057,2020-12-25,Sonoma,097,50.0,5.0,1.0,1.0,0.8,2.0,37.0,0.05,Bay Area
Sonoma Valley Hospital,Short Term,050090,2020-12-25,Sonoma,097,59.0,9.0,2.0,4.0,0.56,3.0,47.0,0.06,Bay Area
Healdsburg District Hospital,Critical Access Hospitals,051321,2020-12-25,Sonoma,097,19.0,5.0,0.0,5.0,0.0,6.0,9.0,0.67,Bay Area
Oak Valley Hospital District,Short Term,050067,2020-12-25,Stanislaus,099,21.0,5.0,1.0,3.0,0.4,9.0,15.0,0.6,San Joaquin Valley
Doctors Medical Center,Short Term,050464,2020-12-25,Stanislaus,099,479.0,44.0,14.0,6.0,0.86,105.0,327.0,0.32,San Joaquin Valley
Emanuel Medical Center,Short Term,050179,2020-12-25,Stanislaus,099,134.0,12.0,8.0,1.0,0.92,51.0,118.0,0.43,San Joaquin Valley
Memorial Medical Center,Short Term,050557,2020-12-25,Stanislaus,099,326.0,41.0,28.0,6.0,0.85,112.0,237.0,0.47,San Joaquin Valley
Central Valley Specialty Hospital,Long Term,052055,2020-12-25,Stanislaus,099,120.0,0.0,0.0,0.0,,6.0,90.0,0.07,San Joaquin Valley
St Elizabeth Community Hospital,Short Term,050042,2020-12-25,Tehama,103,99.0,8.0,2.0,0.0,1.0,21.0,45.0,0.47,Northern California
Trinity Hospital,Critical Access Hospitals,051315,2020-12-25,Trinity,105,25.0,0.0,0.0,0.0,,0.0,9.0,0.0,Northern California
Sierra View Medical Center,Short Term,050261,2020-12-25,Tulare,107,111.0,10.0,7.0,1.0,0.9,50.0,90.0,0.56,San Joaquin Valley
Kaweah Delta Medical Center,Short Term,050057,2020-12-25,Tulare,107,514.0,41.0,16.0,11.0,0.73,160.0,337.0,0.47,San Joaquin Valley
Adventist Health Tulare,Short Term,050784,2020-12-25,Tulare,107,28.0,4.0,0.0,1.0,0.75,11.0,26.0,0.42,San Joaquin Valley
Adventist Health Sonora,Short Term,050335,2020-12-25,Tuolumne,109,84.0,6.0,1.0,3.0,0.5,8.0,45.0,0.18,San Joaquin Valley
St Johns Pleasant Valley Hospital,Short Term,050616,2020-12-25,Ventura,111,58.0,8.0,4.0,0.0,1.0,29.0,57.0,0.51,Southern California
St Johns Regional Medical Center,Short Term,050082,2020-12-25,Ventura,111,240.0,25.0,19.0,1.0,0.96,88.0,160.0,0.55,Southern California
Community Memorial Hospital San Buenaventura,Short Term,050394,2020-12-25,Ventura,111,202.0,24.0,12.0,1.0,0.96,66.0,151.0,0.44,Southern California
Ojai Valley Community Hospital,Critical Access Hospitals,051334,2020-12-25,Ventura,111,19.0,4.0,0.0,1.0,0.75,0.0,11.0,0.0,Southern California
Santa Paula Hospital,Short Term,,2020-12-25,Ventura,111,32.0,6.0,1.0,2.0,0.67,15.0,18.0,0.83,Southern California
Ventura County Medical Center,Short Term,050159,2020-12-25,Ventura,111,159.0,16.0,3.0,9.0,0.44,35.0,95.0,0.37,Southern California
Los Robles Hospital & Medical Center,Short Term,050549,2020-12-25,Ventura,111,368.0,32.0,19.0,1.0,0.97,72.0,255.0,0.28,Southern California
Adventist Health Simi Valley,Short Term,050236,2020-12-25,Ventura,111,143.0,24.0,14.0,8.0,0.67,59.0,130.0,0.45,Southern California
Woodland Memorial Hospital,Short Term,050127,2020-12-25,Yolo,113,113.0,26.0,5.0,20.0,0.23,25.0,56.0,0.45,Greater Sacramento
Sutter Davis Hospital,Short Term,050537,2020-12-25,Yolo,113,56.0,6.0,3.0,0.0,1.0,7.0,29.0,0.24,Greater Sacramento
Adventist Health And Rideout,Short Term,050133,2020-12-25,Yuba,115,274.0,25.0,15.0,2.0,0.92,75.0,213.0,0.35,Greater Sacramento
Alta Bates Summit Medical Center,Short Term,050043,2020-12-18,Alameda,001,296.0,36.0,6.0,17.0,0.53,22.0,182.0,0.12,Bay Area
Kaiser Foundation Hospital - San Leandro,Short Term,050777,2020-12-18,Alameda,001,182.0,23.0,14.0,0.0,1.0,60.0,165.0,0.36,Bay Area
Ucsf Benioff Children'S Hospital Oakland,Childrens Hospitals,053301,2020-12-18,Alameda,001,149.0,0.0,0.0,0.0,,3.0,68.0,0.04,Bay Area
Eden Medical Center,Short Term,050488,2020-12-18,Alameda,001,150.0,24.0,12.0,3.0,0.88,35.0,130.0,0.27,Bay Area
St Rose Hospital,Short Term,050002,2020-12-18,Alameda,001,135.0,15.0,7.0,5.0,0.67,30.0,63.0,0.48,Bay Area
Kaiser Foundation Hospital - Oakland/Richmond,Short Term,050075,2020-12-18,Alameda,001,257.0,30.0,23.0,2.0,0.93,68.0,234.0,0.29,Bay Area
Highland Hospital,Short Term,050320,2020-12-18,Alameda,001,441.0,34.0,13.0,8.0,0.76,52.0,182.0,0.29,Bay Area
Alta Bates Summit Medical Center - Alta Bates Camp,Short Term,050305,2020-12-18,Alameda,001,403.0,30.0,8.0,11.0,0.63,24.0,140.0,0.17,Bay Area
Alameda Hospital,Short Term,050211,2020-12-18,Alameda,001,90.0,8.0,3.0,4.0,0.5,11.0,37.0,0.3,Bay Area
Kaiser Foundation Hospital - Fremont,Short Term,050512,2020-12-18,Alameda,001,81.0,10.0,7.0,1.0,0.9,34.0,74.0,0.46,Bay Area
Kindred Hospital - San Francisco Bay Area,Long Term,052034,2020-12-18,Alameda,001,99.0,10.0,0.0,2.0,0.8,0.0,73.0,0.0,Bay Area
Stanford Health Care - Valleycare,Short Term,050283,2020-12-18,Alameda,001,257.0,22.0,6.0,5.0,0.77,27.0,106.0,0.25,Bay Area
Washington Hospital,Short Term,050195,2020-12-18,Alameda,001,216.0,28.0,15.0,1.0,0.96,55.0,181.0,0.3,Bay Area
Sutter Amador Hospital,Short Term,050014,2020-12-18,Amador,005,51.0,6.0,2.0,0.0,1.0,10.0,37.0,0.27,Greater Sacramento
Orchard Hospital,Critical Access Hospitals,051311,2020-12-18,Butte,007,33.0,4.0,2.0,2.0,0.5,4.0,11.0,0.36,Greater Sacramento
Oroville Hospital,Short Term,050030,2020-12-18,Butte,007,172.0,10.0,3.0,2.0,0.8,34.0,118.0,0.29,Greater Sacramento
Enloe Medical Center,Short Term,050039,2020-12-18,Butte,007,256.0,25.0,7.0,4.0,0.84,47.0,243.0,0.19,Greater Sacramento
Mark Twain Medical Center,Critical Access Hospitals,051332,2020-12-18,Calaveras,009,50.0,12.0,3.0,8.0,0.33,7.0,12.0,0.58,San Joaquin Valley
Colusa Medical Center,Short Term,050783,2020-12-18,Colusa,011,60.0,5.0,0.0,5.0,0.0,11.0,35.0,0.31,Greater Sacramento
John Muir Medical Center - Walnut Creek Campus,Short Term,050180,2020-12-18,Contra Costa,013,452.0,59.0,21.0,8.0,0.86,61.0,319.0,0.19,Bay Area
Sutter Delta Medical Center,Short Term,050523,2020-12-18,Contra Costa,013,148.0,12.0,3.0,1.0,0.92,26.0,87.0,0.3,Bay Area
Contra Costa Regional Medical Center,Short Term,050276,2020-12-18,Contra Costa,013,167.0,18.0,8.0,4.0,0.78,23.0,113.0,0.2,Bay Area
Kaiser Foundation Hospital - Walnut Creek,Short Term,050072,2020-12-18,Contra Costa,013,192.0,17.0,7.0,2.0,0.88,43.0,174.0,0.25,Bay Area
John Muir Medical Center - Concord Campus,Short Term,050496,2020-12-18,Contra Costa,013,280.0,36.0,9.0,6.0,0.83,26.0,182.0,0.14,Bay Area
San Ramon Regional Medical Center,Short Term,050689,2020-12-18,Contra Costa,013,60.0,12.0,4.0,6.0,0.5,19.0,55.0,0.35,Bay Area
Kaiser Foundation Hospital - Antioch,Short Term,050760,2020-12-18,Contra Costa,013,113.0,8.0,4.0,1.0,0.88,36.0,103.0,0.35,Bay Area
Sutter Coast Hospital,Short Term,050417,2020-12-18,Del Norte,015,51.0,6.0,1.0,2.0,0.67,2.0,22.0,0.09,Northern California
Marshall Medical Center,Short Term,050254,2020-12-18,El Dorado,017,111.0,13.0,5.0,2.0,0.85,19.0,59.0,0.32,Greater Sacramento
Barton Memorial Hospital,Short Term,050352,2020-12-18,El Dorado,017,79.0,8.0,2.0,5.0,0.38,5.0,16.0,0.31,Greater Sacramento
Adventist Health Reedley,Short Term,050192,2020-12-18,Fresno,019,30.0,0.0,0.0,0.0,,1.0,22.0,0.05,San Joaquin Valley
Fresno Heart And Surgical Hospital,Short Term,050732,2020-12-18,Fresno,019,57.0,9.0,0.0,2.0,0.78,0.0,44.0,0.0,San Joaquin Valley
Valley Children'S Hospital,Childrens Hospitals,053300,2020-12-18,Fresno,019,217.0,12.0,0.0,0.0,1.0,8.0,209.0,0.04,San Joaquin Valley
Clovis Community Medical Center,Short Term,050492,2020-12-18,Fresno,019,243.0,35.0,28.0,3.0,0.91,133.0,235.0,0.57,San Joaquin Valley
Kaiser Foundation Hospital - Fresno,Short Term,050710,2020-12-18,Fresno,019,167.0,18.0,13.0,0.0,1.0,79.0,158.0,0.5,San Joaquin Valley
Fresno Surgical Hospital,Short Term,050708,2020-12-18,Fresno,019,16.0,0.0,0.0,0.0,,0.0,11.0,0.0,San Joaquin Valley
Saint Agnes Medical Center,Short Term,050093,2020-12-18,Fresno,019,363.0,43.0,25.0,1.0,0.98,162.0,312.0,0.52,San Joaquin Valley
Community Regional Medical Center,Short Term,050060,2020-12-18,Fresno,019,702.0,87.0,47.0,3.0,0.97,237.0,587.0,0.4,San Joaquin Valley
Glenn Medical Center,Critical Access Hospitals,051306,2020-12-18,Glenn,021,47.0,0.0,0.0,0.0,,6.0,34.0,0.18,Northern California
Providence Redwood Memorial Hospital,Critical Access Hospitals,051318,2020-12-18,Humboldt,023,42.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,Northern California
Jerold Phelps Community Hospital,Critical Access Hospitals,051309,2020-12-18,Humboldt,023,8.0,0.0,0.0,0.0,,0.0,4.0,0.0,Northern California
Mad River Community Hospital,Short Term,050028,2020-12-18,Humboldt,023,39.0,6.0,0.0,5.0,0.17,3.0,22.0,0.14,Northern California
Providence St Joseph Hospital,Short Term,050006,2020-12-18,Humboldt,023,182.0,18.0,2.0,7.0,0.61,8.0,121.0,0.07,Northern California
El Centro Regional Medical Center,Short Term,050045,2020-12-18,Imperial,025,172.0,32.0,30.0,2.0,0.94,132.0,172.0,0.77,Southern California
Pioneers Memorial Healthcare District,Short Term,050342,2020-12-18,Imperial,025,120.0,12.0,11.0,0.0,1.0,63.0,92.0,0.68,Southern California
Northern Inyo Hospital,Critical Access Hospitals,051324,2020-12-18,Inyo,027,25.0,4.0,0.0,4.0,0.0,8.0,11.0,0.73,Southern California
Bakersfield Memorial Hospital,Short Term,050036,2020-12-18,Kern,029,325.0,29.0,11.0,3.0,0.9,67.0,224.0,0.3,San Joaquin Valley
Ridgecrest Regional Hospital,Critical Access Hospitals,051333,2020-12-18,Kern,029,26.0,4.0,2.0,0.0,1.0,12.0,25.0,0.48,San Joaquin Valley
Good Samaritan Hospital,Short Term,050257,2020-12-18,Kern,029,39.0,4.0,0.0,4.0,0.0,4.0,17.0,0.24,San Joaquin Valley
Adventist Health Tehachapi Valley,Critical Access Hospitals,051301,2020-12-18,Kern,029,26.0,4.0,3.0,0.0,1.0,12.0,22.0,0.55,San Joaquin Valley
Adventist Health Bakersfield,Short Term,050455,2020-12-18,Kern,029,228.0,30.0,15.0,3.0,0.9,111.0,223.0,0.5,San Joaquin Valley
Kern Medical Center,Short Term,050315,2020-12-18,Kern,029,218.0,24.0,10.0,0.0,1.0,26.0,163.0,0.16,San Joaquin Valley
Adventist Health Delano,Short Term,050608,2020-12-18,Kern,029,37.0,15.0,9.0,0.0,1.0,24.0,36.0,0.67,San Joaquin Valley
Kern Valley Healthcare District,Critical Access Hospitals,051314,2020-12-18,Kern,029,10.0,0.0,0.0,0.0,,2.0,7.0,0.29,San Joaquin Valley
Bakersfield Heart Hospital,Short Term,050724,2020-12-18,Kern,029,47.0,10.0,1.0,2.0,0.8,8.0,41.0,0.2,San Joaquin Valley
Mercy Hospital,Short Term,050295,2020-12-18,Kern,029,202.0,29.0,18.0,2.0,0.93,70.0,155.0,0.45,San Joaquin Valley
Adventist Health Hanford,Short Term,050121,2020-12-18,Kings,031,148.0,19.0,9.0,1.0,0.95,89.0,143.0,0.62,San Joaquin Valley
Adventist Health Clearlake,Critical Access Hospitals,051317,2020-12-18,Lake,033,37.0,4.0,1.0,1.0,0.75,1.0,15.0,0.07,Northern California
Sutter LAkeside Hospital,Critical Access Hospitals,051329,2020-12-18,Lake,033,40.0,5.0,2.0,2.0,0.6,6.0,16.0,0.38,Northern California
Banner LAssen Medical Center,Critical Access Hospitals,051320,2020-12-18,Lassen,035,26.0,0.0,0.0,0.0,,5.0,14.0,0.36,Northern California
Community Hospital of Huntington Park,Short Term,050091,2020-12-18,Los Angeles,037,67.0,11.0,9.0,0.0,1.0,38.0,49.0,0.78,Southern California
Los Angeles Community Hospital,Short Term,050663,2020-12-18,Los Angeles,037,191.0,16.0,9.0,4.0,0.75,80.0,131.0,0.61,Southern California
Kaiser Foundation Hospital - Woodland Hills,Short Term,050677,2020-12-18,Los Angeles,037,314.0,22.0,15.0,2.0,0.91,68.0,145.0,0.47,Southern California
East Los Angeles Doctors Hospital,Short Term,050641,2020-12-18,Los Angeles,037,102.0,10.0,8.0,2.0,0.8,33.0,41.0,0.8,Southern California
Greater El Monte Community Hospital,Short Term,050738,2020-12-18,Los Angeles,037,82.0,11.0,8.0,1.0,0.91,38.0,50.0,0.76,Southern California
Olympia Medical Center,Short Term,050742,2020-12-18,Los Angeles,037,110.0,11.0,5.0,3.0,0.73,38.0,77.0,0.49,Southern California
Methodist Hospital of Southern Ca,Short Term,050238,2020-12-18,Los Angeles,037,256.0,21.0,12.0,1.0,0.95,94.0,211.0,0.45,Southern California
Lakewood Regional Medical Center,Short Term,050581,2020-12-18,Los Angeles,037,179.0,34.0,17.0,5.0,0.85,84.0,157.0,0.54,Southern California
Beverly Hospital,Short Term,050350,2020-12-18,Los Angeles,037,191.0,25.0,18.0,2.0,0.92,80.0,150.0,0.53,Southern California
Huntington Memorial Hospital,Short Term,050438,2020-12-18,Los Angeles,037,762.0,68.0,30.0,22.0,0.68,158.0,386.0,0.41,Southern California
Usc Kenneth Norris Jr Cancer Hospital,Short Term,050660,2020-12-18,Los Angeles,037,60.0,3.0,0.0,0.0,1.0,2.0,35.0,0.06,Southern California
City of Hope Helford Clinical Research Hospital,Short Term,050146,2020-12-18,Los Angeles,037,202.0,18.0,0.0,5.0,0.72,14.0,184.0,0.08,Southern California
Centinela Hospital Medical Center,Short Term,050739,2020-12-18,Los Angeles,037,276.0,52.0,35.0,0.0,1.0,103.0,220.0,0.47,Southern California
Torrance Memorial Medical Center,Short Term,050351,2020-12-18,Los Angeles,037,521.0,48.0,12.0,6.0,0.88,136.0,312.0,0.44,Southern California
Kaiser Foundation Hospital - West LA,Short Term,050561,2020-12-18,Los Angeles,037,318.0,58.0,29.0,26.0,0.55,95.0,166.0,0.57,Southern California
College Medical Center,Short Term,050776,2020-12-18,Los Angeles,037,229.0,8.0,7.0,0.0,1.0,36.0,142.0,0.25,Southern California
Memorial Care Miller Children'S &  Women'S Hosp Lb,Childrens Hospitals,053309,2020-12-18,Los Angeles,037,262.0,0.0,0.0,0.0,,13.0,132.0,0.1,Southern California
Kindred Hospital Baldwin Park,Long Term,052045,2020-12-18,Los Angeles,037,91.0,8.0,0.0,0.0,1.0,9.0,81.0,0.11,Southern California
Usc Verdugo Hills Hospital,Short Term,050124,2020-12-18,Los Angeles,037,125.0,13.0,9.0,1.0,0.92,49.0,121.0,0.4,Southern California
Providence Holy Cross Medical Center,Short Term,050278,2020-12-18,Los Angeles,037,331.0,37.0,22.0,0.0,1.0,141.0,293.0,0.48,Southern California
Emanate Health Inter-Community Hospital,Short Term,050382,2020-12-18,Los Angeles,037,462.0,40.0,22.0,3.0,0.92,161.0,260.0,0.62,Southern California
Providence-Cedars Sinai Tarzana Medical Center,Short Term,050761,2020-12-18,Los Angeles,037,188.0,19.0,11.0,1.0,0.95,72.0,150.0,0.48,Southern California
Glendale Mem Hospital & Health Center,Short Term,050058,2020-12-18,Los Angeles,037,265.0,27.0,20.0,0.0,1.0,100.0,165.0,0.61,Southern California
Henry Mayo Newhall  Hospital,Short Term,050624,2020-12-18,Los Angeles,037,346.0,45.0,13.0,20.0,0.56,86.0,224.0,0.38,Southern California
Whittier Hospital Medical Center,Short Term,050735,2020-12-18,Los Angeles,037,177.0,19.0,16.0,0.0,1.0,67.0,121.0,0.55,Southern California
Coast Plaza Hospital,Short Term,050771,2020-12-18,Los Angeles,037,72.0,7.0,2.0,1.0,0.86,26.0,48.0,0.54,Southern California
California Hospital Medical Center LA,Short Term,050149,2020-12-18,Los Angeles,037,357.0,38.0,28.0,4.0,0.89,132.0,254.0,0.52,Southern California
Children'S Hosp of Los Angeles,Childrens Hospitals,053302,2020-12-18,Los Angeles,037,392.0,0.0,0.0,0.0,,23.0,288.0,0.08,Southern California
Memoriacare Long Beach Medical Center,Short Term,05T485,2020-12-18,Los Angeles,037,42.0,0.0,0.0,0.0,,0.0,13.0,0.0,Southern California
Kaiser Foundation Hospital - Downey,Short Term,050139,2020-12-18,Los Angeles,037,447.0,40.0,31.0,1.0,0.98,190.0,243.0,0.78,Southern California
Pacifica Hospital of The Valley,Short Term,050378,2020-12-18,Los Angeles,037,113.0,9.0,6.0,0.0,1.0,31.0,56.0,0.55,Southern California
Emanate Health Foothill Presbyterian Hospital,Short Term,050597,2020-12-18,Los Angeles,037,103.0,18.0,12.0,0.0,1.0,27.0,73.0,0.37,Southern California
Casa Colina Hospital,Short Term,050782,2020-12-18,Los Angeles,037,99.0,6.0,0.0,1.0,0.83,2.0,78.0,0.03,Southern California
Barlow Respiratory Hospital,Long Term,052031,2020-12-18,Los Angeles,037,80.0,6.0,0.0,3.0,0.5,14.0,75.0,0.19,Southern California
Memorial Hospital of Gardena,Short Term,050468,2020-12-18,Los Angeles,037,184.0,22.0,19.0,0.0,1.0,42.0,157.0,0.27,Southern California
Palmdale Regional Medical Center,Short Term,050204,2020-12-18,Los Angeles,037,184.0,24.0,13.0,5.0,0.79,80.0,132.0,0.61,Southern California
Pih Health Hospital-Whittier,Short Term,050169,2020-12-18,Los Angeles,037,476.0,48.0,25.0,17.0,0.65,176.0,349.0,0.5,Southern California
Northridge Hospital Medical Center,Short Term,050116,2020-12-18,Los Angeles,037,321.0,40.0,22.0,1.0,0.98,96.0,254.0,0.38,Southern California
"West Covina Medical Center, Inc",Short Term,050096,2020-12-18,Los Angeles,037,13.0,0.0,0.0,0.0,,0.0,4.0,0.0,Southern California
Mission Community Hospital,Short Term,050704,2020-12-18,Los Angeles,037,215.0,15.0,9.0,1.0,0.93,53.0,150.0,0.35,Southern California
Kaiser Foundation Hospital - Panorama City,Short Term,050137,2020-12-18,Los Angeles,037,284.0,27.0,21.0,2.0,0.93,117.0,173.0,0.68,Southern California
Garfield Medical Center,Short Term,050737,2020-12-18,Los Angeles,037,210.0,22.0,13.0,6.0,0.73,65.0,135.0,0.48,Southern California
San Dimas Community Hospital,Short Term,050588,2020-12-18,Los Angeles,037,158.0,15.0,11.0,0.0,1.0,38.0,60.0,0.63,Southern California
Ronald Reagan U C L A Medical Center,Short Term,050262,2020-12-18,Los Angeles,037,457.0,109.0,28.0,11.0,0.9,94.0,382.0,0.25,Southern California
Lac+Usc Medical Center,Short Term,050373,2020-12-18,Los Angeles,037,639.0,113.0,54.0,17.0,0.85,185.0,522.0,0.35,Southern California
Kaiser Foundation Hospital - Baldwin Park,Short Term,050723,2020-12-18,Los Angeles,037,311.0,25.0,21.0,0.0,1.0,136.0,185.0,0.74,Southern California
Catalina Island Medical Center,Critical Access Hospitals,051307,2020-12-18,Los Angeles,037,12.0,0.0,0.0,0.0,,0.0,5.0,0.0,Southern California
Kindred Hospital - Los Angeles,Long Term,052032,2020-12-18,Los Angeles,037,86.0,5.0,0.0,0.0,1.0,0.0,77.0,0.0,Southern California
Monrovia Memorial Hospital,Long Term,052054,2020-12-18,Los Angeles,037,49.0,4.0,0.0,0.0,1.0,1.0,16.0,0.06,Southern California
West Hills Hospital & Medical Center,Short Term,050481,2020-12-18,Los Angeles,037,261.0,33.0,10.0,12.0,0.64,62.0,140.0,0.44,Southern California
Providence Little Company of Mary Med Ctr Torrance,Short Term,050353,2020-12-18,Los Angeles,037,295.0,28.0,19.0,1.0,0.96,132.0,241.0,0.55,Southern California
Kindred Hospital South Bay,Long Term,052050,2020-12-18,Los Angeles,037,55.0,6.0,3.0,-1.0,1.17,22.0,51.0,0.43,Southern California
White Memorial Medical Center,Short Term,050103,2020-12-18,Los Angeles,037,297.0,28.0,18.0,1.0,0.96,157.0,265.0,0.59,Southern California
Pih Hospital - Downey,Short Term,050393,2020-12-18,Los Angeles,037,198.0,36.0,34.0,1.0,0.97,104.0,189.0,0.55,Southern California
Kaiser Foundation Hospital - South Bay,Short Term,050411,2020-12-18,Los Angeles,037,293.0,32.0,19.0,10.0,0.69,114.0,203.0,0.56,Southern California
Cedars-Sinai Medical Center,Short Term,050625,2020-12-18,Los Angeles,037,889.0,108.0,49.0,-20.0,1.19,232.0,828.0,0.28,Southern California
Cedar-Sinai Marina Del Rey Hospital,Short Term,050740,2020-12-18,Los Angeles,037,91.0,16.0,10.0,3.0,0.81,43.0,80.0,0.54,Southern California
"Martin Luther King, Jr. Community Hospital",Short Term,050779,2020-12-18,Los Angeles,037,227.0,28.0,12.0,1.0,0.96,138.0,202.0,0.68,Southern California
Kaiser Foundation Hospital - Los Angeles,Short Term,050138,2020-12-18,Los Angeles,037,563.0,88.0,25.0,21.0,0.76,164.0,280.0,0.59,Southern California
Kindred Hospital Paramount,Long Term,052046,2020-12-18,Los Angeles,037,100.0,12.0,2.0,1.0,0.92,5.0,86.0,0.06,Southern California
Valley Presbyterian Hospital,Short Term,050126,2020-12-18,Los Angeles,037,355.0,25.0,19.0,5.0,0.8,98.0,202.0,0.49,Southern California
Saint Francis Medical Center,Short Term,050104,2020-12-18,Los Angeles,037,332.0,33.0,23.0,2.0,0.94,104.0,268.0,0.39,Southern California
Lac/Olive View-Ucla Medical Center,Short Term,050040,2020-12-18,Los Angeles,037,277.0,25.0,17.0,5.0,0.8,79.0,194.0,0.41,Southern California
Providence Saint Joseph Medical Ctr,Short Term,050235,2020-12-18,Los Angeles,037,328.0,48.0,31.0,4.0,0.92,120.0,264.0,0.45,Southern California
Alhambra Hospital Medical Center,Short Term,050281,2020-12-18,Los Angeles,037,101.0,12.0,7.0,0.0,1.0,38.0,65.0,0.58,Southern California
Lac/Harbor-Ucla Med Center,Short Term,050376,2020-12-18,Los Angeles,037,329.0,32.0,26.0,6.0,0.81,107.0,282.0,0.38,Southern California
Long Beach Memorial Medical Center,Short Term,050485,2020-12-18,Los Angeles,037,413.0,87.0,49.0,21.0,0.76,118.0,310.0,0.38,Southern California
Monterey Park Hospital,Short Term,050736,2020-12-18,Los Angeles,037,112.0,7.0,5.0,0.0,1.0,44.0,71.0,0.62,Southern California
Glendale Adventist Medical Center,Short Term,050239,2020-12-18,Los Angeles,037,307.0,44.0,26.0,1.0,0.98,163.0,300.0,0.54,Southern California
Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,Short Term,050112,2020-12-18,Los Angeles,037,296.0,22.0,14.0,1.0,0.95,81.0,239.0,0.34,Southern California
