id,raw_code,name,clean_code,slug
2339,25850(A)PC,"","",""
2340,A243(D)PC,"","",""
2341,20310PC,"","",""
2342,20150(A)PC,"","",""
2343,29900(A)1PC,"","",""
2344,22615(B)PC,"","",""
2345,22210PC,"","",""
2346,25400(A)1PC,"","",""
2347,14601(A)PC,"","",""
2348,X87(C)PC,"","",""
2349,640(D)(3)PC,"","",""
2350,221PC,"","",""
2351,31360(A)PC,"","",""
2352,21 841A1US,"","",""
2353,22810(G)1PC,"","",""
2354,30300(A)2PC,"","",""
2355,25400(A)3PC,"","",""
2356,21510(A)PC,"","",""
2357,21110PC,"","",""
2358,22010PC,"","",""
2359,22900PC,"","",""
2360,530.5(D)1PC,"","",""
2361,28051VC,"","",""
2362,166(D)(1)PC,"","",""
2363,26100(A)PC,"","",""
2364,22610(A)PC,"","",""
2365,22410PC,"","",""
2366,USC841A,"","",""
2367,33600PC,"","",""
2368,487.2PC,"","",""
2369,288.5PC,"","",""
2370,264(C)PC,"","",""
2371,311.4(A)PC,"","",""
2372,25200(A)PC,"","",""
2373,626.8(A)PC,"","",""
2374,23900PC,"","",""
2375,29650PC,"","",""
2376,26100(C)PC,"","",""
2377,7850(A)FG,"","",""
2378,245(A)(4)PC,"","",""
2379,22910(A)PC,"","",""
2380,601(A)(1)PC,"","",""
2381,102PC,"","",""
2382,208(D)PC,"","",""
2383,30605(A)PC,"","",""
2384,23102(A)VC,"","",""
2385,11370.9CHS,"","",""
2386,207(D)PC,"","",""
2387,266H(B)PC,"","",""
2388,1410.2(A)WI,"","",""
2389,25400(C)PC,"","",""
2390,11364.1(A)HS,"","",""
2391,4461(B)VC,"","",""
2392,A288A(F)PC,"","",""
2393,640(B)(8)PC,"","",""
2394,11375.5AHS,"","",""
2395,103.107.1(B,"","",""
2396,25400(F)PC,"","",""
2397,29800(A)PC,"","",""
2398,10980(G)WI,"","",""
2399,17500PC,"","",""
2400,537BPC,"","",""
2401,11153(A)HS,"","",""
2402,211APC,"","",""
2403,647(B)1PC,"","",""
2404,10.20.020GD,"","",""
2405,10802VC,"","",""
2406,29825(A)PC,"","",""
2407,21710PC,"","",""
2408,3454(C)PC,"","",""
2409,538PC,"","",""
2410,12034(D)PC,"","",""
2411,5.08.110SC,"","",""
2412,10980(C)1WI,"","",""
2413,27500(B)PC,"","",""
2414,20510PC,"","",""
2415,33210PC,"","",""
2416,29815(A)PC,"","",""
2417,21200.5(A)PC,"","",""
2418,32310PC,"","",""
2419,186.10(A)PC,"","",""
2420,148.2.1PC,"","",""
2421,A530.5(A)PC,"","",""
2422,4463(B)3VC,"","",""
2423,288A(E)PC,"","",""
2424,25850(C)3PC,"","",""
2425,496.1PC,"","",""
2426,4463(B)1VC,"","",""
2427,55.01LAMC,"","",""
2428,653M(C)2PC,"","",""
2429,1331,"","",""
2430,3455(A)5PC,"","",""
2431,601WIRUN,"","",""
2432,11379(B)HS,"","",""
2433,5.72.040GD,"","",""
2434,53.7PC,"","",""
2435,11357.5AHS,"","",""
2436,2000.1(A)VC,"","",""
2437,24603(E)VC,"","",""
2438,506APC,"","",""
2439,18710(A)PC,"","",""
2440,29800(B)PC,"","",""
2441,30600(A)PC,"","",""
2442,136.1(B)PC,"","",""
2443,148(A)(2)PC,"","",""
2444,1733IC,"","",""
2445,640C1XXPC,"","",""
2446,841(A)(1)PC,"","",""
2447,42.27(C)LAM,"","",""
2448,356(A)(2)PM,"","",""
2449,21221.5VC,"","",""
2450,C11352HS,"","",""
2451,8.60.111LG,"","",""
2452,266(C)PC,"","",""
2453,286(I)PC,"","",""
2454,22215PC,"","",""
2455,8 1326,"","",""
2456,22810(A)PC,"","",""
2457,7028APC,"","",""
2458,A30605(A)PC,"","",""
2459,166(A)(10)PC,"","",""
2460,502.7(A)PC,"","",""
2461,3152(B)VC,"","",""
2462,29610PC,"","",""
2463,48262ED,"","",""
2464,20710PC,"","",""
2465,18740PC,"","",""
2466,8103(A)1WI,"","",""
2467,3455A(4)PC,"","",""
2468,1(A)VC,"","",""
2469,302PC,"","",""
2470,266I(A)3PC,"","",""
2471,27520(B)2PC,"","",""
2472,C11352(A)HS,"","",""
2473,32625(B)PC,"","",""
2474,32625(A)PC,"","",""
2475,X43(E)(1)PC,"","",""
2476,264.1(B)2PC,"","",""
2477,148(A)(1)PCM,"","",""
2478,245(C)(2)PC,"","",""
2479,626.10A1PC,"","",""
2480,135.5PC,"","",""
2481,26350A1APC,"","",""
2482,11364.5DHS,"","",""
2483,114010HS,"","",""
2484,C11351PC,"","",""
2485,X1377(A)HS,"","",""
2486,22610(B)PC,"","",""
2487,33410PC,"","",""
2488,6326LC,"","",""
2489,21453(D)VC,"","",""
2490,166(A)(10)P,"","",""
2491,11364.1HS,"","",""
2492,4215DW,"","",""
2493,21 841(A)1US,"","",""
2494,7582.3(A)BP,"","",""
2495,484CPC,"","",""
2496,602(U)(1)PC,"","",""
2497,273.7(A)PC,"","",""
2498,29820(B)PC,"","",""
2499,21804(A)PC,"","",""
2500,290.018JPC,"","",""
2501,23104(B)VC,"","",""
2502,290.011APCR,"","",""
2503,20170(A)PC,"","",""
2504,3.3PN,"","",""
2505,32625PC,"","",""
2506,22513(C)VC,"","",""
2507,288.(A)PC,"","",""
2508,40508VC,"","",""
2509,243(E)(1)PCM,"","",""
2510,11377(A)HS F,"","",""
2511,22810(E)(1),"","",""
2512,1AB25,"","",""
2513,266I(B)2PC,"","",""
2514,29805PC,"","",""
2515,273.5(A)PCC,"","",""
2516,3454(A)4PC,"","",""
2517,245 PC,"","",""
2518,25850(C)2PC,"","",""
2519,21801(A)VC,"","",""
2520,A653F(D)PC,"","",""
2521,19200(A)PC,"","",""
2522,137(C)PC,"","",""
2523,56.11 LAMC,"","",""
2524,412PC,"","",""
2525,650BP,"","",""
2526,18735(A)PC,"","",""
2527,4463(B)2VC,"","",""
2528,X4601(A)VC,"","",""
2529,25850(A)6PC,"","",""
2530,A273.5(A)PC,"","",""
2531,3.36.115PC,"","",""
2532,290G2PCPRI,"","",""
2533,7915(A)PC,"","",""
2534,148A1 PC,"","",""
2535,5411PUC,"","",""
2536,666.7(A)PC,"","",""
2537,640(B)3PC,"","",""
2538,LMMC,"","",""
2539,885USC,"","",""
2540,311PC,"","",""
2541,27545PC,"","",""
2542,499C(B)2PC,"","",""
2543,XAMC,"","",""
2544,23300 BP,"","",""
2545,38318(B)VC,"","",""
2546,24310PC,"","",""
2547,USC 2073,"","",""
2548,WI777(A)2PC,"","",""
2549,1991CP,"","",""
2550,25665BP,"","",""
2551,B4601.1AVC,"","",""
2552,25950(A)VC,"","",""
2553,181708US,"","",""
2554,290.012(A)P,"","",""
2555,300(B)WI,"","",""
2556,3455(B)1PC,"","",""
2557,18715(A)1PC,"","",""
2558,502.7PC,"","",""
2559,647APC,"","",""
2560,18715(A)3PC,"","",""
2561,X94(A)PC,"","",""
2562,USC3184,"","",""
2563,266I(B)1PC,"","",""
2564,22406.1(A)V,"","",""
2565,X2PC,"","",""
2566,.66(C)(1)PC,"","",""
2567,646.9(E)PC,"","",""
2568,A136.1C1PC,"","",""
2569,6 112 030(F,"","",""
2570,A203PC,"","",""
2571,289(D)(1)PC,"","",""
2572,A10980C2WI,"","",""
2573,IRC WANT,"","",""
2574,2101(A)PC,"","",""
2575,514PC,"","",""
2576,301.1BV,"","",""
2577,25400(C)(3)P,"","",""
2578,C245(A)1PC,"","",""
2579,5379PU,"","",""
2580,41.18(D)LAMC,"","",""
2581,243.6(A)PC,"","",""
2582,10750(A)VC,"","",""
2583,1808.45VC,"","",""
2584,3454PC,"","",""
2585,22810(B)PC,"","",""
2586,11161(A)HS,"","",""
2587,22451(A)VC,"","",""
2588,5411HS,"","",""
2589,269(A)1PC,"","",""
2590,11357(B),"","",""
2591,CUMC,"","",""
2592,422.7PC,"","",""
2593,404.6PC,"","",""
2594,11364.1A1HS,"","",""
2595,23123.5(A)VC,"","",""
2596,4149(A)BP,"","",""
2597,3455(B)(1)PC,"","",""
2598,IG,"","",""
2599,4.08.091SC,"","",""
2600,4534PC,"","",""
2601,26520(A)BP,"","",""
2602,26100(B)PC,"","",""
2603,415(1) PC,"","",""
2604,640C1PC,"","",""
2605,153.2PC,"","",""
2606,11406A1VC,"","",""
2607,11406(A)2VC,"","",""
2608,3455(B)(1)P,"","",""
2609,537E(A)PC,"","",""
2610,25100(A)PC,"","",""
2611,X203.2PC,"","",""
2612,502(C)(1)PC,"","",""
2613,18 7125US,"","",""
2614,21755VC,"","",""
2615,A647(I)PC,"","",""
2616,29900(B)1PC,"","",""
2617,290.015APC,"","",""
2618,X47(F)PC,"","",""
2619,242PCBAT,"","",""
2620,24710PC,"","",""
2621,X88(A)PC,"","",""
2622,148.4(B)1PC,"","",""
2623,18 1382US,"","",""
2624,27305(A)PC,"","",""
2625,594(B)(1)PCC,"","",""
2626,220(A)(1)PC,"","",""
2627,364PC,"","",""
2628,12303.6PC,"","",""
2629,3454(B)(1)P,"","",""
2630,25850(C)1PC,"","",""
2631,26100(D)PC,"","",""
2632,245(A)(1)4PC,"","",""
2633,646.6PC,"","",""
2634,186.10A2PC,"","",""
2635,261 PC,"","",""
2636,87(A)PC,"","",""
2637,8537(A)(1)PC,"","",""
2638,3.7PC,"","",""
2639,12553APC,"","",""
2640,11364.1(A)H,"","",""
2641,3454(B)(1)PC,"","",""
2642,3454(O)PC,"","",""
2643,1551.1 PC,"","",""
2644,3455B(1)PC,"","",""
2645,245(D)(3)PC,"","",""
2646,14601.(A)VC,"","",""
2647,288B1,"","",""
2648,A148(D)PC,"","",""
2649,626.10(A)1PC,"","",""
2650,7052HS,"","",""
2651,476A(B)PC,"","",""
2652,2800.3(A)VC,"","",""
2653,23920PC,"","",""
2654,25850(C)6PC,"","",""
2655,550(B)PC,"","",""
2656,254(A)(4)PC,"","",""
2657,314PC,"","",""
2658,11366.5BHS,"","",""
2659,11366.5(B)HS,"","",""
2660,1203.5(A)PC,"","",""
2661,35550(A)VC,"","",""
2662,537E(A)2PC,"","",""
2663,236.1PC,"","",""
2664,640B.2PC,"","",""
2665,A484F(A)PC,"","",""
2666,3455(B)PC,"","",""
2667,653.22(A)PCQ,"","",""
2668,1203.1(A)PC,"","",""
2669,422.7(B)PC,"","",""
2670,31500PC,"","",""
2671,300(F)WI,"","",""
2672,24601VC,"","",""
2673,22810(E)1PC,"","",""
2674,D59PC,"","",""
2675,12095ACP,"","",""
2676,A523PC,"","",""
2677,311.11(A),"","",""
2678,23513(A)VC,"","",""
2679,12500AXXVC,"","",""
2680,640(B)(10)P,"","",""
2681,261(A)(2)PCC,"","",""
2682,X1804(A)VC,"","",""
2683,76(A)PC,"","",""
2684,16011AVC,"","",""
2685,BPMC,"","",""
2686,640(B)5PC,"","",""
2687,41.24(A),"","",""
2688,655.2(A)HN,"","",""
2689,X000(A)VC,"","",""
2690,30305(B)1PC,"","",""
2691,498B5PC,"","",""
2692,1214.1PC,"","",""
2693,637.7(A)PC,"","",""
2694,148.5(C)PC,"","",""
2695,424(A)1PC,"","",""
2696,424PC,"","",""
2697,750(A)IC,"","",""
2698,345.5(B)1PC,"","",""
2699,8252FG,"","",""
2700,653J(A)PC,"","",""
2701,92440.5AEC,"","",""
2702,597I(A)PC,"","",""
2703,243.4APC,"","",""
2704,484GPC,"","",""
2705,A532(A)PC,"","",""
2706,28210(B)PC,"","",""
2707,2500(A)VC,"","",""
2708,422.6(B)PC,"","",""
2709,A288A(C)PC,"","",""
2710,4000(A)1XVC,"","",""
2711,25400PC,"","",""
2712,21461.5VC,"","",""
2713,30310(A)PC,"","",""
2714,25620ABP,"","",""
2715,A264(C)2PC,"","",""
2716,192.5(A)PC,"","",""
2717,21650.1VC,"","",""
2718,243.4(A)1PC,"","",""
2719,594.1(B)PC,"","",""
2720,922(G)US,"","",""
2721,14107.2BWI,"","",""
2722,11370.1(A)PC,"","",""
2723,587.1PC,"","",""
2724,25658(2)BP,"","",""
2725,498(B)(2)PC,"","",""
2726,A242PC,"","",""
2727,626.10A(1)PC,"","",""
2728,22810(G)2PC,"","",""
2729,10752(A)VC,"","",""
2730,351APC,"","",""
2731,634PC,"","",""
2732,273.6(A)2PC,"","",""
2733,4573.6(A)PC,"","",""
2734,40616VC,"","",""
2735,10980(A)WI,"","",""
2736,21 846US,"","",""
2737,25658(B)PC,"","",""
2738,18 1204US,"","",""
2739,21PC,"","",""
2740,3000.08CPC,"","",""
2741,3454(C),"","",""
2742,74214(H)BV,"","",""
2743,30605PC,"","",""
2744,484E(2)PC,"","",""
2745,602(W)PC,"","",""
2746,381PC,"","",""
2747,3103VC,"","",""
2748,LVMC,"","",""
2749,29800PC,"","",""
2750,484(A)PCPTT,"","",""
2751,655(B)HNC,"","",""
2752,18 545US,"","",""
2753,18111A1US,"","",""
2754,602(V)(1)PC,"","",""
2755,11400VC,"","",""
2756,640(C)1PC,"","",""
2757,17512PC,"","",""
2758,653W(A),"","",""
2759,538D(C)PC,"","",""
2760,18 1956A1US,"","",""
2761,18715(A)5PC,"","",""
2762,3040BP,"","",""
2763,9.20.140AGD,"","",""
2764,415.5(A)2PC,"","",""
2765,601WI,"","",""
2766,3000.08(C)PC,"","",""
2767,300.08(C)PC,"","",""
2768,27560(A)PC,"","",""
2769,103.107.1BL,"","",""
2770,208(B)PC,"","",""
2771,333PC,"","",""
2772,11760(A)IC,"","",""
2773,25400(C)1PC,"","",""
2774,3000.08(C)P,"","",""
2775,857.7PC,"","",""
2776,530.5(D)2PC,"","",""
2777,18 1001USC,"","",""
2778,17920.3HS,"","",""
2779,220(A)2PC,"","",""
2780,166(A)10PC,"","",""
2781,420PC,"","",""
2782,9853.2VC,"","",""
2783,664 211 PC,"","",""
2784,18 USC751,"","",""
2785,484(A)PCC,"","",""
2786,243(E)1,"","",""
2787,23109VC,"","",""
2788,8.68.066ALG,"","",""
2789,4.08.097,"","",""
2790,290.01(A)PC,"","",""
2791,21651(A)2VC,"","",""
2792,14601.2APC,"","",""
2793,114021(A)HS,"","",""
2794,3455(A)1PC,"","",""
2795,25800(A)PC,"","",""
2796,X43(E)PC,"","",""
2797,3445(B)(1)PC,"","",""
2798,597B(B)PC,"","",""
2799,2001FG,"","",""
2800,18715(A)4PC,"","",""
2801,653B(A),"","",""
2802,BMMC,"","",""
2803,25400(A)(2)P,"","",""
2804,XXX1.1PC,"","",""
2805,457.1(B)1PC,"","",""
2806,3000(C)PC,"","",""
2807,111295HS,"","",""
2808,22451(B)VC,"","",""
2809,166(A)(4) PC,"","",""
2810,337J(A)1PC,"","",""
2811,3056,"","",""
2812,653AA(A)PC,"","",""
2813,21 843A6US,"","",""
2814,53.34LA,"","",""
2815,3000.08FPC,"","",""
2816,21950(B)VC,"","",""
2817,26709(A)VC,"","",""
2818,289(J)PC,"","",""
2819,22435.2(A)B,"","",""
2820,10854VC,"","",""
2821,COHAB ABUSE,"","",""
2822,A273D(A)PC,"","",""
2823,5328LAMC,"","",""
2824,A148(A)PC,"","",""
2825,9855VC,"","",""
2826,243(E)1 PC,"","",""
2827,N84(A)PC,"","",""
2828,466.5(A)PC,"","",""
2829,18 1708US,"","",""
2830,8.08.095SC,"","",""
2831,8681FG,"","",""
2832,530.5(C)2PC,"","",""
2833,1052(B)FG,"","",""
2834,166(A)4 PC,"","",""
2835,X02(K)PC,"","",""
2836,23152(E)VC,"","",""
2837,Y0508(B)VC,"","",""
2838,23152(F)VC,"","",""
2839,A487(D(1)PC,"","",""
2840,23153(E)VC,"","",""
2841,273.6(C)1PC,"","",""
2842,A497PC,"","",""
2843,A602.5(A)PC,"","",""
2844,26708A1XVC,"","",""
2845,200FG,"","",""
2846,24510PC,"","",""
2847,A286PC,"","",""
2848,141(A)PC,"","",""
2849,11371.1HS,"","",""
2850,AZMC,"","",""
2851,19705(A)1RT,"","",""
2852,6201GC,"","",""
2853,532A(3)PC,"","",""
2854,653W(C)PC,"","",""
2855,11157HS,"","",""
2856,290.002PC,"","",""
2857,602(Y)PC,"","",""
2858,18720PC,"","",""
2859,14607VC,"","",""
2860,29610APC,"","",""
2861,556PC,"","",""
2862,471.5PC,"","",""
2863,11401B1 HS,"","",""
2864,C0508(A)VC,"","",""
2865,753.7PC,"","",""
2866,243.4(E)1PC.,"","",""
2867,356PC,"","",""
2868,3000.08PC,"","",""
2869,3455(C)PC,"","",""
2870,1871.1A1IC,"","",""
2871,273.5(F)1PC,"","",""
2872,643PC,"","",""
2873,30008CPC,"","",""
2874,21202(A)VC,"","",""
2875,288PC,"","",""
2876,182.5PC,"","",""
2877,18 751,"","",""
2878,594APC,"","",""
2879,9.81.020CM,"","",""
2880,21750VC,"","",""
2881,4461(A)VC,"","",""
2882,X84(A)PC,"","",""
2883,23153(F)VC,"","",""
2884,41.24(D)LAMC,"","",""
2885,538APC,"","",""
2886,653.22(A)PC.,"","",""
2887,11390HS,"","",""
2888,7582BP,"","",""
2889,5200AXVC,"","",""
2890,23225(A)1VC,"","",""
2891,41.17CLAMC,"","",""
2892,261(A)(5)PC,"","",""
2893,550(A)(5)PC,"","",""
2894,3744PC,"","",""
2895,1871.4A4IC,"","",""
2896,25850(C)4PC,"","",""
2897,18 2113AUS,"","",""
2898,4024.2CPC,"","",""
2899,4000(A)(1)VC,"","",""
2900,A148(C)PC,"","",""
2901,487JPC,"","",""
2902,X73.5(A)PC,"","",""
2903,38318(A)VC,"","",""
2904,X455(A)4PC,"","",""
2905,360PC,"","",""
2906,53.22(A)PC,"","",""
2907,29800(A)1PCP,"","",""
2908,X3152(E)VC,"","",""
2909,417APC,"","",""
2910,22454(A)VC,"","",""
2911,3081(C)PC,"","",""
2912,664 211,"","",""
2913,21655.5BVC,"","",""
2914,148.4PC,"","",""
2915,4.08.097ASC,"","",""
2916,A537(A)1PC,"","",""
2917,245(A) PC,"","",""
2918,23175(A)VC,"","",""
2919,207(E)PC,"","",""
2920,3161(B)DW,"","",""
2921,CVMC,"","",""
2922,266JPC,"","",""
2923,1370(A)1PC,"","",""
2924,530.5APC,"","",""
2925,41.43.1LAMC,"","",""
2926,285PC,"","",""
2927,602(L)(3)PC,"","",""
2928,171PC,"","",""
2929,243 PC,"","",""
2930,148(C)PC,"","",""
2931,23109(C)PC,"","",""
2932,29800(A)1PC),"","",""
2933,26350A2APC,"","",""
2934,20610PC,"","",""
2935,452PC,"","",""
2936,A20002(A)VC,"","",""
2937,30315PC,"","",""
2938,A487.3PCGT,"","",""
2939,23175.5VC,"","",""
2940,2800.2(A)VC.,"","",""
2941,1701BP,"","",""
2942,581BP,"","",""
2943,9.12.020LN,"","",""
2944,17.04.450LO,"","",""
2945,A495PC,"","",""
2946,23109(E)2VC,"","",""
2947,490.2PC,"","",""
2948,459.5PC,"","",""
2949,496A(A)PC,"","",""
2950,487B1APC,"","",""
2951,40508A)VC,"","",""
2952,A487H(B)PC,"","",""
2953,459.9PC,"","",""
2954,A205PC,"","",""
2955,502(C)(5)PC,"","",""
2956,USC1038(A)1,"","",""
2957,\53.22(A)PC,"","",""
2958,30480RT,"","",""
2959,4.55.120CSC,"","",""
2960,11364.5HS,"","",""
2961,12.27.1LAMC,"","",""
2962,34506(B)VC,"","",""
2963,25400(A)PC,"","",""
2964,7145FG,"","",""
2965,C487(A)PC,"","",""
2966,25850(A)1PC,"","",""
2967,A4508(A)VC,"","",""
2968,470DPC,"","",""
2969,11350HS11111,"","",""
2970,4573.9PC,"","",""
2971,1001.5(A)WI,"","",""
2972,470B&473APC,"","",""
2973,475CPC,"","",""
2974,647.9(A)PC,"","",""
2975,3454(C) PC,"","",""
2976,X4601.5AVC,"","",""
2977,11383.5EHS,"","",""
2978,242-243EPC,"","",""
2979,11352.1(B)HS,"","",""
2980,12680HS,"","",""
2981,.53.7PC,"","",""
2982,266HPCPIM,"","",""
2983,A11377(B)HS,"","",""
2984,11364.1A2HS,"","",""
2985,4000(A)1VC,"","",""
2986,A11382HS,"","",""
2987,626.4(D)PC,"","",""
2988,245A1PC,"","",""
2989,A236.1(A)PC,"","",""
2990,473(B)PC,"","",""
2991,656.1(A)HN,"","",""
2992,11364.1AHS,"","",""
2993,1275PC,"","",""
2994,(A)VC,"","",""
2995,11353(2)HS,"","",""
2996,490.2(A)PC,"","",""
2997,10851(B)2VC,"","",""
2998,103.107LAMC,"","",""
2999,1203.016CPC,"","",""
3000,10751VC,"","",""
3001,2800.4VC,"","",""
3002,27360(A)VC,"","",""
3003,14601.1B2VC,"","",""
3004,594(B)(1)PC1,"","",""
3005,476&473APC,"","",""
3006,18 922(A)US,"","",""
3007,231231VC,"","",""
3008,626.85A1PC,"","",""
3009,4464VC,"","",""
3010,22974.3(A)BP,"","",""
3011,626.6PC,"","",""
3012,A286(A)PC,"","",""
3013,3454(A)PC,"","",""
3014,11375(B)1HS,"","",""
3015,A484H(A)PC,"","",""
3016,11364.1PC,"","",""
3017,368(D)(1)PC,"","",""
3018,4573(A)PC,"","",""
3019,14107B(1)WIC,"","",""
3020,601WIBPC,"","",""
3021,A470PC,"","",""
3022,4.08.095ASC,"","",""
3023,594)PC,"","",""
3024,30210(A)PC,"","",""
3025,409.5(C)PC,"","",""
3026,231235AVC,"","",""
3027,40508(AVC,"","",""
3028,1871.4A2IC,"","",""
3029,594.1(A)1PC,"","",""
3030,4532(B)2PC,"","",""
3031,A11350HS,"","",""
3032,4131.5PC,"","",""
3033,11364(A)2HS,"","",""
3034,273.5 PC,"","",""
3035,602(G)PC,"","",""
3036,25850(C)5PC,"","",""
3037,X1550HS,"","",""
3038,466.5(C)PC,"","",""
3039,16.16.010KL,"","",""
3040,23110(B)PC,"","",""
3041,457.1(I)PC,"","",""
3042,12681HS,"","",""
3043,10980(C)WIC,"","",""
3044,535PC,"","",""
3045,640B1C,"","",""
3046,8.52.070A1G,"","",""
3047,266(H)(1)PC,"","",""
3048,647(J)4APC,"","",""
3049,484JPC,"","",""
3050,23103A.4BVC,"","",""
3051,19706(A)1RT,"","",""
3052,13.18.010/L,"","",""
3053,X455(A)PC,"","",""
3054,22500(B)VC,"","",""
3055,A488PC,"","",""
3056,63.44D(4)LA,"","",""
3057,4825BP,"","",""
3058,405PC,"","",""
3059,286(C)(1)PC,"","",""
3060,A148(B)PC,"","",""
3061,273A(2)PC,"","",""
3062,11175HSPOS,"","",""
3063,CNMC,"","",""
3064,11364,"","",""
3065,23109(F)1VC,"","",""
3066,11364.5BHS,"","",""
3067,470B*473APC,"","",""
3068,D0508(A)VC,"","",""
3069,11377(A)1HS,"","",""
3070,337A.2PC,"","",""
3071,14601.1AVCC,"","",""
3072,213(B)PC,"","",""
3073,236.1(B)PC,"","",""
3074,71.02(A)LAM,"","",""
3075,280(A)PC,"","",""
3076,X4610(A)1VC,"","",""
3077,24002(A)VC,"","",""
3078,\551.1PC,"","",""
3079,A487(B)1APC,"","",""
3080,653F(C)PC,"","",""
3081,4051(A)BP,"","",""
3082,148.2.2PC,"","",""
3083,288.4(A)1PC,"","",""
3084,X454(C)PC,"","",""
3085,592(A)PC,"","",""
3086,417.1PC,"","",""
3087,\454(C)PC,"","",""
3088,A490.2PC,"","",""
3089,11550(A)1HS,"","",""
3090,171(B)PC,"","",""
3091,USC3653,"","",""
3092,41.24ALAMC,"","",""
3093,242-243BPC,"","",""
3094,337J(C)PC,"","",""
3095,471PC,"","",""
3096,1712320MAMC,"","",""
3097,476&473BPC,"","",""
3098,30475(A)RT,"","",""
3099,11153HS,"","",""
3100,289(A)(2)PC,"","",""
3101,\056PC,"","",""
3102,-53.7PC,"","",""
3103,602.4PC,"","",""
3104,20110(A)PC,"","",""
3105,21456(A)VC,"","",""
3106,29800(A)1VC,"","",""
3107,300(C)WI,"","",""
3108,A10851(A)VCC,"","",""
3109,A206PC,"","",""
3110,529(A)(3)PC,"","",""
3111,653.2(A)PC,"","",""
3112,466.1PC,"","",""
3113,4532(B)PC,"","",""
3114,11152HS,"","",""
3115,A11364HS,"","",""
3116,69I(A)PC,"","",""
3117,14601(B)2VC,"","",""
3118,11370.9DHS,"","",""
3119,871(D)WI,"","",""
3120,1209(A)2CP,"","",""
3121,X84PC,"","",""
3122,21655.8AVC,"","",""
3123,22435.11ABP,"","",""
3124,PRMC,"","",""
3125,X94(A)(2)PC,"","",""
3126,24610PC,"","",""
3127,28250(B)2PC,"","",""
3128,\53.7PC,"","",""
3129,593PC,"","",""
3130,625(B)WIC,"","",""
3131,96PC,"","",""
3132,63.44B14LAM,"","",""
3133,+203.2PC,"","",""
3134,487A(B)PC,"","",""
3135,R,"","",""
3136,S48.9(A)PC,"","",""
3137,8357PC,"","",""
3138,A368(A)PC,"","",""
3139,A243.4(D)PC,"","",""
3140,21640BP,"","",""
3141,120202(A)1PC,"","",""
3142,41800HS,"","",""
3143,\203.2PC,"","",""
3144,369G(A)PC,"","",""
3145,381C(B)PC,"","",""
3146,273.5(F)PC,"","",""
3147,\0002(A)VC,"","",""
3148,470(A)(1,"","",""
3149,470(A)(1)PC,"","",""
3150,475C&473APC,"","",""
3151,14601.2A.VC,"","",""
3152,20155PC,"","",""
3153,9.42.110ALG,"","",""
3154,1810PC,"","",""
3155,550(P)(1)AD,"","",""
3156,18 1704USC,"","",""
3157,A288PC,"","",""
3158,242-243E1PC,"","",""
3159,13.18.010,"","",""
3160,4024.2PC,"","",""
3161,18 641US,"","",""
3162,0508(A)VC,"","",""
3163,USC 751,"","",""
3164,9850VC,"","",""
3165,1350(A)HS,"","",""
3166,11357(A)BHS,"","",""
3167,171.5(C)(11),"","",""
3168,12021.1(A)PC,"","",""
3169,4-2-302BM,"","",""
3170,241.3(A)PC,"","",""
3171,18 1962DUSC,"","",""
3172,27305(B)PC,"","",""
3173,A211,"","",""
3174,245(A)(1)PCJ,"","",""
3175,X3550VC,"","",""
3176,63.44(B)LA,"","",""
3177,311.10PC,"","",""
3178,11350AHS,"","",""
3179,\0508(A)VC,"","",""
3180,476(B)PC,"","",""
3181,498(B)(5)PC,"","",""
3182,18 1028A7US,"","",""
3183,529(A)PC,"","",""
3184,11357.5HS,"","",""
3185,3000.08PCC,"","",""
3186,653W(B)2PC,"","",""
3187,27505(A)PC,"","",""
3188,4575(A)PC,"","",""
3189,499B(A)PC,"","",""
3190,620PC,"","",""
3191,115.5(A)PC,"","",""
3192,A11173(A)HS,"","",""
3193,26350A2CPC,"","",""
3194,417.6PC,"","",""
3195,30210(B)PC,"","",""
3196,30-674(C)PM,"","",""
3197,1332(D)PC,"","",""
3198,531APC,"","",""
3199,266I(A)6PC,"","",""
3200,4601VC,"","",""
3201,A476PC,"","",""
3202,3241USC,"","",""
3203,245 (A) PC,"","",""
3204,A451(C)PC,"","",""
3205,273.5(F)2PC,"","",""
3206,18 1705US,"","",""
3207,25850 PC,"","",""
3208,18 1708,"","",""
3209,29825(B)PC,"","",""
3210,22406.1VC,"","",""
3211,11379(A)1HS,"","",""
3212,25400(C)6PC,"","",""
3213,273.6 PC,"","",""
3214,A487(D)(1),"","",""
3215,242-243DPC,"","",""
3216,209.5(B)PC,"","",""
3217,HBMC,"","",""
3218,A288A(D)PC,"","",""
3219,209#C,"","",""
3220,22610(A)1PC,"","",""
3221,18 3653US,"","",""
3222,11350S,"","",""
3223,288(B)(1)PC.,"","",""
3224,4575(D)PC,"","",""
3225,23247(D)VC,"","",""
3226,22980.2(A)BP,"","",""
3227,13002(A)HS,"","",""
3228,496DPC,"","",""
3229,.060BP,"","",""
3230,502C(1)BPC,"","",""
3231,647.6(A)1PC,"","",""
3232,518IG,"","",""
3233,X1377HS,"","",""
3234,632(B)AD,"","",""
3235,245(A)(1)PCD,"","",""
3236,USC 3146,"","",""
3237,337A(A)3PC,"","",""
3238,23152(G)VC,DUI,"",dui
3239,11360(A)2HS,SALES OF MARJUAN,"",sales-of-marjuan
