ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
512,10/2/19,Atlanta,GA,South Atlanta High School,33.7489954,-84.3879824,High School,Other,No one shot,0,0,A shot was fired into the air during a large fight at a softball game on the campus of South Atlanta High School.,Atlanta Journal-Constitution,https://www.ajc.com/news/crime--law/watch-gunshot-fired-amid-chaotic-fight-after-atlanta-high-school-softball-game/p0v8LBThp4rgAVBGn057BM/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
513,10/8/19,Athens,GA,University of Georgia,33.9519347,-83.357567,College or University,Unintentional discharge,Injury,0,1,A 21-year-old student at the University of Georgia unintentionally shot himself in the leg while in the school's Chemistry Building.,The Red and Black,https://www.redandblack.com/uganews/uga-student-injured-in-accidental-self-inflicted-gunshot-wound-at/article_96d91b1c-ea05-11e9-8e29-3fd74716ec66.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
514,10/8/19,Houston,TX,Westbury High School,29.7604267,-95.3698028,High School,Unknown,Injury,0,1,A student was shot and injured when a gun discharged on the campus of Westbury High School.,ABC13,https://abc13.com/student-recovering-after-shooting-at-westbury-high-school/5608873/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
515,10/13/19,Nashville,TN,Tennessee State University,36.1626638,-86.7816016,College or University,Attack on others,Death,1,0,A 19-year-old was accidentally shot by a classmate in a residence hall on the Tennessee State University campus. He was transported to a hospital where he died of his injuries.,WSMV,https://www.wsmv.com/news/davidson_county/man-dies-after-being-found-shot-inside-tsu-dorm/article_6665425a-ee04-11e9-ad17-efd0e2191090.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
516,10/18/19,Grambling,LA,Grambling State University,32.5276503,-92.7140402,College or University,Attack on others,Injury,0,2,"Two people, including a campus police officer, were shot and wounded on the campus of Grambling State University.",KSLA,https://www.ksla.com/2019/10/18/grambling-state-university-investigating-reported-shooting/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
517,10/18/19,Toledo,OH,Woodward High School,41.6528052,-83.5378674,High School,Unknown,No one shot,0,0,"Shots were fired on the campus of Woodward High School during a football game. No injures were reported, and two people were detained. ",WYMT,https://www.wymt.com/content/news/HS-Football-game-in-Toledo-halted-after-reports-of-gunfire-563484091.html,13ABC,https://www.13abc.com/content/news/Shots-fired-at-Woodward-High-School-football-game-against-Rogers-563419051.html,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
518,10/24/19,New Independence Township,MN,South Ridge School,46.9729504,-92.4900051,K-12,Unknown,No one shot,0,0,A shotgun discharge damaged a window at South Ridge School. The school was locked down as officials investigated.,95 KQDS,https://95kqds.com/news/articles/2019/oct/24/window-shot-at-south-ridge-school/950423/,Bring Me the News,https://bringmethenews.com/minnesota-news/sheriff-shotgun-blast-damages-school-window-in-northern-minnesota,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
519,10/25/19,Savannah,GA,Georgia Southern University,32.0808989,-81.091203,College or University,Attack on others,Injury,0,1,A student was shot and wounded on Georgia Southern University's Armstrong Campus.,WTOC,https://www.wtoc.com/2019/10/25/university-police-investigate-shots-fired-incident-georgia-southerns-armstrong-campus/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
520,10/27/19,Eugene,OR,University of Oregon,44.0520691,-123.0867536,College or University,Attack on others,No one shot,0,0,A road rage incident led to one person firing shots on a road on the campus of University of Oregon. No one was injured.,KEZI,https://www.kezi.com/content/news/Students-feel-safe-despite-shots-fried-on-campus-563955781.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
521,10/27/19,Clarksville,TN,Austin Peay State University,36.5297706,-87.3594528,College or University,Attack on others,Death,1,0,"A man, 22, was shot during a robbery on the campus of Austin Peay State University. He was transported to a hospital where he died of his injuries. Police arrested two people in connection with the incident, and an investigation revealed that the two suspects planned to meet the victim on campus for a drug deal.",Leaf Chronicle,https://www.theleafchronicle.com/story/news/crime/2019/10/28/man-killed-shooting-austin-peay-state-university-dorms/2483387001/,NewsChannel5,https://www.newschannel5.com/news/man-shot-killed-on-austin-peay-state-university-campus,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
522,10/27/19,Laurel,MD,Laurel Woods Elementary School,39.0992752,-76.8483061,Elementary School,Attack on others,Injury,0,1,A woman was shot and injured while with a group of people in the parking lot of Laurel Woods Elementary School.,Baltimore Sun,https://www.baltimoresun.com/maryland/laurel/cng-ho-elkridge-man-charged-laurel-shooting-1028-20191028-hp4jpttv3vbrnnndn72bshjsxq-story.html,,,,,2021-02-24T19:31:59.000Z,2022-02-06T21:41:06.000Z
523,11/3/19,Waco,TX,Texas State Technical College,31.549333,-97.1466695,College or University,Attack on others,Death,1,0,"A 30-year-old female student, was shot and killed by a 20-year-old male student in a Texas State Technical College on-campus rental home, following a two-hour argument about their relationship.",Waco Tribune-Herald,https://www.wacotrib.com/news/crime/tstc-student-killed-in-campus-housing-was-veteran-mother-of/article_815052d8-3790-58c5-a0bd-dabbfdf24787.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
524,11/4/19,Warrensburg,MO,University of Central Missouri,38.7627893,-93.7360498,College or University,Unintentional discharge,Death,1,0,A University of Central Missouri student was shot and killed after a firearm was unintentionally discharged at an on-campus apartment. Police arrested a student on suspicion of involuntary manslaughter.,KDSK,https://www.ksdk.com/article/news/local/ucm-student-killed/63-0f3e111b-635c-463b-b499-e4bc61c85665,KRCGTV,https://krcgtv.com/news/local/central-missouri-college-student-dies-when-gun-discharges,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
525,11/5/19,Langston,OK,Langston University,35.9450505,-97.2553142,College or University,Attack on others,Injury,0,1,A man was shot and wounded in the leg outside a dorm on the campus of Langston University.,Guthrie News Page,https://guthrienewspage.com/video-male-suffers-gun-shot-wound-on-campus-at-langston/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
526,11/11/19,Baltimore,MD,Achievement Academy,39.2903848,-76.6121893,High School,Attack on others,Injury,0,1,A 19-year-old male student was shot and wounded outside of a car on the campus of Achievement Academy.,WBALTV,https://www.wbaltv.com/article/shooting-outside-achievement-academy-baltimore/29761798#,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
527,11/13/19,East Los Angeles,CA,Esteban Torres High School,34.0224417,-118.1669736,High School,Legal Intervention,Death,1,0,"A man, armed with a sword, was reported for violating a restraining order and causing a disturbance at his family's home. When police arrived at the home, he fled to nearby Esteban Torres High School. While on the campus of the school, the man advanced towards officers with the sword, and one of the officers fatally shot him. ",KTLA,https://ktla.com/2019/11/13/torres-high-school-in-east-l-a-on-lockdown-following-shooting-involving-deputy-officials/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
528,11/14/19,Santa Clarita,CA,Saugus High School,34.3916641,-118.542586,High School,Attack on others,Death,2,3,Five students ages 14 and 15 were shot when a 16-year-old male student opened fire in the quad of Saugus High School. At least two were killed before the shooter fatally shot himself.,CBS Los Angeles,https://losangeles.cbslocal.com/2019/11/14/saugus-high-school-shooting-santa-clarita-2-killed-3-wounded/,CNN,https://www.cnn.com/2019/11/14/us/california-school-shooting/index.html,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
529,11/15/19,Pleasantville,NJ,Pleasantville High School,39.3898388,-74.5240422,High School,Attack on others,Death,1,2,"A 10-year-old boy was shot and killed and a 15-year-old boy and a 27-year-old man were wounded when gunfire erupted in the stands during a football game at Pleasantville High School. A 31-year-old man was charged with one count of murder, two counts of attempted murder, and weapons charges. Five other men, ages 26-28, including the 27-year-old victim, were also charged with weapons offenses. ",NBC Philadelphia,https://www.nbcphiladelphia.com/news/local/Pleasantville-High-School-Football-Shooting-Boy-Dies-565218642.html,6 ABC,https://6abc.com/3-charged-in-high-school-football-game-shooting-appear-in-court/5710940/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
530,11/23/19,Louisville,KY,University of Louisville,38.2526647,-85.7584557,College or University,Unintentional discharge,No one shot,0,0,A student unintentionally discharged a gun in a student apartment complex. The shot went through the ceiling and into another apartment in the building. No one was injured.,Louisville Courier Journal,https://www.courier-journal.com/story/news/local/2019/11/26/university-louisville-student-fires-gun-inside-university-apartment/4309072002/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
531,11/23/19,Miami Gardens,FL,Florida Memorial University,25.9420377,-80.2456045,College or University,Attack on others,Death,2,0,Two men were killed after a shooting on the campus of Florida Memorial University.,Local10,https://www.local10.com/news/2019/11/25/video-footage-shows-chaos-after-shooting-on-florida-memorial-university-campus/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
532,11/23/19,Union City,CA,Searles Elementary School,37.5933562,-122.0438609,Elementary School,Attack on others,Death,2,0,An 11-year-old boy and a 14-year-old boy were shot and killed while sitting in a van in the parking lot of Searles Elementary School.,KPIX,https://sanfrancisco.cbslocal.com/2019/11/23/double-homicide-union-city-school-parking-lot/,CBS News,https://www.cbsnews.com/news/searles-elementary-school-shooting-boys-11-and-14-killed-outside-california-school/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
533,11/23/19,New Orleans,LA,Southern University at New Orleans,29.9510658,-90.0715323,College or University,Attack on others,Death,1,0,A 20-year-old man was shot and killed on the campus of the Southern University of New Orleans.,4WWL,https://www.wwltv.com/article/news/crime/man-killed-inside-building-on-southern-university-at-new-orleans-campus/289-d56c9564-bb95-4fdb-9215-4d568de65ce4,The New Orleans Advocate,https://www.nola.com/news/crime_police/article_ea12fe22-0ec9-11ea-954c-db513f5c2a6e.html,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
534,11/24/19,Clemson,SC,Clemson University,34.6834382,-82.8373654,College or University,Unintentional discharge,Injury,0,1,"An 18-year-old woman dropped her shotgun while at a Clemson University shooting range, causing it to discharge and strike her in the foot. ",Greenville News,https://www.greenvilleonline.com/story/news/2019/11/26/anderson-sc-woman-shot-herself-foot-clemson-university-shooting-range/4305944002/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
535,11/26/19,Vancouver,WA,Sarah J. Anderson Elementary School,45.6257379,-122.6760886,Elementary School,Attack on others,Death,1,1,"A man shot two people, killing one and injuring another, in the parking lot of Sarah J. Anderson Elementary School after school let out for the day. One of the victims had a restraining order against the shooter, and authorities believe the shooting was related to an ongoing domestic violence situation. ",The Columbian,https://www.columbian.com/news/2019/nov/26/police-responding-to-shooting-at-vancouver-elementary-school/,OPB,https://www.opb.org/news/article/shooting-vancouver-washington-school-sarah-j-anderson/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
536,11/29/19,West Monroe,LA,Riverbend Elementary School,32.5184775,-92.1476353,Middle School,Other,No one shot,0,0,"A man, 36, shot into the window of Riverbend Elementary School and entered the building. While inside, he continued to fire shots, damaging the building and attempting to activate the school's fire alarm. After 12 hours inside, he left the building and was later apprehended by police in Arkansas. ",KTVE,https://www.myarklamiss.com/crime/police-arrest-arkansas-man-for-breaking-into-elementary-firing-19-rounds/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
537,11/29/19,Chicago,IL,Illinois Institute of Technology,41.8781136,-87.6297982,College or University,Attack on others,Death,1,0,"A man, 24, was shot on the campus of the Illinois Institute of Technology. He was transported to the University of Chicago Medical Center, where he died of his injuries. ",CBS Chicago,https://chicago.cbslocal.com/2019/11/30/bronzeville-shooting-iit-campus/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
538,12/2/19,Waukesha,WI,Waukesha South High School,43.0116784,-88.2314813,High School,Legal Intervention,Injury,0,1,"A law enforcement officer shot and wounded a 17-year-old student at Waukesha South High School after the student pulled out a gun and refused to drop it. The student was taken into custody, and no one else was injured. ",USA Today,https://www.usatoday.com/story/news/nation/2019/12/02/waukesha-south-high-school-gunshots-exchanged-wisconsin/2586995001/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
