License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000271419,"GIANNELLI ENTERTAINMENT, LLC","1201 West 5th Street, Suite F180",Los Angeles,CA,90017,11/8/18,,,Old Republic Surety Company,6/17/14
TA000271449,Claudia Sobreira DiVito  dba Duna Productions and ,9933 Yerba Buena Road,Malibu,CA,90265,8/22/18,,,,1/5/17
TA000271508,Spin Artist Agency,8335 W Sunset Blvd# 200,Los Angeles,CA,90069,6/25/20,New York Marine & General Insurance Co.,9/12/19,Nationwide Mutual Insurance Company,11/16/14
TA000271656,Iconic Talent Agency,"1925 Century Park East, 17th Floor Office #38",Los Angeles,CA,90067,4/11/19,Traveler's,10/8/19,The Hartford,10/17/18
TA000271728,MARTIN HALLEN & DANIELA M. WULFF  dba PTI Talent,"275 East Hillcrest Drive, Suite 160-215",Thousand Oaks,CA,91360,1/5/20,,,SureTec Insurance Company,1/25/19
TA000272305,Ideal Talent Agency LLC,"10806 Ventura Boulevard, #2",Studio City,CA,91604,10/13/20,,,Suretec Insurance,11/21/18
TA000272459,LUNA MANAGEMENT LLC,1200 Venice Boulevard,Los Angeles,CA,90006,6/3/20,,,Philadelphia,4/16/18
TA000272549,"Eventos, Inc.",15058 Killion Street,Sherman Oaks,CA,91411,1/21/19,,,Surety 1,3/28/18
TA000272604,Var-E Music LLC  dba NT Talent Agency,360 Banbridge Avenue,La Puente,CA,91744,2/25/19,,,Hartford Fire,4/5/18
TA000272664,PENNY MARIE STUBBS  dba MPM Models,29983 Loy Drive,Menifee,CA,92585,12/2/19,,,The Hartford Fire Insurance company,3/20/18
TA000273148,The Finest Model Talent LLC,24631 Mendocino Ct.,Laguna Hills,CA,92653,5/20/19,,,State Farm,6/4/18
TA000273875,Sheila Groves - Tracey,2915 Lake Redding Drive,"Redding,",CA,96003,3/26/19,,,State Farm Fire Casualty and Insurance company,4/16/18
TA000273906,CLINTON GUNNELS  dba Fame Talent Agency,1441 N. McCadden Place,Los Angeles,CA,90028,8/24/18,,,Western Surety Company,2/8/18
TA000273993,BOUNTY LA LLC,1601 Vine Street,Los Angeles,CA,90028,2/21/20,,,Western Surety,4/26/18
TA000274014,"STACHE, INC.  dba M&M GROUP ENTERTAINMENT","16872 Bolsa Chica Street, Suite 204",Huntington Beach,CA,92649,1/8/20,State Fund,4/24/19,American Contractors Indemnity Company,10/20/06
TA000274030,Ronald O'Hannon and Jyvonne Haskin  dba GREYLOC AG,714 S Los Angeles St. Unit 507,Los Angeles,CA,90014,8/8/20,,,Western Suret,5/18/19
TA000274605,Earth to Peter LLC,10547 National Blvd. #3,Los Angeles,CA,90034,4/10/19,,,Western,5/21/18
TA000274950,"Genius Enterprises, LLC",5318 W 64th St,Inglewood,CA,90302,9/25/19,,,Attached,7/7/18
TA000275092,33 and West LLC,"309 East 8th Street, Suite 603",Los Angeles,CA,90014,5/6/20,Fireman's Fund Insurance Company,6/6/19,Navigators,5/20/18
TA000275236,Metric Models LLC,"11901 Goshen Avenue, #305",Los Angeles,CA,90049,1/25/20,,,American Contractors Indemnity Company,3/13/15
TA000275252,Ambition Modeling and Talent Agency,"3425 Wilson Avenue, #1",Oakland,CA,94602,4/4/19,,,Western Surety Company,4/20/18
TA000275503,"THE MILTON AGENCY, INC.","6715 Hollywood Boulevard, #206",Los Angeles,CA,90028,6/30/20,State Farm,8/11/20,Western Surety,7/26/19
TA000276168,REPUBLIC NETWORK INC.,993 C. S. Santa Fe Ave #245,Vista,CA,92083,7/16/19,,,Suretybonds,12/20/18
TA000276336,DAIRY A. VERAS REEVES  dba UNIVERSAL TALENT AGENCY,"4221 Wilshire Boulevard, Suite 290-17",Los Angeles,CA,90010,3/4/20,,,The Hartford Fire,5/1/19
TA000276732,"Line by Line, LLC","12130 Millennium Drive, Suite 300",Los Angeles,CA,90094,7/27/20,,,WESTERNSURETY,9/17/18
TA000276742,Ali Delaram  dba Electra Star Talent Agency,"9229 west sunset blv, 415",west hollywood,CA,90069,5/30/19,,,SuretyBonds,2/1/18
TA000277043,"THE CRITERION GROUP, INC.  dba Criterion Group",4842 Sylmar Avenue,Sherman Oaks,CA,91423,11/18/19,,,Platte River Insurance Company,9/1/18
TA000277362,STATE ARTIST MANAGEMENT LLC,"8075 W. 3rd Street, #307",Los Angeles,CA,90048,7/9/20,AmericaZurich,6/1/20,WesternSurety,6/6/19
TA000278052,"TANGERINE TALENT, LLC","5250 Lankershim Boulevard, Suite 500",North Hollywood,CA,91601-3187,2/2/19,,,State Farm Insurance,12/9/17
TA000278126,Envy Model & Talent LLC,"489 S. Robertson Boulevard, #104A",Beverly Hills,CA,90211,3/9/20,,,the Hartford Fire Insurance,1/26/11
TA000278151,Theodis Wiley  dba Making Stars Talent Agency,509 E. Bella Terrace,Bakersfield,CA,93307,12/25/19,,,,
TA000278313,"HOLLANDER TALENT GROUP, INC.","14011 Ventura Boulevard, Suite 202",Sherman Oaks,CA,91423,6/13/20,,,The Gray Casualty & Surety Company,6/13/19
TA000278548,Wild Wolves Talent Agency LLC,6250 Canoga Ave #385,Woodland Hills,CA,91367,7/7/19,,,Surety Bonds,7/9/18
TA000278845,"AIM ARTISTS AGENCY, LLC",10846 Baird Avenue,Northridge,CA,91326,8/12/20,,,Izen Ins,6/30/19
TA000278851,Jeenyus Entertainment,"1010 N. Central Avenue, Suite 313",Glendale,CA,91202,4/11/19,,,Western Suret,8/30/18
TA000278949,Ivy Lundeen,23401 Winslow Place,Valencia,CA,91354,2/17/19,,,The Hartford Fire Insurance,4/1/18
TA000279036,Belinda A. Irons  dba SF Top Models & Talent Agenc,"2261 Market Street, #295",San Francisco,CA,94114,3/11/20,,,State Farm Fire Casualty Company,2/26/06
TA000279128,"Gold Standard Sports & Entertainment, LLC","2447 PCH, Ste 200",Hermosa Beach,CA,90254,5/8/20,,,SureTec,7/27/18
TA000279442,JOE KOLKOWITZ  dba PLAYERS TALENT AGENCY,"16130 Ventura Boulevard, suite 235",Encino,CA,91436,11/30/20,,,The Hartford Fire Insurance,8/21/06
TA000279918,Todd J Stein  dba Stein Entertainment Group,"3900 W. Alameda Ave., #1200",Burbank,CA,91505,7/29/20,,,Western Suret,4/18/19
TA000280101,"Unbound Artists, LLC",1731 15th Street #309,San Francisco,CA,94103,4/15/20,,,Aegis,6/19/19
TA000280120,"NB Creative, LLC  dba District Model and Talent",1902 Wright Place  2nd floor,Carlsbad,CA,92008,12/18/19,,,Western Surety Company,7/30/18
TA000280136,"MADAMOISELLE, INC.  dba Madamoiselle Talent Agency","24328 Vermont Avenue, #309",Harbor City,CA,90710,1/11/19,,,THE HARTFORD FIRE INSURANCE,8/17/16
TA000280447,"Business Management LAB, Inc",279 Downs Rd,Tustin,CA,92782,10/14/20,,,Tokio Marine,8/10/19
TA000280760,Dennis D. Strazulo  dba Marin Artist Management,"1010 B Street, Suite 300",San Rafael,CA,94901,4/8/19,,,Absolute Sure,9/7/18
TA000280822,"MAGDALENA TALENT, INC.  dba MAGDALENA TALENT/MAGDA","1600 Rosecrans Ave., 4th Floor",Manhattan Beach,CA,90266,4/12/20,,,SURETEC INSUR,1/17/19
TA000280836,3 ARTIST MANAGEMENT INC.,12100 WILSHIRE BL STE 1540,LOS ANGELES,CA,90025,10/22/20,,,ACIC,9/26/18
TA000281155,ELLIS TALENT GROUP,"4705  Laurel Canyon Boulevard, Suite 300",Valley Village,CA,91607,4/16/20,NY Marine,8/2/19,Surety 1,5/17/00
TA000281234,Christina Aude  dba STAR TOUCH AGENCY,1545 Wilcox Ave Ste 201,Los Angeles,CA,90028,7/23/20,,,AEGIS,7/29/19
TA000281426,Seven Stars Talent Inc.,"6320 Canoga Avenue, Suite 1500",Woodland Hills,CA,91367,7/18/20,State Fund,8/29/20,Surety Bonds,8/15/19
TA000281966,TROY BRONSTEIN  dba T-BEST TALENT AGENCY,3544 ARDEN RD,HAYWARD,CA,94545,11/23/20,,,The Hanover Insurance Company,11/24/19
TA000282085,"memBrain, LLC","1800 Century Park East, Suite 1000",Los Angeles,CA,90067,10/11/19,HARTFORD,3/1/19,SURETY BONDS,7/31/18
TA000282136,"BIG MONEY BRANDI MANAGEMENT, INC.  dba BMB Talent",28720 Roardside Dr. STE 354,Agoura Hills,CA,91301,6/29/20,,,PIIC,4/3/19
TA000282463,"DFA California, LLC  dba The Dragonfly Agency",1855 Industrial St. #111A,Los Angeles,CA,90021,4/19/19,State Fund,9/7/19,The Hartford Fire Insurance Company,5/15/18
TA000282518,"Kirkland Productions, Inc.","6711 Katella Avenue, 2nd Floor",Cypress,CA,90630,3/19/20,State Fund,6/5/20,Lance Surety,9/4/18
TA000282670,"Baron Entertainment Group, Inc.",13848 Ventura Blvd. Suite A,Sherman Oaks,CA,91423,9/17/20,Insurica,12/10/19,Tokio Marine,12/2/18
TA000282746,ALEX MOREHOUSE  dba MORE TALENT,555 w 5th Street,Los Angeles,CA,90014,8/10/20,,,Western Suret,2/26/19
TA000282926,D/R Welch Attorneys at Law A Professional Corporat,500 South Grand Avenue Suite 1800,Los Angeles,CA,90071,6/1/20,State Compens,10/13/19,Travelers,12/20/18
TA000283101,"Talent Branded Entertainment, Inc.",2445 North Naomi Street,Burbank,CA,91504,9/10/19,,,International,10/31/18
TA000283164,"DIVISION WEST MANAGEMENT, LLC  dba Frank Model Man","5600 Avenida Encinas, Suite 140A",Carlsbad,CA,92008,12/16/19,Beecher Carls,9/1/19,Platte River,2/21/17
TA000283588,MARILYN WILCHER  dba THE DAWSON AGENCY,"1660 N. Wilton Place, Suite 411",Los Angeles,CA,90028,10/21/19,,,Aegis Security Insurance Company,7/6/18
TA000283645,MARTA DAVIS  dba HOLLYWOOD-VANCOUVER-NEW YORK TALE,1010 Wilshire Boulevard,Los Angeles,CA,90017,9/6/19,,,The Hartford Fire Insurance,1/31/14
TA000283753,Williams Entertainment Group LLC  dba Impact Talen,21151 S. Western Ave,Torrance,CA,90501,4/10/20,,,AEGIS,7/15/19
TA000283821,Public Figures Agency LLC,"7323 Winnetka Ave., Apt. 112",Winnetka,CA,91306,7/21/19,,,Western,10/1/18
TA000283870,Luxe Fit Inc.  dba Luxe Fit Models,9415 Culver Blvd.,Culver City,CA,90232,6/8/20,,,Old Republic,7/1/13
TA000283925,Professionally Pretty Inc.,1303 W. Fairbanks Ave,Winter Park,FL,32789,10/10/20,,,suretybonds,10/31/18
TA000283947,"Neer Motion, LLC","6525 W. Sunset Blvd., Suite G1/Mailbox 4",Los Angeles,CA,90028,4/30/20,,,Western Surety Bond,12/10/18
TA000284324,Adam Sinjin Park  dba Park Noack Agency,"10866 Wilshire Boulevard, Suite 400",Los Angeles,CA,90024,9/25/20,,,Western Surety Company,9/25/19
TA000284530,Sound Talent Group LLC,6156 Camino Largo,SAN DIEGO,CA,92120-3115,9/30/20,Shelter Point,11/3/19,RLI Insurance,10/23/18
TA000284548,Allen J Williamson Jr.  dba Big Yellow Door Talent,"10975 Bluffside Dr, #1125",Studio City,CA,91604,11/18/19,,,Old Republic,3/4/19
TA000284603,"Abrams Artists Agency, LLC","750 N. San Vicente Blvd., East Tower, 11th Floor",Los Angeles,CA,90069,9/23/20,Berkshire Hathaway Homestate C,7/27/20,Hartford Fire Insurance company,9/21/18
TA000284763,TAYLOR TALENT SERVICES INC.,4859 Katherine Avenue,Sherman Oaks,CA,91423,4/16/19,,,Western Surety Company,9/11/18
TA000285306,"The NWT Group, LLC",2325 Stonebridge Drive,Arlington,TX,76006,9/5/20,The Hanover Insurance company,5/4/20,The Hanover Insurance company,9/4/18
TA000285460,About Entertainment LLC,"1207 West Magnolia Boulevard, Suite D",Burbank,CA,91506,5/31/19,Great Divide Insurance Company,12/12/18,THE HARTFORD FIRE INSURANCE,2/22/13
TA000285546,Panagiotis Kallinteris  dba Peter Kallinteris Agen,"1438 N. Gower Street, Bldg. 2, Room 39 - Box 87",Los Angeles,CA,90028,3/31/20,,,Sure Tec,8/31/19
TA000285680,"KOD MUSIC, LLC",413 N BRAND BLVD UNIT 110,GLENDALE,CA,91203,5/14/19,,,State Farm,8/2/18
TA000285722,CAMILLE SORICE  dba Camille Sorice Agency,11715 Hortense Street,Valley Village,CA,91607,10/12/20,,,Union Bank of California,10/8/19
TA000285842,247 Casting Call,"6060 COLFAX AVE, APT 3",NORTH HOLLYWOOD,CA,91606,10/7/19,,,Western,10/22/18
TA000286128,Olivia Andrade Talent Agency,2048 E Ave R10,Palmdale,CA,93550,10/28/19,,,US Specialty,10/29/18
TA000286217,Flappers Comedy LLC DBA H2F Comedy Productions  db,102 E. Magnolia Blvd.,Burbank,CA,91502,9/3/19,,,Surety1,10/24/18
TA000286236,JOAQUIN SAHAGUN  dba AVAIL TALENT LA,12501 Philadelphia St. #109,Whittier,CA,90601,9/24/20,,,The Hanover Insurance Company,11/1/18
TA000286882,The Park View Agency LLC,925 La Brea Ave,Los Angeles,CA,90038,11/1/19,,12/6/19,American Cont,12/1/18
TA000286948,CLINTON GUNNELS  dba Fame Talent Agency,"1441 North McCadden Place,",Los Angeles,CA,90028,8/24/20,,,Western Surety Company,6/23/19
TA000286949,Royalty Business Solutions,15481 Tobarra Rd,Fontana,CA,92337,8/26/19,,,Western,1/5/18
TA000287031,"Actor's Alliance Group, LLC",15514 S Western Ave #C,Gardena,CA,90249,11/4/20,,,WESTERN SURETY,11/9/18
TA000287269,GWYN FOXX  dba GFTA Gwyn Foxx Talent Agency,2600 W. OLIVE AVE.,BURBANK,CA,91505,7/26/19,,,The Hartford Fire Insurance,11/24/18
TA000287431,Osbrink Talent Agency Inc.,2222 W Olive Avenue,Burbank,CA,91506,1/7/20,Allianz,5/10/20,Hartford,10/4/19
TA000287783,Diamond M Gail  dba Makena's Talent Agency,4500 Park Granada Blvd. suite 202,Calabasas,CA,91302,8/14/20,,,Western Surety,11/20/18
TA000287805,"NEER MOTION, LLC","6525 W. Sunset Boulevard, Suite G1",Los Angeles,CA,90028,4/30/19,,,Western Surety Company,11/2/18
TA000287852,BLACK ENTOURAGE TALENT MANAGEMENT LLC,"9800 Sepulveda Boulevard, #22",North Hills,CA,91343,10/2/19,,,Hartford Fire Insurance,11/1/18
TA000287856,Christopher Dale McGrew  dba HydeOut Talent Agency,1546 Pershing Dr. Apt. A,SanFrancisco,CA,94129,7/24/19,no employees,11/21/18,Philadelphia,11/28/18
TA000288315,Kathy Marie Clewell  dba WEF TALENT AGENCY,15525 Pomerado Rd A4,Poway,CA,92064,5/21/20,,,Great American Insurance company,6/12/19
TA000288855,Halamay Entertainment LLC,"20 S. Santa Cruz Avenue, Suite 300",Los Gatos,CA,95030,5/31/19,,,Western,11/19/18
TA000289112,"Influencer Ventures, LLC",28422 Constellation Rd #204,Santa Clarita,CA,91355,9/27/20,,,Great America,1/1/19
TA000289365,Meridian Agency International  dba SUMMIT TALENT &,9454 Wilshire Blvd. Suite 203,Beverly Hills,CA,90212,2/17/20,,,The Hartford Fire Insurance,5/15/18
TA000289508,"Sauers Media Group, LLC",13212 Anawood Way,Westminster,CA,92683,6/19/20,,,ACIC,8/31/19
TA000289540,Forefront Talent LLC,4654 7th Street,Carpinteria,CA,93013,11/11/20,,,Western Surety Company,12/3/18
TA000289717,Paul Vertsekha and Scott Stewart Roush  dba LUBOVE,511 E. Gutierrez St. Ste.A,Santa Barbara,CA,93103,10/22/19,,,WESTERN,1/8/19
TA000289726,"Firestarter Entertainment, LLC  dba Firestarter En","21550 Oxnard Street, Suite 300",Woodland Hills,CA,91367,4/20/20,biBerk,9/6/19,Hartford Fire,3/18/13
TA000289999,Evolve Artists Agency,3900 W Alameda Ave,Burbank,CA,91505,12/19/19,,,Aegis,12/31/18
TA000290092,Stephen Belafonte,"7095 Hollywood Blvd., #576",Los Angeles,CA,90028,5/17/19,None,1/1/20,United Surety,11/20/18
TA000290142,LovesModels LLC,8939 S. Sepulveda Blvd. Ste. 102,Los Angeles,CA,90045,12/26/19,,,Western,12/26/18
TA000290305,Florence Fischer Agency LLC,"8560 W. Sunset Blvd 5th floor, #522",West Hollywood,CA,90069,1/6/21,,,Hartford,1/17/19
TA000290326,"Meraki Management, Inc.",953 Cole Avenue,Los Angeles,CA,91302,12/19/19,Indemnity Insurance company,10/1/19,The Hanover Insurance Company,12/13/18
TA000290386,John T. Paizis  dba 98 West Talent,231 E. Spruce Avenue,Inglewood,CA,90301,7/26/20,,,Madonna Sitka,3/3/19
TA000290458,A LIST AGENCY LLC,530 W Knoll Dr. # E,LOS ANGELES,CA,90048,1/1/20,,,Platte River,1/18/19
TA000290844,"The Social Media Agency, Inc.","1556 20th Street, Unit D",Santa Monica,CA,90404,12/5/20,,,Western Surety Company,11/25/18
TA000290892,Alison Scholtz  dba Leftside Talent Management,1020 North Normandie Ave,Los Angeles,CA,90029,8/14/19,,,Lance Surety,2/6/19
TA000290967,"Young Hollywood Talent, LLC",10531 4S Commons Dr Suite 418,San Diego,CA,92127,9/9/20,,,Western Surety,1/25/19
TA000291033,BONITA ELLEN HART  dba Avenue Actors Agency,12435 Oxnard Street,North Hollywood,CA,91606,8/2/19,,,The Hartford Fire Insurance,3/22/10
TA000291250,Nicholas Lawrence Leone  dba Gighub,214 Plymouth st,Santa Cruz,CA,95060,1/31/20,,,W Surety,2/20/19
TA000291315,SIDNEY JAY LEVIN  dba THE LEVIN AGENCY,"8484 Wilshire Boulevard, Suite 750",Beverly Hills,CA,90211,1/25/20,,,The Hartford Fire Insurance,10/31/18
TA000291325,BARBARA BITELA,6228 Summerset Lane,Citrus Heights,CA,95621,10/26/19,,,Western Surety Company,1/4/19
TA000291645,Robert Alexander Drieslein  dba Uncle Snoops Army ,9950 Bellranch Dr Ste. 104,Santa Fe Springs,CA,90670,6/11/20,,,Western Surety Company,1/31/19
TA000291649,"REGINA CLENETTE MANAGEMENT, LLC",1232 Burnett Street,Berkeley,CA,94702,1/16/20,,,WesternSurety,2/7/19
TA000292262,Terishka Elizabeth Franco  dba V Agency L.A.,633 West 5th Street #2686,Los Angeles,CA,90013,3/23/20,,,Western,4/26/19
TA000292564,Hayes Talent Agency,10100 Santa Monica Blvd. STE 300,Los Angeles,CA,90067,2/5/20,,,Western,2/12/19
TA000292590,3506 Entertainment Inc.  dba ACROSS THE BOARD TALE,"14542 Ventura Blvd, Suite 201",Sherman Oaks,CA,91403,5/20/20,,,surety1,2/20/19
TA000292931,Lita D. Schloss aka Leigh Castle  dba Castle Hill ,1101 South Orlando Avenue,Los Angeles,CA,90035,2/12/20,,,State Farm,4/1/10
TA000292969,Gold Mind Agency LLC,"5757 west Century Blvd, Suite 700",LOS ANGELES,CA,90045,2/24/20,Sequoia,9/19/19,Surety Bonds,8/17/18
TA000292990,MICHAEL LIVINGSTON & JAMES R. COTA  dba THE ARTIST,"9430 Olympic Boulevard, Suite 400",Beverly Bills,CA,90212,11/20/20,,,ACIC,2/8/19
TA000293030,Florence Fischer Agency LLC,"8560 W. Sunset Boulevard, 5th Floor, #522",West Hollywood,CA,90069,1/6/20,,,The Hartford Fire Insurance,7/11/19
TA000293421,Silverfox Management Group Inc.,"1617 Cosmo Street, Suite 113",Los Angeles,CA,90028,10/31/20,Federal Insurance Company,8/19/20,US Fire Insurance Company,11/7/19
TA000293919,Storm Management LLC,"8797 Beverly Boulevard, Suite 304",Los Angeles,CA,90048,11/6/20,Employers Pre,3/28/20,Hartford,7/30/19
TA000293935,American Artists Group Talent Agency LLC,"13321 ventura Blvd, Suite C-2",Sherman oaks,CA,91423,1/28/20,,,Platte River,1/28/19
TA000293938,Sheila Groves - Tracey  dba Notable Talent,2915 Lake Redding Dr.,Redding,CA,96003,3/26/20,,,State Farm Fire,1/19/18
TA000294282,"3D Public Relations and Marketing, Inc.  dba 3d Co",6340 Coldwater Canyon Ave. Ste. 206,North Hollywood,CA,91606,12/22/19,AMGUARD,3/19/20,Western,3/27/19
TA000294282,"3D Public Relations and Marketing, Inc.  dba 3d Co",6340 Coldwater Canyon Ave. Ste. 206,North Hollywood,CA,91606,12/22/20,AmGUARD Insur,3/19/20,Western Suret,3/27/19
TA000294363,Luke Johnstone  dba Dig-It Talent,"77 Shotwell Street, Unit 3",San Francisco,CA,94103,4/28/20,,,The Gray Casualty & Surety Company,2/15/19
TA000294664,"TWICE BAKED MEDIA, INC.  dba MOTLEY MODELS",5636 Blanco Avenue,Woodland,CA,91367,3/4/20,,,Aegis Security Insurance Company,3/21/19
TA000294696,PHOTOGENICS MEDIA LLC,3103A S. LA CIENEGA BLVD,LOS ANGELES,CA,90016,11/12/20,American Zurich Insurance Company,2/1/20,Philadelphia Indemnity Insurance Company,4/1/15
TA000294980,Music Zirconia Talent LLC,"5595 Magnatron Boulevard, #A",San Diego,CA,92111,4/22/20,Travelers Property Casualty Company of America,6/1/19,Western Surety Company,5/30/18
TA000294987,SHANNON MICHELLE LOAR-COTE  dba HELLO GORGEOUS MOD,"27 East Victoria, Suite N",Santa Barbara,CA,93101,8/31/20,,,Platte River Insurance Company,3/5/18
TA000295069,FLO & ALLAN TALENT AGENCY LLC,1081 Long Beach Blvd. Apt. 114,Long Beach,CA,90813,3/11/20,,,Western,3/12/19
TA000295157,"Faceroll, LLC",8383 Wilshire Blvd ste. 660,Beverly Hills,CA,90211,2/7/20,,,Western Suret,3/13/19
TA000295261,The Empire Agency LLC,"333 E 102nd St, #407",New York,NY,10029,3/20/20,,,Surety Bonds,4/2/19
TA000295316,Laury Lee Smith  dba Artists Among Us,7080 Hollywood Blvd. PH Level,Hollywood,CA,90028,2/28/20,,,Western Suret,3/1/19
TA000295493,Cynthia Young Barry & Sandra Yvonne Hunter  dba Fi,"13440 Ventura Boulevard, #211",Sherman Oaks,CA,91423,2/22/20,,,State Farm Fire and Casualty Company,4/1/19
TA000295505,"Shushu Entertainment, LLC",5805 White Oak Ave Unit 19277,Encino,CA,91416,2/25/20,,,Hartford,8/24/18
TA000295847,AMD VENTURES LLC  dba CELESTINE TALENT AGENCY,"7250 Melrose Avenue, Suite 6",Los Angeles,CA,90046,9/18/20,Sequoia Insurance Company,10/10/20,The Hartford Fire Insurance,3/31/18
TA000296201,Embrace Real Artists LLC,"15300 Ventura Blvd., Ste. 315",Sherman Oaks,CA,91403,3/6/20,,,US Specialty,3/26/19
TA000296489,"BEST Broadcasting & Media Talent, LLC  dba 3 Kings",804 23rd Street,Manhattan Beach,CA,90266,9/20/19,Allied Insurance Co,9/4/19,Lexon Insurance company,12/27/18
TA000296651,Henry Hoang,3050 West Ball rd spc 120,Anaheim,CA,92804,6/24/20,,,WesternSurety,4/8/19
TA000296735,Quandra Danielle Stroud  dba Mark Of Distinction,"1055 E. Colorado Boulevard, 5th Floor",Pasadena,CA,91106,1/13/20,,,Bonding Sol,4/9/19
TA000296880,David Victor Presents LLC,1551 Asterbell Drive,San Ramon,CA,94582,10/11/19,,,Absolute,4/15/19
TA000297320,"L.A. Models, Inc.",7700 Sunset Blvd,Los Angeles,CA,90046,5/22/20,Thornson,12/30/19,Tokio Marine,5/13/18
TA000297357,ALL AMERICAN RASCALS TALENT AGENCY LLC,3349 Park Ridge Avenue,Bullhead City,AZ,86429,3/17/20,,,Travelers Casualty and Surety Company of America,3/5/19
TA000297366,Claudia Sobreira DiVito  dba DUNA PRODUCTIONS AND ,9933 Yerba Buena Road,Malibu,CA,90265,8/22/19,,,Surety1,3/1/19
TA000297404,Miralee Menzies  dba Miralee Menzies Talent Agency,1644 1/2 Lucretia Ave.,Los Angeles,CA,90026,7/28/20,,,Western Suret,7/29/19
TA000297431,"ESSENTIAL ARTIST GROUP AGENCY, LLC  dba Connect En","22231 MULHOLLAND HWY, Ste. 112a",Calabasas,CA,91302,8/12/20,,,Old Republic Surety Company,8/13/19
TA000297635,Flower Power International LLC,5033 MacFarlane Lane,Woodland Hills,CA,91364,7/2/20,,,The Hanover Insurance Company,4/24/19
TA000297669,"TAMBELLINI PRODUCTIONS, INC.  dba The Event Consul","188 E. 17th St., Suite 201",Costa Mesa,CA,92627,8/3/20,State Farm,5/4/20,State Farm,4/26/16
TA000297708,Erica Pierret  dba Day7 Talent Agency,7083 Hollywood Boulevard,Los Angeles,CA,90028,7/6/20,,,Western Suret,4/10/19
TA000297719,"Herold Model Management, LLC",29 Meadow Haven Lane,East Northport,NY,11731,3/14/20,,,Western Suret,2/4/19
TA000297795,"THE SELLMAN GROUP, INC.",926 S. ORANGE GROVE AVE.,LOS ANGELES,CA,90036,7/31/20,,,CNA Surety,8/20/18
TA000297816,Our Wave Model Management LLC,440 Upas Street #301,San Diego,CA,92103,4/12/20,The Hartford,4/24/20,SureTec Insur,4/24/19
TA000297823,"MARI SMITH PRESENTS, INC.","101 State Place, Suite D",Escondido,CA,92029,8/23/20,State Fund,6/26/20,The Hanover Insurance Company,9/25/18
TA000298009,Purple Oak Group Inc,"925 N La Brea Ave, 4th Flr",Los Angeles,CA,90038,2/18/20,,,Aegis,5/1/19
TA000298070,U Model & Talent LLC  dba UMT,1000  5th Street Suite 200-J6,Miami Beach,FL,33139,9/13/20,,,Western,4/24/19
TA000298090,"ELITE MODEL MANAGEMENT LA, LLC  dba Elite Los Ange",518 North La Cienega Boulevard,West Hollywood,CA,90048,12/26/19,American Home Assurance Co.,7/1/20,Utica Mutual Insurance Company,9/25/18
TA000298090,"ELITE MODEL MANAGEMENT LA, LLC  dba Elite Los Ange",518 North La Cienega Boulevard,West Hollywood,CA,90048,12/26/20,,,Utica Mutual,9/25/19
TA000298110,"THE HOWARD ROSE AGENCY, LTD.","9460 WILSHIRE BLVD., SUITE 310",BEVERLY HILLS,CA,90210,8/13/20,Tri-State Ins,4/1/20,Hartford Fire,3/6/18
TA000298241,Iconic Talent Agency,"1925 Century Park E, 17th Floor",Los Angeles,CA,90067,4/11/20,Acord,10/8/19,Hartford,10/17/18
TA000298583,"EARTH TO PETER, LLC",10547 National Blvd. #3,Los Angeles,CA,90034,4/10/20,,,Western,5/21/18
TA000298893,"Brand Model & Talent Agency, Inc.",601 N. Baker Street,Santa Ana,CA,92703,4/9/20,,,Surety1,2/10/18
TA000298993,"Jackson Entertainment, LLC",1006 E. Olive,Burbank,CA,91501,4/6/20,,,Hartford Fire,6/7/19
TA000299094,Wordsmith Literary Agency,29751 Strawberry Hill Dr.,Agoura Hills,CA,91301,3/25/20,,,American Contractors Indemnity Company,5/16/19
TA000299305,"Bagula Riviere Coates and Associates, LLP","9888 Carroll Centre Road, #235",San Diego,CA,92126,1/30/20,,,Old Republic Surety Company,8/31/16
TA000299308,"MPM MODELS, INC.  dba MPM Models and Talent Inc.","860 S. Los Angeles Street, Suite 704",Los Angeles,CA,90014,2/13/20,,,The Hartford Fire Insurance,6/6/19
TA000299381,"Tangerine Talent, LLC","5250 Lankershim Boulevard, Suite 500",North Hollywood,CA,91601-3187,2/2/20,,,State Farm Fire and Casualty Company,12/25/19
TA000299612,JESUS ALDAZ  dba Producciones Bety's,"649 Valley Avenue, Suite B",Solana Beach,CA,92075,11/9/20,,,Atlantic Specialty Insurance Company,7/19/19
TA000299701,Syft,"5042 Wilshire Blvd, #39069",Los Angeles,CA,90036,12/17/19,,,Western Suret,7/8/19
TA000299777,MUSE FIT MODELS INC.,12575 Beatrice Street,Los Angeles,CA,90066,5/5/20,,,Western Surety,5/29/19
TA000299994,Mike Gatto,5419 Hollywood Boulevard Suite C-356,Los Angeles,CA,90027,10/18/19,,,SuretyBonds.c,5/31/19
TA000300036,"EXCEPTIONAL ARTISTS, LLC",4441 Forman Ave,Toluca Lake,CA,91602,10/11/20,,,SuretyBonds,6/4/19
TA000300037,"Dynamic Artists Management, LLC","5221 Central Avenue, Suite 202",Richmond,CA,94804,2/13/20,State Fund,10/1/19,Aegis Security,1/1/17
