"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","INCOMEINEQ","PALMA","RT","A","2007",0.89,
"HUN","INCOMEINEQ","PALMA","RT","A","2008",0.84,
"HUN","INCOMEINEQ","PALMA","RT","A","2009",0.81,
"HUN","INCOMEINEQ","PALMA","RT","A","2010",0.92,
"HUN","INCOMEINEQ","PALMA","RT","A","2011",0.95,
"HUN","INCOMEINEQ","PALMA","RT","A","2012",0.99,
"HUN","INCOMEINEQ","PALMA","RT","A","2013",1.03,
"HUN","INCOMEINEQ","PALMA","RT","A","2014",0.99,
"HUN","INCOMEINEQ","PALMA","RT","A","2015",1.01,
"HUN","INCOMEINEQ","PALMA","RT","A","2016",0.99,
"HUN","INCOMEINEQ","PALMA","RT","A","2017",1.04,
"HUN","INCOMEINEQ","PALMA","RT","A","2018",0.98,
"HUN","INCOMEINEQ","PALMA","RT","A","2019",1.02,
"ISL","INCOMEINEQ","PALMA","RT","A","2004",0.92,
"ISL","INCOMEINEQ","PALMA","RT","A","2005",0.98,
"ISL","INCOMEINEQ","PALMA","RT","A","2006",1.07,
"ISL","INCOMEINEQ","PALMA","RT","A","2007",1.05,
"ISL","INCOMEINEQ","PALMA","RT","A","2008",1.18,
"ISL","INCOMEINEQ","PALMA","RT","A","2009",0.94,
"ISL","INCOMEINEQ","PALMA","RT","A","2010",0.85,
"ISL","INCOMEINEQ","PALMA","RT","A","2011",0.86,
"ISL","INCOMEINEQ","PALMA","RT","A","2012",0.87,
"ISL","INCOMEINEQ","PALMA","RT","A","2013",0.82,
"ISL","INCOMEINEQ","PALMA","RT","A","2014",0.83,
"ISL","INCOMEINEQ","PALMA","RT","A","2015",0.89,
"ISL","INCOMEINEQ","PALMA","RT","A","2016",0.94,
"ISL","INCOMEINEQ","PALMA","RT","A","2017",0.87,
"IRL","INCOMEINEQ","PALMA","RT","A","2004",1.25,
"IRL","INCOMEINEQ","PALMA","RT","A","2005",1.25,
"IRL","INCOMEINEQ","PALMA","RT","A","2006",1.2,
"IRL","INCOMEINEQ","PALMA","RT","A","2007",1.13,
"IRL","INCOMEINEQ","PALMA","RT","A","2008",1.06,
"IRL","INCOMEINEQ","PALMA","RT","A","2009",1.16,
"IRL","INCOMEINEQ","PALMA","RT","A","2010",1.07,
"IRL","INCOMEINEQ","PALMA","RT","A","2011",1.12,
"IRL","INCOMEINEQ","PALMA","RT","A","2012",1.15,
"IRL","INCOMEINEQ","PALMA","RT","A","2013",1.17,
"IRL","INCOMEINEQ","PALMA","RT","A","2014",1.09,
"IRL","INCOMEINEQ","PALMA","RT","A","2015",1.1,
"IRL","INCOMEINEQ","PALMA","RT","A","2016",1.15,
"IRL","INCOMEINEQ","PALMA","RT","A","2017",1.08,
"IRL","INCOMEINEQ","PALMA","RT","A","2018",1.07,
"ITA","INCOMEINEQ","PALMA","RT","A","2004",1.29,
"ITA","INCOMEINEQ","PALMA","RT","A","2005",1.23,
"ITA","INCOMEINEQ","PALMA","RT","A","2006",1.24,
"ITA","INCOMEINEQ","PALMA","RT","A","2007",1.16,
"ITA","INCOMEINEQ","PALMA","RT","A","2008",1.19,
"ITA","INCOMEINEQ","PALMA","RT","A","2009",1.17,
"ITA","INCOMEINEQ","PALMA","RT","A","2010",1.26,
"ITA","INCOMEINEQ","PALMA","RT","A","2011",1.25,
"ITA","INCOMEINEQ","PALMA","RT","A","2012",1.27,
"ITA","INCOMEINEQ","PALMA","RT","A","2013",1.23,
"ITA","INCOMEINEQ","PALMA","RT","A","2014",1.24,
"ITA","INCOMEINEQ","PALMA","RT","A","2015",1.28,
"ITA","INCOMEINEQ","PALMA","RT","A","2016",1.25,
"ITA","INCOMEINEQ","PALMA","RT","A","2017",1.3,
"ITA","INCOMEINEQ","PALMA","RT","A","2018",1.26,
"JPN","INCOMEINEQ","PALMA","RT","A","2018",1.28,
"LUX","INCOMEINEQ","PALMA","RT","A","2015",1.12,
"LUX","INCOMEINEQ","PALMA","RT","A","2016",1.11,
"LUX","INCOMEINEQ","PALMA","RT","A","2017",1.22,
"LUX","INCOMEINEQ","PALMA","RT","A","2018",1.2,
"LUX","INCOMEINEQ","PALMA","RT","A","2019",1.11,
"MEX","INCOMEINEQ","PALMA","RT","A","2012",2.54,
"MEX","INCOMEINEQ","PALMA","RT","A","2014",2.54,
"MEX","INCOMEINEQ","PALMA","RT","A","2016",2.53,
"MEX","INCOMEINEQ","PALMA","RT","A","2018",2.04,
"MEX","INCOMEINEQ","PALMA","RT","A","2020",2.07,
"NLD","INCOMEINEQ","PALMA","RT","A","2011",1.09,
"NLD","INCOMEINEQ","PALMA","RT","A","2012",1.08,
"NLD","INCOMEINEQ","PALMA","RT","A","2013",1.05,
"NLD","INCOMEINEQ","PALMA","RT","A","2014",1.16,
"NLD","INCOMEINEQ","PALMA","RT","A","2015",1.06,
"NLD","INCOMEINEQ","PALMA","RT","A","2016",1.07,
"NLD","INCOMEINEQ","PALMA","RT","A","2017",1.11,
"NLD","INCOMEINEQ","PALMA","RT","A","2018",1.09,
"NLD","INCOMEINEQ","PALMA","RT","A","2019",1.09,"P"
"NZL","INCOMEINEQ","PALMA","RT","A","2006",1.27,
"NZL","INCOMEINEQ","PALMA","RT","A","2007",1.27,
"NZL","INCOMEINEQ","PALMA","RT","A","2008",1.25,
"NZL","INCOMEINEQ","PALMA","RT","A","2009",1.25,
"NZL","INCOMEINEQ","PALMA","RT","A","2010",1.29,
"NZL","INCOMEINEQ","PALMA","RT","A","2011",1.24,
"NZL","INCOMEINEQ","PALMA","RT","A","2012",1.29,
"NZL","INCOMEINEQ","PALMA","RT","A","2013",1.34,
"NZL","INCOMEINEQ","PALMA","RT","A","2014",1.34,
"NZL","INCOMEINEQ","PALMA","RT","A","2015",1.22,
"NZL","INCOMEINEQ","PALMA","RT","A","2016",1.28,
"NZL","INCOMEINEQ","PALMA","RT","A","2017",1.31,
"NZL","INCOMEINEQ","PALMA","RT","A","2018",1.28,
"NZL","INCOMEINEQ","PALMA","RT","A","2019",1.25,
"NZL","INCOMEINEQ","PALMA","RT","A","2020",1.2,
"NOR","INCOMEINEQ","PALMA","RT","A","2004",1.07,
"NOR","INCOMEINEQ","PALMA","RT","A","2008",0.85,
"NOR","INCOMEINEQ","PALMA","RT","A","2009",0.83,
"NOR","INCOMEINEQ","PALMA","RT","A","2010",0.84,
"NOR","INCOMEINEQ","PALMA","RT","A","2011",0.85,
"NOR","INCOMEINEQ","PALMA","RT","A","2012",0.86,
"NOR","INCOMEINEQ","PALMA","RT","A","2013",0.86,
"NOR","INCOMEINEQ","PALMA","RT","A","2014",0.88,
"NOR","INCOMEINEQ","PALMA","RT","A","2015",0.96,
"NOR","INCOMEINEQ","PALMA","RT","A","2016",0.91,
"NOR","INCOMEINEQ","PALMA","RT","A","2017",0.9,
"NOR","INCOMEINEQ","PALMA","RT","A","2018",0.9,
"NOR","INCOMEINEQ","PALMA","RT","A","2019",0.9,
"POL","INCOMEINEQ","PALMA","RT","A","2005",1.25,
"POL","INCOMEINEQ","PALMA","RT","A","2006",1.18,
"POL","INCOMEINEQ","PALMA","RT","A","2007",1.19,
"POL","INCOMEINEQ","PALMA","RT","A","2008",1.14,
"POL","INCOMEINEQ","PALMA","RT","A","2009",1.11,
"POL","INCOMEINEQ","PALMA","RT","A","2010",1.12,
"POL","INCOMEINEQ","PALMA","RT","A","2011",1.1,
"POL","INCOMEINEQ","PALMA","RT","A","2012",1.08,
"POL","INCOMEINEQ","PALMA","RT","A","2013",1.09,
"POL","INCOMEINEQ","PALMA","RT","A","2014",1.07,
"POL","INCOMEINEQ","PALMA","RT","A","2015",1.03,
"POL","INCOMEINEQ","PALMA","RT","A","2016",1.01,
"POL","INCOMEINEQ","PALMA","RT","A","2017",0.95,
"POL","INCOMEINEQ","PALMA","RT","A","2018",0.99,
"PRT","INCOMEINEQ","PALMA","RT","A","2004",1.7,
"PRT","INCOMEINEQ","PALMA","RT","A","2005",1.66,
"PRT","INCOMEINEQ","PALMA","RT","A","2006",1.57,
"PRT","INCOMEINEQ","PALMA","RT","A","2007",1.51,
"PRT","INCOMEINEQ","PALMA","RT","A","2008",1.46,
"PRT","INCOMEINEQ","PALMA","RT","A","2009",1.33,
"PRT","INCOMEINEQ","PALMA","RT","A","2010",1.37,
"PRT","INCOMEINEQ","PALMA","RT","A","2011",1.34,
"PRT","INCOMEINEQ","PALMA","RT","A","2012",1.33,
"PRT","INCOMEINEQ","PALMA","RT","A","2013",1.35,
"PRT","INCOMEINEQ","PALMA","RT","A","2014",1.34,
"PRT","INCOMEINEQ","PALMA","RT","A","2015",1.31,
"PRT","INCOMEINEQ","PALMA","RT","A","2016",1.3,
"PRT","INCOMEINEQ","PALMA","RT","A","2017",1.22,
"PRT","INCOMEINEQ","PALMA","RT","A","2018",1.21,
"PRT","INCOMEINEQ","PALMA","RT","A","2019",1.16,
"SVK","INCOMEINEQ","PALMA","RT","A","2004",0.93,
"SVK","INCOMEINEQ","PALMA","RT","A","2005",1.08,
"SVK","INCOMEINEQ","PALMA","RT","A","2006",0.85,
"SVK","INCOMEINEQ","PALMA","RT","A","2007",0.83,
"SVK","INCOMEINEQ","PALMA","RT","A","2008",0.88,
"SVK","INCOMEINEQ","PALMA","RT","A","2009",0.92,
"SVK","INCOMEINEQ","PALMA","RT","A","2010",0.91,
"SVK","INCOMEINEQ","PALMA","RT","A","2011",0.89,
"SVK","INCOMEINEQ","PALMA","RT","A","2012",0.83,
"SVK","INCOMEINEQ","PALMA","RT","A","2013",0.93,
"SVK","INCOMEINEQ","PALMA","RT","A","2014",0.81,
"SVK","INCOMEINEQ","PALMA","RT","A","2015",0.83,
"SVK","INCOMEINEQ","PALMA","RT","A","2016",0.78,
"SVK","INCOMEINEQ","PALMA","RT","A","2017",0.7,
"SVK","INCOMEINEQ","PALMA","RT","A","2018",0.76,
"SVK","INCOMEINEQ","PALMA","RT","A","2019",0.71,"P"
"ESP","INCOMEINEQ","PALMA","RT","A","2007",1.14,
"ESP","INCOMEINEQ","PALMA","RT","A","2008",1.24,
"ESP","INCOMEINEQ","PALMA","RT","A","2009",1.28,
"ESP","INCOMEINEQ","PALMA","RT","A","2010",1.32,
"ESP","INCOMEINEQ","PALMA","RT","A","2011",1.32,
"ESP","INCOMEINEQ","PALMA","RT","A","2012",1.28,
"ESP","INCOMEINEQ","PALMA","RT","A","2013",1.35,
"ESP","INCOMEINEQ","PALMA","RT","A","2014",1.34,
"ESP","INCOMEINEQ","PALMA","RT","A","2015",1.36,
"ESP","INCOMEINEQ","PALMA","RT","A","2016",1.32,
"ESP","INCOMEINEQ","PALMA","RT","A","2017",1.27,
"ESP","INCOMEINEQ","PALMA","RT","A","2018",1.26,
"ESP","INCOMEINEQ","PALMA","RT","A","2019",1.19,
"SWE","INCOMEINEQ","PALMA","RT","A","2013",0.94,
"SWE","INCOMEINEQ","PALMA","RT","A","2014",0.97,
"SWE","INCOMEINEQ","PALMA","RT","A","2015",0.99,
"SWE","INCOMEINEQ","PALMA","RT","A","2016",1.02,
"SWE","INCOMEINEQ","PALMA","RT","A","2017",1.02,
"SWE","INCOMEINEQ","PALMA","RT","A","2018",0.98,
"SWE","INCOMEINEQ","PALMA","RT","A","2019",1,
"SWE","INCOMEINEQ","PALMA","RT","A","2020",0.99,
"CHE","INCOMEINEQ","PALMA","RT","A","2006",1.13,
"CHE","INCOMEINEQ","PALMA","RT","A","2007",1.18,
"CHE","INCOMEINEQ","PALMA","RT","A","2008",1.14,
"CHE","INCOMEINEQ","PALMA","RT","A","2009",1.09,
"CHE","INCOMEINEQ","PALMA","RT","A","2010",1.1,
"CHE","INCOMEINEQ","PALMA","RT","A","2011",1.04,
"CHE","INCOMEINEQ","PALMA","RT","A","2012",1.03,
"CHE","INCOMEINEQ","PALMA","RT","A","2013",1.09,
"CHE","INCOMEINEQ","PALMA","RT","A","2014",1.1,
"CHE","INCOMEINEQ","PALMA","RT","A","2015",1.09,
"CHE","INCOMEINEQ","PALMA","RT","A","2016",1.12,
"CHE","INCOMEINEQ","PALMA","RT","A","2017",1.1,
"CHE","INCOMEINEQ","PALMA","RT","A","2018",1.18,
"CHE","INCOMEINEQ","PALMA","RT","A","2019",1.21,
"TUR","INCOMEINEQ","PALMA","RT","A","2011",1.89,
"TUR","INCOMEINEQ","PALMA","RT","A","2012",1.86,
"TUR","INCOMEINEQ","PALMA","RT","A","2013",1.76,
"TUR","INCOMEINEQ","PALMA","RT","A","2014",1.84,
"TUR","INCOMEINEQ","PALMA","RT","A","2015",1.91,
"TUR","INCOMEINEQ","PALMA","RT","A","2017",1.97,
"TUR","INCOMEINEQ","PALMA","RT","A","2018",1.84,
"GBR","INCOMEINEQ","PALMA","RT","A","2002",1.51,
"GBR","INCOMEINEQ","PALMA","RT","A","2003",1.46,
"GBR","INCOMEINEQ","PALMA","RT","A","2004",1.46,
"GBR","INCOMEINEQ","PALMA","RT","A","2005",1.5,
"GBR","INCOMEINEQ","PALMA","RT","A","2006",1.54,
"GBR","INCOMEINEQ","PALMA","RT","A","2007",1.62,
"GBR","INCOMEINEQ","PALMA","RT","A","2008",1.58,
"GBR","INCOMEINEQ","PALMA","RT","A","2009",1.63,
"GBR","INCOMEINEQ","PALMA","RT","A","2010",1.44,
"GBR","INCOMEINEQ","PALMA","RT","A","2011",1.47,
"GBR","INCOMEINEQ","PALMA","RT","A","2012",1.45,
"GBR","INCOMEINEQ","PALMA","RT","A","2013",1.5,
"GBR","INCOMEINEQ","PALMA","RT","A","2014",1.49,
"GBR","INCOMEINEQ","PALMA","RT","A","2015",1.52,
"GBR","INCOMEINEQ","PALMA","RT","A","2016",1.45,
"GBR","INCOMEINEQ","PALMA","RT","A","2017",1.48,
"GBR","INCOMEINEQ","PALMA","RT","A","2018",1.55,
"GBR","INCOMEINEQ","PALMA","RT","A","2019",1.57,
"USA","INCOMEINEQ","PALMA","RT","A","2013",1.82,
"USA","INCOMEINEQ","PALMA","RT","A","2014",1.79,
"USA","INCOMEINEQ","PALMA","RT","A","2015",1.75,
"USA","INCOMEINEQ","PALMA","RT","A","2016",1.77,
"USA","INCOMEINEQ","PALMA","RT","A","2017",1.76,
"USA","INCOMEINEQ","PALMA","RT","A","2018",1.79,
"USA","INCOMEINEQ","PALMA","RT","A","2019",1.81,
"BRA","INCOMEINEQ","PALMA","RT","A","2006",3.38,
"BRA","INCOMEINEQ","PALMA","RT","A","2009",2.95,
"BRA","INCOMEINEQ","PALMA","RT","A","2011",2.93,
"BRA","INCOMEINEQ","PALMA","RT","A","2013",2.7,
"BRA","INCOMEINEQ","PALMA","RT","A","2016",2.92,
"CHL","INCOMEINEQ","PALMA","RT","A","2009",2.85,
"CHL","INCOMEINEQ","PALMA","RT","A","2011",2.73,
"CHL","INCOMEINEQ","PALMA","RT","A","2013",2.62,
"CHL","INCOMEINEQ","PALMA","RT","A","2015",2.47,
"CHL","INCOMEINEQ","PALMA","RT","A","2017",2.55,
"CHN","INCOMEINEQ","PALMA","RT","A","2011",3.86,
"CRI","INCOMEINEQ","PALMA","RT","A","2010",2.73,
"CRI","INCOMEINEQ","PALMA","RT","A","2011",2.87,
"CRI","INCOMEINEQ","PALMA","RT","A","2012",2.93,
"CRI","INCOMEINEQ","PALMA","RT","A","2013",3.09,
"CRI","INCOMEINEQ","PALMA","RT","A","2014",2.98,
"CRI","INCOMEINEQ","PALMA","RT","A","2015",2.85,
"CRI","INCOMEINEQ","PALMA","RT","A","2016",2.94,
"CRI","INCOMEINEQ","PALMA","RT","A","2017",2.88,
"CRI","INCOMEINEQ","PALMA","RT","A","2018",2.85,
"CRI","INCOMEINEQ","PALMA","RT","A","2019",2.83,
"CRI","INCOMEINEQ","PALMA","RT","A","2020",3.14,
"CRI","INCOMEINEQ","PALMA","RT","A","2021",2.98,
"EST","INCOMEINEQ","PALMA","RT","A","2013",1.45,
"EST","INCOMEINEQ","PALMA","RT","A","2014",1.37,
"EST","INCOMEINEQ","PALMA","RT","A","2015",1.25,
"EST","INCOMEINEQ","PALMA","RT","A","2016",1.15,
"EST","INCOMEINEQ","PALMA","RT","A","2017",1.1,
"EST","INCOMEINEQ","PALMA","RT","A","2018",1.09,
"EST","INCOMEINEQ","PALMA","RT","A","2019",1.1,
"IND","INCOMEINEQ","PALMA","RT","A","2004",2.88,
"IND","INCOMEINEQ","PALMA","RT","A","2011",3.09,
"ISR","INCOMEINEQ","PALMA","RT","A","2011",1.54,
"ISR","INCOMEINEQ","PALMA","RT","A","2012",1.56,
"ISR","INCOMEINEQ","PALMA","RT","A","2013",1.49,
"ISR","INCOMEINEQ","PALMA","RT","A","2014",1.53,
"ISR","INCOMEINEQ","PALMA","RT","A","2015",1.49,
"ISR","INCOMEINEQ","PALMA","RT","A","2016",1.38,
"ISR","INCOMEINEQ","PALMA","RT","A","2017",1.34,
"ISR","INCOMEINEQ","PALMA","RT","A","2018",1.38,
"ISR","INCOMEINEQ","PALMA","RT","A","2019",1.31,
"LVA","INCOMEINEQ","PALMA","RT","A","2004",1.52,
"LVA","INCOMEINEQ","PALMA","RT","A","2005",1.77,
"LVA","INCOMEINEQ","PALMA","RT","A","2006",1.39,
"LVA","INCOMEINEQ","PALMA","RT","A","2007",1.63,
"LVA","INCOMEINEQ","PALMA","RT","A","2008",1.62,
"LVA","INCOMEINEQ","PALMA","RT","A","2009",1.43,
"LVA","INCOMEINEQ","PALMA","RT","A","2010",1.36,
"LVA","INCOMEINEQ","PALMA","RT","A","2011",1.42,
"LVA","INCOMEINEQ","PALMA","RT","A","2012",1.37,
"LVA","INCOMEINEQ","PALMA","RT","A","2013",1.42,
"LVA","INCOMEINEQ","PALMA","RT","A","2014",1.41,
"LVA","INCOMEINEQ","PALMA","RT","A","2015",1.38,
"LVA","INCOMEINEQ","PALMA","RT","A","2016",1.37,
"LVA","INCOMEINEQ","PALMA","RT","A","2017",1.44,
"LVA","INCOMEINEQ","PALMA","RT","A","2018",1.42,
"LVA","INCOMEINEQ","PALMA","RT","A","2019",1.38,"P"
"LVA","INCOMEINEQ","PALMA","RT","A","2020",1.46,"P"
"LTU","INCOMEINEQ","PALMA","RT","A","2004",1.41,
"LTU","INCOMEINEQ","PALMA","RT","A","2005",1.43,
"LTU","INCOMEINEQ","PALMA","RT","A","2006",1.26,
"LTU","INCOMEINEQ","PALMA","RT","A","2007",1.32,
"LTU","INCOMEINEQ","PALMA","RT","A","2008",1.48,
"LTU","INCOMEINEQ","PALMA","RT","A","2009",1.51,
"LTU","INCOMEINEQ","PALMA","RT","A","2010",1.24,
"LTU","INCOMEINEQ","PALMA","RT","A","2011",1.19,
"LTU","INCOMEINEQ","PALMA","RT","A","2012",1.41,
"LTU","INCOMEINEQ","PALMA","RT","A","2013",1.42,
"LTU","INCOMEINEQ","PALMA","RT","A","2014",1.66,
"LTU","INCOMEINEQ","PALMA","RT","A","2015",1.59,
"LTU","INCOMEINEQ","PALMA","RT","A","2016",1.64,
"LTU","INCOMEINEQ","PALMA","RT","A","2017",1.61,
"LTU","INCOMEINEQ","PALMA","RT","A","2018",1.49,
"LTU","INCOMEINEQ","PALMA","RT","A","2019",1.48,
"RUS","INCOMEINEQ","PALMA","RT","A","2011",1.59,
"RUS","INCOMEINEQ","PALMA","RT","A","2016",1.28,
"RUS","INCOMEINEQ","PALMA","RT","A","2017",1.19,
"SVN","INCOMEINEQ","PALMA","RT","A","2004",0.8,
"SVN","INCOMEINEQ","PALMA","RT","A","2005",0.8,
"SVN","INCOMEINEQ","PALMA","RT","A","2006",0.79,
"SVN","INCOMEINEQ","PALMA","RT","A","2007",0.79,
"SVN","INCOMEINEQ","PALMA","RT","A","2008",0.77,
"SVN","INCOMEINEQ","PALMA","RT","A","2009",0.82,
"SVN","INCOMEINEQ","PALMA","RT","A","2010",0.82,
"SVN","INCOMEINEQ","PALMA","RT","A","2011",0.81,
"SVN","INCOMEINEQ","PALMA","RT","A","2012",0.83,
"SVN","INCOMEINEQ","PALMA","RT","A","2013",0.86,
"SVN","INCOMEINEQ","PALMA","RT","A","2014",0.85,
"SVN","INCOMEINEQ","PALMA","RT","A","2015",0.84,
"SVN","INCOMEINEQ","PALMA","RT","A","2016",0.81,
"SVN","INCOMEINEQ","PALMA","RT","A","2017",0.81,
"SVN","INCOMEINEQ","PALMA","RT","A","2018",0.85,
"SVN","INCOMEINEQ","PALMA","RT","A","2019",0.83,
"ZAF","INCOMEINEQ","PALMA","RT","A","2015",7.14,
"ZAF","INCOMEINEQ","PALMA","RT","A","2017",6.89,
"KOR","INCOMEINEQ","PALMA","RT","A","2011",1.74,
"KOR","INCOMEINEQ","PALMA","RT","A","2012",1.71,
"KOR","INCOMEINEQ","PALMA","RT","A","2013",1.59,
"KOR","INCOMEINEQ","PALMA","RT","A","2014",1.51,
"KOR","INCOMEINEQ","PALMA","RT","A","2015",1.42,
"KOR","INCOMEINEQ","PALMA","RT","A","2016",1.45,
"KOR","INCOMEINEQ","PALMA","RT","A","2017",1.44,
"KOR","INCOMEINEQ","PALMA","RT","A","2018",1.36,
"KOR","INCOMEINEQ","PALMA","RT","A","2019",1.32,
"KOR","INCOMEINEQ","PALMA","RT","A","2020",1.28,
"BGR","INCOMEINEQ","P50P10","RT","A","2006",2.7,
"BGR","INCOMEINEQ","P50P10","RT","A","2007",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2008",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2009",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2010",2.4,
"BGR","INCOMEINEQ","P50P10","RT","A","2011",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2012",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2013",2.6,
"BGR","INCOMEINEQ","P50P10","RT","A","2014",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2015",2.6,
"BGR","INCOMEINEQ","P50P10","RT","A","2016",2.6,
"BGR","INCOMEINEQ","P50P10","RT","A","2017",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2018",2.5,
"BGR","INCOMEINEQ","P50P10","RT","A","2019",2.6,
"BGR","INCOMEINEQ","P90P10","RT","A","2006",5.6,
"BGR","INCOMEINEQ","P90P10","RT","A","2007",5.4,
"BGR","INCOMEINEQ","P90P10","RT","A","2008",4.8,
"BGR","INCOMEINEQ","P90P10","RT","A","2009",5,
"BGR","INCOMEINEQ","P90P10","RT","A","2010",4.8,
"BGR","INCOMEINEQ","P90P10","RT","A","2011",5.1,
"BGR","INCOMEINEQ","P90P10","RT","A","2012",5.3,
"BGR","INCOMEINEQ","P90P10","RT","A","2013",5.4,
"BGR","INCOMEINEQ","P90P10","RT","A","2014",5.5,
"BGR","INCOMEINEQ","P90P10","RT","A","2015",5.8,
"BGR","INCOMEINEQ","P90P10","RT","A","2016",5.8,
"BGR","INCOMEINEQ","P90P10","RT","A","2017",5.5,
"BGR","INCOMEINEQ","P90P10","RT","A","2018",5.8,
"BGR","INCOMEINEQ","P90P10","RT","A","2019",5.8,
"BGR","INCOMEINEQ","P90P50","RT","A","2006",2,
"BGR","INCOMEINEQ","P90P50","RT","A","2007",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2008",2,
"BGR","INCOMEINEQ","P90P50","RT","A","2009",2,
"BGR","INCOMEINEQ","P90P50","RT","A","2010",2,
"BGR","INCOMEINEQ","P90P50","RT","A","2011",2,
"BGR","INCOMEINEQ","P90P50","RT","A","2012",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"BGR","INCOMEINEQ","P90P50","RT","A","2014",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2015",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2016",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2017",2.2,
"BGR","INCOMEINEQ","P90P50","RT","A","2018",2.3,
"BGR","INCOMEINEQ","P90P50","RT","A","2019",2.3,
"BGR","INCOMEINEQ","S80S20","RT","A","2006",7.1,
"BGR","INCOMEINEQ","S80S20","RT","A","2007",6.9,
"BGR","INCOMEINEQ","S80S20","RT","A","2008",5.8,
"BGR","INCOMEINEQ","S80S20","RT","A","2009",5.9,
"BGR","INCOMEINEQ","S80S20","RT","A","2010",5.8,
"BGR","INCOMEINEQ","S80S20","RT","A","2011",6.3,
"BGR","INCOMEINEQ","S80S20","RT","A","2012",6.6,
"BGR","INCOMEINEQ","S80S20","RT","A","2013",6.7,
"BGR","INCOMEINEQ","S80S20","RT","A","2014",7.1,
"BGR","INCOMEINEQ","S80S20","RT","A","2015",7.7,
"BGR","INCOMEINEQ","S80S20","RT","A","2016",8.3,
"BGR","INCOMEINEQ","S80S20","RT","A","2017",7.7,
"BGR","INCOMEINEQ","S80S20","RT","A","2018",8.1,
"BGR","INCOMEINEQ","S80S20","RT","A","2019",8.1,
"BGR","INCOMEINEQ","PALMA","RT","A","2006",1.42,
"BGR","INCOMEINEQ","PALMA","RT","A","2007",1.52,
"BGR","INCOMEINEQ","PALMA","RT","A","2008",1.27,
"BGR","INCOMEINEQ","PALMA","RT","A","2009",1.27,
"BGR","INCOMEINEQ","PALMA","RT","A","2010",1.27,
"BGR","INCOMEINEQ","PALMA","RT","A","2011",1.35,
"BGR","INCOMEINEQ","PALMA","RT","A","2012",1.47,
"BGR","INCOMEINEQ","PALMA","RT","A","2013",1.45,
"BGR","INCOMEINEQ","PALMA","RT","A","2014",1.57,
"BGR","INCOMEINEQ","PALMA","RT","A","2015",1.64,
"BGR","INCOMEINEQ","PALMA","RT","A","2016",1.89,
"BGR","INCOMEINEQ","PALMA","RT","A","2017",1.83,
"BGR","INCOMEINEQ","PALMA","RT","A","2018",1.95,
"BGR","INCOMEINEQ","PALMA","RT","A","2019",1.89,
"BGR","INCOMEINEQ","GINI","INEQ","A","2006",0.353,
"BGR","INCOMEINEQ","GINI","INEQ","A","2007",0.363,
"BGR","INCOMEINEQ","GINI","INEQ","A","2008",0.33,
"BGR","INCOMEINEQ","GINI","INEQ","A","2009",0.33,
"BGR","INCOMEINEQ","GINI","INEQ","A","2010",0.329,
"BGR","INCOMEINEQ","GINI","INEQ","A","2011",0.34,
"BGR","INCOMEINEQ","GINI","INEQ","A","2012",0.356,
"BGR","INCOMEINEQ","GINI","INEQ","A","2013",0.354,
"BGR","INCOMEINEQ","GINI","INEQ","A","2014",0.369,
"BGR","INCOMEINEQ","GINI","INEQ","A","2015",0.377,
"BGR","INCOMEINEQ","GINI","INEQ","A","2016",0.402,
"BGR","INCOMEINEQ","GINI","INEQ","A","2017",0.395,
"BGR","INCOMEINEQ","GINI","INEQ","A","2018",0.408,
"BGR","INCOMEINEQ","GINI","INEQ","A","2019",0.402,
"ROU","INCOMEINEQ","P50P10","RT","A","2006",2.9,
"ROU","INCOMEINEQ","P50P10","RT","A","2007",2.8,
"ROU","INCOMEINEQ","P50P10","RT","A","2008",2.7,
"ROU","INCOMEINEQ","P50P10","RT","A","2009",2.6,
"ROU","INCOMEINEQ","P50P10","RT","A","2010",2.6,
"ROU","INCOMEINEQ","P50P10","RT","A","2011",2.7,
"ROU","INCOMEINEQ","P50P10","RT","A","2012",2.8,
"ROU","INCOMEINEQ","P50P10","RT","A","2013",2.9,
"ROU","INCOMEINEQ","P50P10","RT","A","2014",3.1,
"ROU","INCOMEINEQ","P50P10","RT","A","2015",2.9,
"ROU","INCOMEINEQ","P50P10","RT","A","2016",2.8,
"ROU","INCOMEINEQ","P50P10","RT","A","2017",2.9,
"ROU","INCOMEINEQ","P50P10","RT","A","2018",2.8,
"ROU","INCOMEINEQ","P50P10","RT","A","2019",2.8,
"ROU","INCOMEINEQ","P90P10","RT","A","2006",6.4,
"ROU","INCOMEINEQ","P90P10","RT","A","2007",6.1,
