facid,facility_name,penalties,penalties_sum,bed_capacity,fac_fdr,penalties_per_10_beds,penalties_sum_per_10_beds
950000033,CHINO VALLEY HEALTH CARE CENTER,4,67150.0,102.0,SKILLED NURSING FACILITY,0.39,6583.33
950000036,OLIVE VISTA BEHAVIORAL HEALTH CENTER,11,21000.0,120.0,SKILLED NURSING FACILITY,0.92,1750.0
950000038,EL MONTE CONVALESCENT HOSPITAL,3,3100.0,99.0,SKILLED NURSING FACILITY,0.3,313.13
950000039,ATHERTON BAPTIST HOME-SAM B. WEST,3,6000.0,99.0,SKILLED NURSING FACILITY,0.3,606.06
950000040,COUNTRY OAKS CARE CENTER,2,24600.0,81.0,SKILLED NURSING FACILITY,0.25,3037.04
950000041,POMONA VISTA CARE CENTER,6,19500.0,59.0,SKILLED NURSING FACILITY,1.02,3305.08
950000042,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,12,59750.0,99.0,SKILLED NURSING FACILITY,1.21,6035.35
950000044,WEST HAVEN HEALTHCARE,7,12200.0,99.0,SKILLED NURSING FACILITY,0.71,1232.32
950000045,ARCADIA CARE CENTER,5,10000.0,117.0,SKILLED NURSING FACILITY,0.43,854.7
950000046,HARVARD CREEK POST ACUTE,5,22800.0,59.0,SKILLED NURSING FACILITY,0.85,3864.41
950000047,COAST CARE CONVALESCENT CENTER,7,8800.0,48.0,SKILLED NURSING FACILITY,1.46,1833.33
950000048,MONROVIA GARDENS HEALTHCARE CENTER,6,60000.0,95.0,SKILLED NURSING FACILITY,0.63,6315.79
950000049,WEST COVINA HEALTHCARE CENTER,4,22000.0,97.0,SKILLED NURSING FACILITY,0.41,2268.04
950000050,MISSION CARE CENTER,4,19100.0,59.0,SKILLED NURSING FACILITY,0.68,3237.29
950000052,CASA BONITA CONVALESCENT HOSPITAL,19,70000.0,106.0,SKILLED NURSING FACILITY,1.79,6603.77
950000053,CLAREMONT MANOR CARE CENTER,2,6700.0,59.0,SKILLED NURSING FACILITY,0.34,1135.59
950000054,BEACON HEALTHCARE CENTER,4,38000.0,54.0,SKILLED NURSING FACILITY,0.74,7037.04
950000056,DEL MAR CONVALESCENT HOSPITAL,1,500.0,59.0,SKILLED NURSING FACILITY,0.17,84.75
950000057,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",1,2000.0,75.0,SKILLED NURSING FACILITY,0.13,266.67
950000058,GREEN ACRES HEALTHCARE CENTER,6,28800.0,85.0,SKILLED NURSING FACILITY,0.71,3388.24
950000060,ROYAL TERRACE HEALTH CARE,5,42000.0,58.0,SKILLED NURSING FACILITY,0.86,7241.38
950000061,SUNNY VILLAGE CARE CENTER,8,18950.0,99.0,SKILLED NURSING FACILITY,0.81,1914.14
950000062,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,6,26000.0,99.0,SKILLED NURSING FACILITY,0.61,2626.26
950000063,THE GARDENS OF EL MONTE,3,4800.0,53.0,SKILLED NURSING FACILITY,0.57,905.66
950000066,LANDMARK MEDICAL CENTER,16,63200.0,95.0,SKILLED NURSING FACILITY,1.68,6652.63
950000068,LAUREL PARK BEHAVIORAL HEALTH CENTER,2,2900.0,43.0,SKILLED NURSING FACILITY,0.47,674.42
950000073,MONROVIA POST ACUTE,9,70400.0,82.0,SKILLED NURSING FACILITY,1.1,8585.37
950000076,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",4,8000.0,96.0,SKILLED NURSING FACILITY,0.42,833.33
950000077,VICTORIA CARE CENTER,4,6000.0,49.0,SKILLED NURSING FACILITY,0.82,1224.49
950000078,MOUNT SAN ANTONIO GARDENS,3,22000.0,74.0,SKILLED NURSING FACILITY,0.41,2972.97
950000079,INLAND VALLEY CARE AND REHABILITATION CENTER,18,150812.0,241.0,SKILLED NURSING FACILITY,0.75,6257.76
950000081,PARK AVENUE HEALTHCARE & WELLNESS CENTER,23,209800.0,231.0,SKILLED NURSING FACILITY,1.0,9082.25
950000083,PENN MAR THERAPEUTIC CENTER,3,14000.0,45.0,SKILLED NURSING FACILITY,0.67,3111.11
950000084,PILGRIM PLACE HEALTH SERVICES CENTER,2,35000.0,62.0,SKILLED NURSING FACILITY,0.32,5645.16
950000085,SANTA ANITA CONVALESCENT HOSPITAL,13,63800.0,391.0,SKILLED NURSING FACILITY,0.33,1631.71
950000088,CLARA BALDWIN STOCKER HOME FOR WOMEN,2,4000.0,48.0,SKILLED NURSING FACILITY,0.42,833.33
950000092,WOODS HEALTH SERVICES,5,34600.0,59.0,SKILLED NURSING FACILITY,0.85,5864.41
950000100,IVY CREEK HEALTHCARE & WELLNESS CENTRE,9,73750.0,98.0,SKILLED NURSING FACILITY,0.92,7525.51
950000101,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",1,2000.0,97.0,SKILLED NURSING FACILITY,0.1,206.19
950000103,EASTLAND SUBACUTE AND REHABILITATION CENTER,3,12600.0,139.0,SKILLED NURSING FACILITY,0.22,906.47
950000104,ROYAL GARDENS HEALTHCARE,2,13000.0,43.0,SKILLED NURSING FACILITY,0.47,3023.26
950000105,SUNSET MANOR CONVALESCENT HOSPITAL,5,7100.0,81.0,SKILLED NURSING FACILITY,0.62,876.54
950000249,MAYFLOWER CARE CENTER,3,9800.0,59.0,SKILLED NURSING FACILITY,0.51,1661.02
950000256,GLENDORA CANYON TRANSITIONAL CARE UNIT,12,93500.0,120.0,SKILLED NURSING FACILITY,1.0,7791.67
950000260,ROYAL OAKS MANOR - BRADBURY OAKS,4,36500.0,48.0,SKILLED NURSING FACILITY,0.83,7604.17
950000277,SERENTO CASA,8,70500.0,45.0,SKILLED NURSING FACILITY,1.78,15666.67
960000907,EDGEWOOD CENTER,3,10000.0,59.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0.51,1694.92
960000945,GOLDEN STATE CARE CENTER,16,36650.0,155.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1.03,2364.52
960000947,HELEN EVANS HOME,3,15700.0,42.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0.71,3738.1
960000949,"GLENRIDGE CENTER, #140",12,11700.0,59.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2.03,1983.05
960001457,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,4,33600.0,185.0,SKILLED NURSING FACILITY,0.22,1816.22
960001459,EL ENCANTO HEALTHCARE & HABILIATION CTR D/P ICFDD,3,11000.0,59.0,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0.51,1864.41
970000001,ALCOTT REHABILITATION HOSPITAL,4,23900.0,121.0,SKILLED NURSING FACILITY,0.33,1975.21
970000003,ALEXANDRIA CARE CENTER,18,168050.0,177.0,SKILLED NURSING FACILITY,1.02,9494.35
970000005,BRIER OAK ON SUNSET,10,166300.0,159.0,SKILLED NURSING FACILITY,0.63,10459.12
970000009,VIEW PARK CONVALESCENT CENTER,6,26800.0,99.0,SKILLED NURSING FACILITY,0.61,2707.07
970000015,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,11,180150.0,99.0,SKILLED NURSING FACILITY,1.11,18196.97
970000017,SUNNYVIEW CARE CENTER,6,30600.0,93.0,SKILLED NURSING FACILITY,0.65,3290.32
970000021,LA BREA REHABILITATION CENTER,18,217050.0,141.0,SKILLED NURSING FACILITY,1.28,15393.62
970000029,KINGSLEY MANOR CARE CENTER,6,48600.0,51.0,SKILLED NURSING FACILITY,1.18,9529.41
970000035,COUNTRY VILLA EAST NURSING CENTER,5,34100.0,99.0,SKILLED NURSING FACILITY,0.51,3444.44
970000037,"FLOWER VILLA, INC.",6,73050.0,41.0,SKILLED NURSING FACILITY,1.46,17817.07
970000039,HOLLYWOOD PREMIER HEALTHCARE CENTER,6,55350.0,99.0,SKILLED NURSING FACILITY,0.61,5590.91
970000043,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,11,101400.0,156.0,SKILLED NURSING FACILITY,0.71,6500.0
970000046,SUNRAY HEALTHCARE CENTER,5,7000.0,99.0,SKILLED NURSING FACILITY,0.51,707.07
970000050,VERNON HEALTHCARE CENTER,38,255700.0,99.0,SKILLED NURSING FACILITY,3.84,25828.28
970000052,ST. ANDREWS HEALTHCARE,2,3000.0,59.0,SKILLED NURSING FACILITY,0.34,508.47
970000054,WESTERN CONVALESCENT HOSPITAL,74,227000.0,129.0,SKILLED NURSING FACILITY,5.74,17596.9
970000058,PALAZZO POST ACUTE,4,54600.0,99.0,SKILLED NURSING FACILITY,0.4,5515.15
970000062,GARDEN CREST REHABILITATION CENTER,1,20000.0,72.0,SKILLED NURSING FACILITY,0.14,2777.78
970000064,MANCHESTER MANOR CVLT HOSPITAL,7,89000.0,49.0,SKILLED NURSING FACILITY,1.43,18163.27
970000066,THE CALIFORNIAN - PASADENA CONVALESCENT HOSPITAL,4,8000.0,82.0,SKILLED NURSING FACILITY,0.49,975.61
970000068,GEM TRANSITIONAL CARE CENTER,6,14700.0,75.0,SKILLED NURSING FACILITY,0.8,1960.0
970000070,INFINITY CARE OF EAST LOS ANGELES,7,69500.0,99.0,SKILLED NURSING FACILITY,0.71,7020.2
970000075,HUNTINGTON POST ACUTE,7,15550.0,130.0,SKILLED NURSING FACILITY,0.54,1196.15
970000077,SOUTH PASADENA CARE CENTER,33,230200.0,156.0,SKILLED NURSING FACILITY,2.12,14756.41
970000081,LEISURE GLEN POST ACUTE CARE CENTER,9,55300.0,125.0,SKILLED NURSING FACILITY,0.72,4424.0
970000083,COUNTRY VILLA LOS FELIZ NURSING CENTER,7,68650.0,131.0,SKILLED NURSING FACILITY,0.53,5240.46
970000085,GLENDALE HEALTHCARE CENTER,2,19800.0,48.0,SKILLED NURSING FACILITY,0.42,4125.0
970000089,COLLEGE VISTA POST-ACUTE,6,45000.0,49.0,SKILLED NURSING FACILITY,1.22,9183.67
970000097,SKYLINE HEALTHCARE CENTER-LOS ANGELES,10,33600.0,99.0,SKILLED NURSING FACILITY,1.01,3393.94
970000099,SOLHEIM SENIOR COMMUNITY,2,30100.0,76.0,SKILLED NURSING FACILITY,0.26,3960.53
970000103,VIRGIL REHABILITATION AND SKILLED NURSING CENTER,9,27500.0,124.0,SKILLED NURSING FACILITY,0.73,2217.74
970000107,YORK HEALTHCARE & WELLNESS CENTRE,6,82000.0,107.0,SKILLED NURSING FACILITY,0.56,7663.55
970000109,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP.",8,22650.0,90.0,SKILLED NURSING FACILITY,0.89,2516.67
970000111,KEI-AI LOS ANGELES HEALTHCARE CENTER,8,56350.0,300.0,SKILLED NURSING FACILITY,0.27,1878.33
970000115,HUNTINGTON HEALTHCARE CENTER,37,216550.0,99.0,SKILLED NURSING FACILITY,3.74,21873.74
970000117,HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,5,96900.0,59.0,SKILLED NURSING FACILITY,0.85,16423.73
970000121,ALDEN TERRACE CONVALESCENT HOSPITAL,5,13750.0,210.0,SKILLED NURSING FACILITY,0.24,654.76
970000123,ANGELS NURSING HEALTH CENTER,14,7600.0,49.0,SKILLED NURSING FACILITY,2.86,1551.02
970000125,BONNIE BRAE SKILLED NURSING,10,126000.0,59.0,SKILLED NURSING FACILITY,1.69,21355.93
970000127,BURLINGTON CONVALESCENT HOSPITAL,5,58550.0,124.0,SKILLED NURSING FACILITY,0.4,4721.77
970000129,ALVARADO CARE CENTER,7,12300.0,72.0,SKILLED NURSING FACILITY,0.97,1708.33
970000131,CALIFORNIA POST ACUTE,44,121550.0,66.0,SKILLED NURSING FACILITY,6.67,18416.67
970000133,GRAND PARK CONVALESCENT HOSPITAL,5,21150.0,151.0,SKILLED NURSING FACILITY,0.33,1400.66
970000135,UNIVERSITY PARK HEALTHCARE CENTER,8,76100.0,88.0,SKILLED NURSING FACILITY,0.91,8647.73
970000137,COUNTRY VILLA REHABILITATION CENTER,9,56700.0,180.0,SKILLED NURSING FACILITY,0.5,3150.0
970000139,LAKEVIEW TERRACE,22,208700.0,99.0,SKILLED NURSING FACILITY,2.22,21080.81
970000141,MAPLE HEALTHCARE CENTER,5,57550.0,59.0,SKILLED NURSING FACILITY,0.85,9754.24
970000143,MID-WILSHIRE HEALTH CARE CENTER,7,12800.0,80.0,SKILLED NURSING FACILITY,0.88,1600.0
970000145,OLYMPIA CONVALESCENT HOSPITAL,11,62700.0,135.0,SKILLED NURSING FACILITY,0.81,4644.44
970000147,WESTLAKE CONVALESCENT HOSPITAL,4,38000.0,114.0,SKILLED NURSING FACILITY,0.35,3333.33
970000149,TEMPLE PARK CONVALESCENT HOSPITAL,3,18000.0,99.0,SKILLED NURSING FACILITY,0.3,1818.18
970000161,PASADENA GROVE HEALTH CENTER,5,9350.0,71.0,SKILLED NURSING FACILITY,0.7,1316.9
970000163,CAMELLIA GARDENS CARE CENTER,4,19500.0,80.0,SKILLED NURSING FACILITY,0.5,2437.5
970000165,ROSE GARDEN HEALTHCARE CENTER,9,112850.0,95.0,SKILLED NURSING FACILITY,0.95,11878.95
970000167,SAINT VINCENT HEALTHCARE,4,18500.0,78.0,SKILLED NURSING FACILITY,0.51,2371.79
970000169,HERITAGE MANOR,2,1000.0,99.0,SKILLED NURSING FACILITY,0.2,101.01
970000174,FOOTHILL HEIGHTS CARE CENTER,7,10950.0,49.0,SKILLED NURSING FACILITY,1.43,2234.69
970000176,"TWO PALMS NURSING CENTER, INC.",8,40800.0,50.0,SKILLED NURSING FACILITY,1.6,8160.0
970000178,VILLA GARDENS HEALTH CARE UNIT,1,500.0,54.0,SKILLED NURSING FACILITY,0.19,92.59
970000184,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,4,23000.0,99.0,SKILLED NURSING FACILITY,0.4,2323.23
970000186,LEGACY HEALTHCARE CENTER,15,82450.0,54.0,SKILLED NURSING FACILITY,2.78,15268.52
970000188,"PASADENA CARE CENTER, LLC",8,57000.0,99.0,SKILLED NURSING FACILITY,0.81,5757.58
970000194,BRIGHTON CARE CENTER,11,21200.0,99.0,SKILLED NURSING FACILITY,1.11,2141.41
