facid,facname,fac_fdr,bed_capacity_type,bed_capacity,county_name
080000147,PALOMAR MEDICAL CENTER POWAY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,SAN DIEGO
240000082,COMMUNITY HOSPITAL OF SAN BERNARDINO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,11,SAN BERNARDINO
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,11,SACRAMENTO
140000195,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,CONTRA COSTA
050000031,TENET HEALTH CENTRAL COAST SIERRA VISTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,11,SAN LUIS OBISPO
050000030,SANTA YNEZ VALLEY COTTAGE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,11,SANTA BARBARA
070000139,DOMINICAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,SANTA CRUZ
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,11,LOS ANGELES
060000024,LA PALMA INTERCOMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,ORANGE
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,11,LOS ANGELES
250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,11,RIVERSIDE
630011959,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,11,RIVERSIDE
930000829,BMA CARSON COMMUNITY DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,11,LOS ANGELES
930000028,WEST HILLS HOSPITAL & MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,11,LOS ANGELES
070000147,SALINAS VALLEY MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,11,MONTEREY
070000145,NATIVIDAD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,MONTEREY
110000049,SUTTER COAST HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,10,DEL NORTE
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SONOMA
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN JOAQUIN
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
930000082,COMMUNITY HOSPITAL LONG BEACH,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,NEVADA
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,LOS ANGELES
630011475,JOYCE EISENBERG KEEFER MEDICAL CENTER,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,10,LOS ANGELES
040000101,COMMUNITY REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,BURN,10,FRESNO
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
120001330,BAKERSFIELD HEART HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,KERN
150001237,MULE CREEK PRISON CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,CORRECTIONAL TREATMENT CENTER,10,AMADOR
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,10,SAN JOAQUIN
140001086,KAISER FOUNDATION HOSPITAL - FREMONT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,ALAMEDA
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
080000152,TRI-CITY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,10,SAN DIEGO
140000797,STANFORD HEALTH CARE - VALLEYCARE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,ALAMEDA
070000155,WATSONVILLE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,SANTA CRUZ
930000052,PIH HEALTH HOSPITAL - DOWNEY,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
070000815,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC DAY H,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,PEDI. DAY & RESPITE CARE,10,SANTA CLARA
060000040,LAC+USC MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
140000704,SAN RAMON REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,CONTRA COSTA
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SACRAMENTO
110000040,PETALUMA VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,SONOMA
110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,SONOMA
930000015,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,LOS ANGELES
930000015,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
930000884,HIGH DESERT HEMODIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,10,LOS ANGELES
030001506,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,BURN,10,SACRAMENTO
930000012,BEVERLY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,LOS ANGELES
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,EL DORADO
110000021,MAD RIVER COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,HUMBOLDT
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,10,SAN FRANCISCO
050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,VENTURA
220000029,SAINT FRANCIS MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN FRANCISCO
050000035,ST JOHNS REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,VENTURA
050000035,ST JOHNS REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,VENTURA
050000037,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,SAN LUIS OBISPO
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SANTA CLARA
220000018,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS AND ORTHOPEDIC IN,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN FRANCISCO
240000082,COMMUNITY HOSPITAL OF SAN BERNARDINO,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SAN BERNARDINO
240000054,VICTOR VALLEY GLOBAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN BERNARDINO
050000953,NEURORESTORATIVE CALIFORNIA,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,VENTURA
050001278,MOORPARK HEALTHCARE CENTER,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,VENTURA
060000002,AHMC ANAHEIM REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,ORANGE
120001464,SIERRA VIEW MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,TULARE
630019879,MONTE NIDO EAST BAY,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,CONTRA COSTA
240000024,KAISER FOUNDATION HOSPITAL FONTANA,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC INTENSIVE CARE UNIT,10,SAN BERNARDINO
120001464,SIERRA VIEW MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,TULARE
980002279,NEURORESTORATIVE CALIFORNIA,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,LOS ANGELES
030000037,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SACRAMENTO
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,RENAL TRANSPLANT,10,SACRAMENTO
030000037,METHODIST HOSPITAL OF SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SACRAMENTO
980001273,NEURORESTORATIVE CALIFORNIA,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,LOS ANGELES
250000048,PACIFIC GROVE HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,CHEMICAL DEPENDENCY RECOVERY,10,RIVERSIDE
140000148,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,ALAMEDA
110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,SONOMA
070000146,O'CONNOR HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,SANTA CLARA
220000031,UCSF MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,10,SAN FRANCISCO
120000336,ADVENTIST HEALTH DELANO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,KERN
230000444,PATIENTS' HOSPITAL OF REDDING,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,10,SHASTA
630016884,"ARCHWOOD HOUSE CLHF, INC.",CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,10,LOS ANGELES
060000066,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,ORANGE
070000139,DOMINICAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SANTA CRUZ
060000016,WEST ANAHEIM MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,ORANGE
230000017,SENECA DISTRICT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,10,PLUMAS
230000014,OROVILLE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,BUTTE
230000014,OROVILLE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,BUTTE
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SHASTA
070000137,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,MONTEREY
090000025,SCRIPPS MERCY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SAN DIEGO
950000236,EMANATE HEALTH HOSPICE,SKILLED NURSING FACILITY,SKILLED NURSING,10,LOS ANGELES
070000137,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,MONTEREY
090000013,ALVARADO HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SAN DIEGO
060000016,WEST ANAHEIM MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,ORANGE
040000111,MADERA COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,MADERA
090000145,PARADISE VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,SAN DIEGO
630010968,FORT BRAGG DIALYSIS - DCI,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,10,MENDOCINO
930000096,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES
930000096,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,10,LOS ANGELES
230000004,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,9,PLUMAS
050000016,FRENCH HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,9,SAN LUIS OBISPO
240000054,VICTOR VALLEY GLOBAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,9,SAN BERNARDINO
030000130,KAISER FOUNDATION HOSPITAL - SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,SACRAMENTO
630016324,SANDERLING DIALYSIS OF TEHACHAPI,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,9,KERN
930000897,U.S. RENAL CARE EARL STREET DIALYSIS,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,9,LOS ANGELES
120000411,ADVENTIST HEALTH BAKERSFIELD,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,9,KERN
240000082,COMMUNITY HOSPITAL OF SAN BERNARDINO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,9,SAN BERNARDINO
050000039,VENTURA COUNTY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,9,VENTURA
010000998,ABLE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,9,MARIN
110000040,PETALUMA VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,SONOMA
060000021,SOUTH COAST GLOBAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,ORANGE
050000039,VENTURA COUNTY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,VENTURA
140000041,ST ROSE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,ALAMEDA
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,9,PLACER
060000025,LOS ALAMITOS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,ORANGE
040001397,FRESNO HEART AND SURGICAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,FRESNO
630013913,SAN LEANDRO HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,ALAMEDA
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,9,PLACER
240000002,BEAR VALLEY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,9,SAN BERNARDINO
110000057,JEROLD PHELPS COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,9,HUMBOLDT
030000143,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,SAN JOAQUIN
090000021,SHARP CHULA VISTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,9,SAN DIEGO
020001282,GEORGE MARK CHILDREN'S HOUSE,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,9,ALAMEDA
930000022,CENTINELA HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,9,LOS ANGELES
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,LOS ANGELES
630018030,WEST SACRAMENTO NURSING AND REHABILITATION CENTER,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,9,YOLO
630017964,SANDERLING DIALYSIS OF CRESCENT CITY,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,9,DEL NORTE
140000797,STANFORD HEALTH CARE - VALLEYCARE,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,ALAMEDA
050000708,MITCHELL HOME - EUCALYPTUS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,9,VENTURA
060000021,SOUTH COAST GLOBAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,9,ORANGE
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,LOS ANGELES
030000118,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN JOAQUIN
070000146,O'CONNOR HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SANTA CLARA
090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,RENAL TRANSPLANT,8,SAN DIEGO
240001692,CHESHIRE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,8,SAN BERNARDINO
140000011,ALAMEDA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,ALAMEDA
090000146,PIONEERS MEMORIAL HEALTHCARE DISTRICT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,IMPERIAL
930000052,PIH HEALTH HOSPITAL - DOWNEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES
630017198,CLEMENTINE MALIBU LAKE,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,8,LOS ANGELES
630017081,ST. GRACE MANOR 2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,8,SAN BERNARDINO
240001729,MARIAH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,8,SAN BERNARDINO
930000125,SAN DIMAS COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES
250000012,HEMET GLOBAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,RIVERSIDE
220000029,SAINT FRANCIS MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SAN FRANCISCO
220000022,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC INTENSIVE CARE UNIT,8,SAN FRANCISCO
070000137,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,MONTEREY
220000023,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN FRANCISCO
050000009,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN LUIS OBISPO
630022775,RICHARD J. DONOVAN STATE PRISON DIALYSIS CLINIC,CHRONIC DIALYSIS CLINIC,DIALYSIS STATIONS,8,SAN DIEGO
090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,BURN,8,SAN DIEGO
240000025,LOMA LINDA UNIVERSITY MEDICAL CENTER EAST CAMPUS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN BERNARDINO
110000045,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,8,HUMBOLDT
060000025,LOS ALAMITOS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,ORANGE
030000141,SUTTER TRACY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN JOAQUIN
930000013,CATALINA ISLAND MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,8,LOS ANGELES
090000048,KINDRED HOSPITAL - SAN DIEGO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN DIEGO
110000070,ADVENTIST HEALTH UKIAH VALLEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,MENDOCINO
030000127,MERCY SAN JUAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SACRAMENTO
930000028,WEST HILLS HOSPITAL & MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,BURN,8,LOS ANGELES
240000009,MONTCLAIR HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN BERNARDINO
140001268,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SONOMA
240000104,PROVIDENCE ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,SAN BERNARDINO
240000104,PROVIDENCE ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SAN BERNARDINO
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,SACRAMENTO
930000047,LAKEWOOD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,8,SAN JOAQUIN
030000134,SUTTER ROSEVILLE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,PLACER
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES
030000120,MARK TWAIN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,CALAVERAS
630011293,MONARCH HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,8,SAN DIEGO
030000108,SUTTER AMADOR HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,8,AMADOR
240001511,ITUMA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,8,SAN BERNARDINO
030000114,BARTON MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,EL DORADO
240001515,KINDRED HOSPITAL RANCHO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,SAN BERNARDINO
250000011,EISENHOWER MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,RIVERSIDE
930000114,COLLEGE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES
110000621,JEROLD PHELPS COMMUNITY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,8,HUMBOLDT
930000114,COLLEGE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES
930000140,SHERMAN OAKS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES
930000140,SHERMAN OAKS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES
140000034,HIGHLAND HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,ALAMEDA
250000004,KINDRED HOSPITAL RIVERSIDE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,RIVERSIDE
030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SACRAMENTO
070000136,EL CAMINO HEALTH LOS GATOS,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,SANTA CLARA
140000195,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,CONTRA COSTA
060000027,LAC/HARBOR UCLA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,8,LOS ANGELES
060000071,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,BURN,8,ORANGE
050000039,VENTURA COUNTY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC INTENSIVE CARE UNIT,8,VENTURA
050000026,ST JOHNS PLEASANT VALLEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,VENTURA
050000021,MARIAN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,8,SANTA BARBARA
050000455,ADVENTIST HEALTH SIMI VALLEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,8,VENTURA
140000191,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,CONTRA COSTA
010000431,PETALUMA ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,8,SONOMA
230000011,MODOC MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,8,MODOC
