"year","state_abbr","state_name","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
2005,"IN","Indiana",6266019,20302,356,1856,,6809,11281,216778,43756,151278,21744,""
2005,"KS","Kansas",2748172,10701,101,1098,,1795,7707,104588,19028,76222,9338,""
2005,"KY","Kentucky",4172608,11134,190,1421,,3690,5833,105608,26458,70354,8796,""
2005,"LA","Louisiana",4507331,26889,450,1421,,5337,19681,166611,39382,112840,14389,""
2005,"MA","Massachusetts",6433367,29644,178,1751,,7837,19878,151727,34728,98079,18920,""
2005,"MD","Maryland",5589599,39369,552,1266,,14378,23173,198483,35922,128491,34070,""
2005,"ME","Maine",1318220,1483,19,326,,323,815,31889,6323,24218,1348,""
2005,"MI","Michigan",10100833,55936,629,5199,,13348,36760,312892,70527,194090,48275,""
2005,"MN","Minnesota",5126739,15243,115,2258,,4724,8146,158301,29716,114304,14281,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2005,"MO","Missouri",5797703,30477,402,1625,,7196,21254,227809,42822,159288,25699,""
2005,"MS","Mississippi",2908496,8131,214,1147,,2405,4365,95231,26866,60873,7492,""
2005,"MT","Montana",934737,2634,18,301,,177,2138,29407,3642,23794,1971,""
2005,"NC","North Carolina",8672459,40650,585,2302,,12635,25128,353855,104298,221091,28466,""
2005,"ND","North Dakota",634605,706,12,180,,54,460,12848,2043,9732,1073,""
2005,"NE","Nebraska",1758163,5052,44,581,,1040,3387,60348,9408,45359,5581,""
2005,"NH","New Hampshire",1306819,1761,19,406,,365,971,24031,4192,18493,1346,""
2005,"NJ","New Jersey",8703150,30919,417,1208,,13215,16079,203391,38980,136728,27683,""
2005,"NM","New Mexico",1925985,12448,144,1041,,1893,9370,79575,20939,50707,7929,""
2005,"NV","Nevada",2412301,14654,206,1016,,4702,8730,102424,23481,52012,26931,""
2005,"NY","New York",19315721,85839,874,3636,,35179,46150,405990,68034,302220,35736,""
2005,"OH","Ohio",11470685,40162,590,4671,,18673,16228,420705,100183,279051,41471,""
2005,"OK","Oklahoma",3543442,18044,187,1481,,3230,13146,143406,35692,93814,13900,""
2005,"OR","Oregon",3638871,10444,80,1266,,2478,6620,160199,27621,113316,19262,""
2005,"PA","Pennsylvania",12405348,52761,756,3586,,19214,29205,300444,56134,214916,29394,""
2005,"RI","Rhode Island",1073579,2710,34,323,,776,1577,29287,5319,19567,4401,""
2005,"SC","South Carolina",4246933,32590,314,1862,,5657,24757,185606,42741,126489,16376,""
2005,"SD","South Dakota",774883,1387,18,377,,145,847,13694,2505,10350,839,""
2005,"TN","Tennessee",5955745,45104,431,2194,,10009,32470,256093,61508,169357,25228,""
2005,"TX","Texas",22928508,121091,1407,8511,,35790,75383,990293,219828,677042,93423,""
2005,"UT","Utah",2490334,5612,56,920,,1095,3541,95546,14971,72082,8493,""
2005,"VA","Virginia",7564327,21434,458,1763,,7495,11718,200404,29829,154584,15991,""
2005,"VT","Vermont",622387,782,8,153,,76,545,14749,3185,10894,670,""
2005,"WA","Washington",6291899,21745,205,2811,,5788,12941,307661,60343,198031,49287,""
2005,"WI","Wisconsin",5527644,13367,206,1135,,4555,7471,147556,24448,110531,12577,""
2005,"WV","West Virginia",1814083,4968,82,335,,816,3735,47757,11334,32603,3820,""
2005,"WY","Wyoming",508798,1172,14,122,,78,958,16070,2426,12905,739,""
2006,"","",299398484,1435123,17309,94472,,449246,874096,10019601,2194993,6626363,1198245,""
2006,"AK","Alaska",670053,4610,36,512,,600,3462,23975,4155,17284,2536,""
2006,"AL","Alabama",4599030,19553,382,1646,,7062,10463,181249,44780,121451,15018,""
2006,"AR","Arkansas",2810872,15538,205,1325,,2749,11259,112025,31864,72646,7515,""
2006,"AZ","Arizona",6166318,33456,533,2449,,9491,20983,294389,59418,178321,56650,""
2006,"CA","California",36457549,194483,2486,9235,,71142,111620,1159988,247230,669103,243655,""
2006,"CO","Colorado",4753377,18794,171,2158,,3824,12641,163439,32411,110372,20656,""
2006,"CT","Connecticut",3504809,10505,137,696,,4460,5212,90638,15583,64765,10290,""
2006,"DC","District of Columbia",581530,8772,169,185,,3829,4589,27064,3835,15908,7321,"District of Columbia data include reports from the Zoological Police"
2006,"DE","Delaware",853476,5983,42,417,,1791,3733,29670,6337,20449,2884,""
2006,"FL","Florida",18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454,""
2006,"GA","Georgia",9363941,44754,605,2169,,15511,26469,362712,85140,234445,43127,""
2006,"HI","Hawaii",1285498,3608,21,353,,1144,2090,54247,8724,37784,7739,""
2006,"IA","Iowa",2982085,8521,55,871,,1309,6286,84202,18160,60998,5044,""
2006,"ID","Idaho",1466465,3666,35,611,,294,2726,35135,7545,25154,2436,""
2006,"IL","Illinois",12831970,69498,780,4078,,23782,40858,387478,77259,272578,37641,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006."
2006,"IN","Indiana",6313520,20303,361,1811,,7175,10956,217783,45538,150655,21590,""
2006,"KS","Kansas",2764075,11960,125,1279,,1878,8678,104260,20086,75450,8724,""
2006,"KY","Kentucky",4206074,11361,173,1312,,3850,6026,109428,27867,72197,9364,""
2006,"LA","Louisiana",4287768,30923,555,1587,,5928,22853,174975,46703,112605,15667,""
2006,"MA","Massachusetts",6437193,32217,188,1771,,8080,22178,153943,35243,100725,17975,""
2006,"MD","Maryland",5615727,38111,546,1178,,14376,22011,195484,37459,127502,30523,""
2006,"ME","Maine",1321574,1533,23,341,,383,786,33658,6846,25465,1347,""
2006,"MI","Michigan",10095643,56981,721,5347,,14229,36684,325594,76313,199183,50098,""
2006,"MN","Minnesota",5167101,16042,126,1645,,5441,8830,159276,30306,115693,13277,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2006,"MO","Missouri",5842713,31897,369,1764,,7597,22167,224007,44734,153874,25399,""
2006,"MS","Mississippi",2910540,9076,231,1039,,3259,4547,92853,27117,57406,8330,""
2006,"MT","Montana",944632,3564,33,348,,233,2950,26986,3380,21659,1947,""
2006,"NC","North Carolina",8856505,42088,539,2495,,13468,25586,364549,107333,227114,30102,""
2006,"ND","North Dakota",635867,1255,14,241,,75,925,13359,2601,9672,1086,""
2006,"NE","Nebraska",1768331,5197,51,577,,1136,3433,59411,9535,44710,5166,""
2006,"NH","New Hampshire",1314895,1785,13,295,,435,1042,26060,4395,20179,1486,""
2006,"NJ","New Jersey",8724560,30550,427,1201,,13360,15562,198820,39384,134687,24749,""
2006,"NM","New Mexico",1954599,12797,134,1073,,2095,9495,76000,20906,45864,9230,""
2006,"NV","Nevada",2495529,18687,226,1092,,7038,10331,102338,24902,50429,27007,""
2006,"NY","New York",19306183,84016,922,3168,,34459,45467,398577,68617,297827,32133,""
2006,"OH","Ohio",11478006,41491,560,4770,,19418,16743,423334,105639,279718,37977,""
2006,"OK","Oklahoma",3579212,17905,210,1488,,3145,13062,129728,34437,81853,13438,""
2006,"OR","Oregon",3700758,10534,88,1219,,2711,6516,137858,24324,98897,14637,""
2006,"PA","Pennsylvania",12440621,55028,741,3611,,21095,29581,304589,57739,217142,29708,""
2006,"RI","Rhode Island",1067610,2460,27,289,,740,1404,27914,5453,18852,3609,""
2006,"SC","South Carolina",4321249,33322,362,1834,,5902,25224,184712,42952,125075,16685,""
2006,"SD","South Dakota",781919,2071,30,465,,158,1418,13812,3024,9954,834,""
2006,"TN","Tennessee",6038803,46043,419,2194,,11143,32287,249860,63024,164183,22653,""
2006,"TX","Texas",23507783,121602,1386,8429,,37256,74531,959846,215710,648711,95425,""
2006,"UT","Utah",2550063,5771,51,891,,1242,3587,89572,14721,66480,8371,""
2006,"VA","Virginia",7642884,21683,403,1829,,7779,11672,190257,32166,143292,14799,""
2006,"VT","Vermont",623908,905,14,173,,114,604,14920,3443,10857,620,""
2006,"WA","Washington",6395798,22303,197,2748,,6424,12934,288456,58843,183179,46434,""
2006,"WI","Wisconsin",5556506,15899,165,1233,,5564,8937,156748,27038,115682,14028,""
2006,"WV","West Virginia",1818470,5113,80,404,,853,3776,47941,11579,32305,4057,""
2006,"WY","Wyoming",515004,1307,13,151,,72,1071,15381,2322,12255,804,""
2007,"","",301621157,1422970,17128,92160,,447324,866358,9882212,2190198,6591542,1100472,""
2007,"AK","Alaska",683478,4520,43,545,,581,3351,23096,3734,16929,2433,""
2007,"AL","Alabama",4627851,20775,412,1548,,7398,11417,184082,45379,124465,14238,""
2007,"AR","Arkansas",2834797,15226,198,1294,,3105,10629,112130,32035,73096,6999,""
2007,"AZ","Arizona",6338755,32835,548,2353,,9764,20170,287308,59988,177076,50244,""
2007,"CA","California",36553215,191561,2262,9046,,70706,109547,1112510,237850,654526,220134,""
2007,"CO","Colorado",4861515,17101,155,2075,,3461,11410,145808,28633,100519,16656,""
2007,"CT","Connecticut",3502309,10547,113,690,,4303,5441,86528,15640,60937,9951,""
2007,"DC","District of Columbia",588292,8325,181,192,,4265,3687,28922,3926,17390,7606,"District of Columbia data include reports from the Zoological Police"
2007,"DE","Delaware",864764,6100,39,341,,1763,3957,29216,6420,20454,2342,""
2007,"FL","Florida",18251243,131878,1202,6149,,38155,86372,746249,181836,490783,73630,""
2007,"GA","Georgia",9544750,46917,720,2198,,17291,26708,371248,90294,238436,42518,""
2007,"HI","Hawaii",1283388,3544,24,377,,1122,2021,52866,9089,37494,6283,""
2007,"IA","Iowa",2988046,8970,39,970,,1328,6633,79133,17176,57018,4939,""
2007,"ID","Idaho",1499402,3841,49,607,,243,2942,34124,7131,24727,2266,""
2007,"IL","Illinois",12852548,68528,752,4103,,23100,40573,377322,75524,267911,33887,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2007"
2007,"IN","Indiana",6345289,21310,350,1738,,7845,11377,213887,46485,147999,19403,""
2007,"KS","Kansas",2775997,12730,106,1287,,2022,9315,102961,20461,73900,8600,""
2007,"KY","Kentucky",4241474,12329,206,1365,,4068,6690,107987,27820,71489,8678,""
2007,"LA","Louisiana",4293204,31789,625,1427,,6316,23421,180516,46932,118291,15293,""
2007,"MA","Massachusetts",6449755,28487,187,1643,,7021,19636,154743,35767,103925,15051,""
2007,"MD","Maryland",5618344,36063,554,1179,,13258,21072,192796,37095,127308,28393,""
2007,"ME","Maine",1317207,1565,20,392,,349,804,32249,6745,24228,1276,""
2007,"MI","Michigan",10071822,53765,661,4592,,13365,35147,308550,75273,191289,41988,""
2007,"MN","Minnesota",5197621,15054,116,1873,,4770,8295,158257,29717,115892,12648,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2007,"MO","Missouri",5878415,32962,367,1785,,7728,23082,225113,44897,156319,23897,""
2007,"MS","Mississippi",2918785,8502,202,1033,,2896,4371,90887,27223,56473,7191,""
2007,"MT","Montana",957861,3638,27,363,,233,3015,27837,3476,22315,2046,""
2007,"NC","North Carolina",9061032,42231,584,2386,,13534,25727,369893,108700,233241,27952,""
2007,"ND","North Dakota",639715,1343,17,252,,75,999,12796,2314,9500,982,""
2007,"NE","Nebraska",1774571,5524,71,550,,1115,3788,55765,9035,41484,5246,""
2007,"NH","New Hampshire",1315828,1896,12,357,,451,1076,26394,5074,19909,1411,""
2007,"NJ","New Jersey",8685920,28544,381,1032,,12567,14564,192338,37234,133145,21959,""
2007,"NM","New Mexico",1969915,13311,183,1028,,2323,9777,75168,20823,45442,8903,""
2007,"NV","Nevada",2565382,19365,193,1096,,6938,11138,97118,24911,49844,22363,""
2007,"NY","New York",19297729,79962,805,2928,,31085,45144,383624,64914,290681,28029,""
2007,"OH","Ohio",11466917,40759,529,4661,,18351,17218,397681,99049,264677,33955,""
2007,"OK","Oklahoma",3617316,18234,224,1565,,3392,13053,128714,34367,80747,13600,""
2007,"OR","Oregon",3747455,11015,76,1276,,2864,6799,132773,22979,95157,14637,""
2007,"PA","Pennsylvania",12432792,51806,725,3443,,19440,28198,293850,56091,211248,26511,""
2007,"RI","Rhode Island",1057832,2424,19,258,,760,1387,27576,5206,19175,3195,""
2007,"SC","South Carolina",4407709,34630,364,1773,,6354,26139,189304,45398,126802,17104,""
2007,"SD","South Dakota",796214,1926,31,433,,118,1344,13829,2647,10398,784,""
2007,"TN","Tennessee",6156719,46482,405,2201,,11033,32843,252342,61817,168807,21718,""
2007,"TX","Texas",23904380,122014,1419,8460,,38778,73357,985421,228320,663101,94000,""
2007,"UT","Utah",2645330,6347,59,935,,1425,3928,93082,15594,68573,8915,""
2007,"VA","Virginia",7712091,21035,415,1793,,7696,11131,191763,32028,145634,14101,""
2007,"VT","Vermont",621254,802,13,128,,79,582,14702,3200,10853,649,""
2007,"WA","Washington",6468424,21768,174,2653,,6079,12862,261776,52874,170782,38120,""
2007,"WI","Wisconsin",5601640,16330,185,1227,,5480,9438,159305,27890,117957,13458,""
2007,"WV","West Virginia",1812035,5016,65,388,,847,3716,45620,10822,31321,3477,""
2007,"WY","Wyoming",522830,1344,21,172,,84,1067,15053,2365,11875,813,""
2008,"","",304059724,1394461,16465,90750,,443563,843683,9774152,2228887,6586206,959059,""
2008,"AK","Alaska",686293,4475,27,447,,645,3356,20090,3237,15225,1628,""
2008,"AL","Alabama",4661900,21110,351,1618,,7346,11795,190416,50411,126539,13466,""
2008,"AR","Arkansas",2855390,14649,165,1463,,2777,10244,110360,33912,69905,6543,""
2008,"AZ","Arizona",6500180,31567,462,2200,,9809,19096,266653,58606,169460,38587,""
2008,"CA","California",36756666,185329,2142,8903,,69388,104896,1080996,237811,650656,192529,""
2008,"CO","Colorado",4939456,17480,165,2151,,3404,11760,139340,28054,97937,13349,""
2008,"CT","Connecticut",3501252,10737,132,680,,4043,5882,87210,15107,63212,8891,""
2008,"DC","District of Columbia",591833,8509,186,186,,4430,3707,30211,3788,19958,6465,"District of Columbia data include reports from the Zoological Police"
2008,"DE","Delaware",873092,6187,57,371,,1847,3912,31385,6783,22045,2557,""
2008,"FL","Florida",18328340,126256,1168,5972,,36268,82848,758889,188472,506902,63515,""
2008,"GA","Georgia",9685744,47353,640,2334,,17808,26571,387917,100564,247709,39644,""
2008,"HI","Hawaii",1288198,3510,26,363,,1085,2036,45944,9404,31424,5116,""
2008,"IA","Iowa",3002555,8651,77,937,,1249,6388,73273,16598,52299,4376,""
2008,"ID","Idaho",1523816,3680,23,579,,239,2839,31940,6748,23532,1660,""
2008,"IL","Illinois",12901563,67780,790,4118,,24054,38818,378355,78968,266815,32572,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2008"
2008,"IN","Indiana",6376792,21525,322,1711,,7580,11912,213639,48805,147334,17500,""
2008,"KS","Kansas",2802134,11554,113,1226,,1681,8534,94882,19651,67826,7405,""
2008,"KY","Kentucky",4269245,12690,201,1457,,4080,6952,114492,29556,77279,7657,""
2008,"LA","Louisiana",4410796,29613,544,1250,,6241,21578,171179,45524,112091,13564,""
2008,"MA","Massachusetts",6497967,30137,166,1751,,7077,21143,155919,36251,106913,12755,""
2008,"MD","Maryland",5633597,35393,493,1127,,13203,20570,198165,38849,133983,25333,""
2008,"ME","Maine",1316456,1572,31,379,,333,829,32433,6559,24695,1179,""
2008,"MI","Michigan",10003422,51512,554,4507,,13246,33205,295100,74787,184558,35755,""
2008,"MN","Minnesota",5220393,13853,110,1805,,4179,7759,149517,26558,112764,10195,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2008,"MO","Missouri",5911605,29701,456,1612,,7395,20238,216522,45763,150002,20757,""
2008,"MS","Mississippi",2938618,8942,236,958,,3079,4669,85488,25506,53730,6252,""
2008,"MT","Montana",967440,3013,40,358,,204,2411,26300,3689,20834,1777,""
2008,"NC","North Carolina",9222414,43125,599,2296,,14323,25907,372763,111556,234480,26727,""
2008,"ND","North Dakota",641481,1441,11,331,,73,1026,13029,2336,9782,911,""
2008,"NE","Nebraska",1783432,5570,69,601,,1297,3603,51350,8731,38394,4225,""
2008,"NH","New Hampshire",1315809,2054,14,385,,421,1234,28387,4266,22714,1407,""
2008,"NJ","New Jersey",8682661,28351,376,1122,,12701,14152,199127,40402,138545,20180,""
2008,"NM","New Mexico",1984356,12967,161,1118,,2151,9537,75718,20706,46995,8017,""
